Lag,BAT,BTC,DASH,DCR,DOGE,ETC,ETH,GNO,IOTA,LTC,QTUM,USDT,XLM,XRP,ZEC
1,0.024489749813523243,0.08117108092733903,0.011196260630499213,0.09949532513010378,0.1020335637063939,0.6336959243266174,0.052566822903166895,0.8480864791805236,0.00010324155249168474,0.044803866893863134,0.00043987921186104976,0.014663491035617966,0.4801863596520215,0.7168590297910031,0.3791162343946979
2,1.1540103130960038e-05,0.1371671645718158,0.01795978163214138,0.01160443493423631,0.17921831432747248,0.8590317472367526,0.16190404658561366,0.47718967937464796,9.714057176783015e-05,0.02557343874904853,0.0006248141492185205,0.0005736450821372061,0.7542273452956781,0.8767298299840842,0.13769248458773192
3,1.0341269753974615e-05,0.19714423193312125,0.041118733695947735,0.023128617875263956,0.2716535477991194,0.9563163731880843,0.1290618026231017,0.7349373325726652,0.00024082639854201474,0.05524378343677819,0.0019293088711074505,0.0019441780167619945,0.8963346699464133,0.7419871398586952,0.26472062831863175
4,9.374181272179594e-05,0.2822787888881514,0.058693608269822485,0.041352882338734666,0.12156618892576523,0.8492804043814258,0.18519111676464134,0.7399556961092351,0.0006392597792796206,0.06115112695164972,0.0005465202729954849,0.0002486410619486616,0.607267413974658,0.8085677981350659,0.3062439126521892
5,0.0007353980683586898,0.3712458287781626,0.09847102965270844,0.0540056881471357,0.22117724120655355,0.841607898915968,0.26765005133844566,0.7519801029497282,0.001040648162571261,0.11179310128146049,4.8733761561706596e-05,6.339994913953076e-05,0.7581169088593573,0.6514355357867803,0.14940914177648149
6,0.002096884122433323,0.49722518979089914,0.002857254396420491,0.08175398271565311,0.3494711082392479,0.054551219426463994,0.28810564506851094,0.4042053327991078,0.00021382598069836757,0.15281844820526327,5.38506177117644e-05,0.00015443361310500195,0.3669642675121023,0.0003549375616628499,0.003573484395934022
7,0.00211691852463007,0.45534300863735955,0.0038346164474056576,0.12742689696085294,0.4448230057048269,0.06307196476601865,0.3907970664255875,0.3509910418427493,0.00012404699872095722,0.1745772374431719,0.00010626714156834605,0.0003138396772922544,0.46155251512859186,0.0004784117217351643,0.0031719732703144234
8,0.002539215313775688,0.4679890081198347,0.0051878565156506466,0.1605660622010974,0.15489695576566342,0.09616605493426049,0.35085858160205774,0.4867088024285008,1.6902933299636933e-05,0.15479630162723698,1.45566260555483e-05,4.4651793311323686e-05,0.5064580362960217,3.785122224221502e-05,0.003522845470308776
9,0.0021542237593907723,0.30318455229041635,0.009161253128981006,0.23315722784106474,0.1702098173569426,0.1467596664200809,0.41521271750000316,0.4456753557693425,1.2842408128349692e-05,0.17529831020669115,2.4149336948321125e-05,6.420529595955228e-05,0.40438174953828016,3.120293556708199e-05,0.005933717391314273
10,0.0010672155239811268,0.17204866859328496,0.014034025211339902,0.2509367801269378,0.2131925495130915,0.126105240500736,0.2617155272290727,0.32559560884586797,2.027689852514623e-05,0.2193069886057572,3.5914988996862835e-05,0.0002845702074631775,0.4512997332765115,4.3355095755194e-05,0.008503095332227007
11,0.001707279788961273,0.2660295109111566,0.01637006121108849,0.43022265119971126,0.282881190949173,0.1321812463570683,0.39134420675315057,0.2435777108791921,3.5428987207305805e-05,0.2676787113419078,4.2444910275721196e-05,0.0002654502575240984,0.20936240078805404,2.7373543410722992e-05,0.005926284303570834
12,0.002787326647342551,0.29953008223360816,0.02492013371120539,0.5270824338659699,0.30431823591174695,0.1731744333704918,0.48728133675473817,0.19707767729516867,3.5250864570046526e-05,0.27768860584609845,4.4825748928152945e-05,0.0013274589973242966,0.2777979695688501,7.373629277945087e-05,0.006733834796325793
13,0.0006097240167455739,0.3189940256668114,0.018194035830523047,0.5464587383412641,0.13459188752925516,0.00869729889909172,0.45104764704312195,0.20765512443408946,6.0248184900033594e-05,0.0829577096330863,4.6666579090683524e-05,0.0018616555204268683,0.017526238766545636,2.163932412258334e-05,0.010074890079826804
14,0.000358822667485791,0.37074953056638377,0.015661043367538815,0.4141059665170626,0.16465729626758918,0.010393541174334137,0.3439303917713293,0.1613005887070953,5.4892174479329255e-05,0.08160890450089113,3.1749664451114576e-05,0.0019131853476188883,0.027592708176701723,6.819344459070429e-05,0.005945182788198723
15,0.0005583584088725452,0.4096735707996583,0.019838552548901,0.3400066278535577,0.14527970604785304,0.009625854944415169,0.36690500491743433,0.19258042964404876,1.5421257591360067e-05,0.11441320694864678,2.165346281302936e-05,0.0031198472632251633,0.04651114562209588,0.0001224957390056057,0.004932050818083714
16,0.0006990959287511493,0.4456634626113383,0.030580278209009437,0.374901988361992,0.1640400425955334,0.017566885418385456,0.4401168643500561,0.20589541333242317,2.8744988712759804e-05,0.1354069651082705,6.808228818126045e-05,0.0019910271556111193,0.018724077998523,0.00011108925402114054,0.006393987767125514
17,0.0012674150584814795,0.30146862889770853,0.05103441721950211,0.44308116198854297,0.22944029606057345,0.01943694570930793,0.4178136449626429,0.23066803914074505,3.7600619432952616e-05,0.16434100120557021,6.213275514135816e-05,0.0005165496788586534,0.029762962360837003,0.0002200969822472911,0.005188896073397949
18,0.0020213369862766744,0.33728616308986364,0.05929012440992884,0.4321292247372866,0.04645399921212188,0.02274928023681985,0.30888718944919247,0.21110648834079507,3.775424182071381e-05,0.07967429772295248,7.1889732199062e-05,0.0008563589463053116,0.03360976722437487,0.00012487750203801293,0.0036988997574877937
19,0.0021249197217233996,0.31000051167227893,0.07553490710249794,0.4708558585009345,0.053314112675542966,0.005866581643871322,0.36111405434515387,0.25417747360075676,6.692823017860231e-05,0.03415617218080999,1.9465289039845698e-06,0.000821712668851587,0.041559250045159715,0.00015400330744481233,0.0034072564215745066
20,0.0006610097927321412,0.2946423025860397,0.014243897906645868,0.5365453209193302,0.00015512785699972674,0.003596504533902962,0.2063483750209315,0.17325070209440818,1.1302518392625704e-05,0.04712079413389539,2.526956548777545e-07,0.0005347062520964028,0.046091979947494637,0.00019663558544469643,0.00015202664595850818
21,0.0009034117312136564,0.3033141370027623,0.01732715956224387,0.6023195688006067,0.00015657249708948094,0.0040434090982372824,0.22414204357318704,0.15770077033652855,1.450765089018547e-05,0.0452069967301339,2.6441459870605466e-07,0.0006695684124796545,0.00786583158351224,0.0003424193498833721,0.0001886604102115518
22,0.001563055784740867,0.3678560814237766,0.02292409906012993,0.16884858944250136,0.00028622274280561865,0.0049443356093203696,0.21217173746846393,0.18341753660360602,2.0847862666682648e-05,0.05977648244075988,2.1042481696244307e-07,9.937580399006727e-05,0.007434596844180826,0.000406572801171214,0.0002048858155366512
23,0.00035535527539765543,0.42470605409558865,0.016463630117291052,0.17576134853579153,0.0003821959704489365,0.007633824849875608,0.24511225273255635,0.3364334535876888,1.8110172960579264e-05,0.04020214511869293,1.6750590288234157e-07,0.00015059411758484972,0.007622191956985506,0.0005892859071119985,0.00017292874979211778
24,0.00037861715054143016,0.5124941640586891,0.014000327273773936,0.17460539224221425,0.00039194567455818117,0.014563154587458617,0.2860277768042423,0.4066635001141006,4.203068281583141e-05,0.0636128778860693,3.1530722575176506e-07,9.428407220892152e-05,0.011139316198889537,0.0009009875835524287,0.00029941632302237756
25,0.0005052780786139434,0.27467305288828514,0.009806508916142865,0.17693111082470883,4.379977427001994e-05,0.011761315305684767,0.22264992867340033,0.41106178495931095,5.599134341429962e-05,0.045123434444101634,0.00011823834939813689,7.902576197975072e-06,0.0008644890040801592,0.0011675699317021124,0.00033968285255595325
26,0.0006843082786474367,0.33167733076255856,0.014148060707705285,0.19669336870712414,8.596025928870205e-05,0.009720639602207795,0.2573136379154091,0.3717519936196052,7.905283856839756e-05,0.05583610733297386,1.2391317737686868e-05,1.0077078450507614e-05,0.0009481121563287028,0.0010992851987545993,0.0003878521326239584
