Lag,BAT,BTC,DASH,DCR,DOGE,ETC,ETH,GNO,IOTA,LTC,QTUM,USDT,XLM,XRP,ZEC
1,1.0460857120353584e-07,0.10095392680663882,0.011518815387198357,7.359169955799034e-07,0.13001380328297787,0.7742040139509392,0.07633189023416308,0.9933480441486723,0.00015979885265883886,0.04822888204146078,0.00012394677938360816,0.026213890933357745,0.5714948197151695,0.8124927043615773,0.3657774451966207
2,1.833069351665383e-10,0.1637765467891233,0.028589408111410003,2.5885771492376534e-07,0.18981508556621873,0.9001545213570556,0.20816469936284965,0.6328825214129956,0.00020021349917351885,0.03318108470973153,0.0007127249886226374,0.0017434289714323267,0.8290974838273746,0.8589308620646804,0.16198472335893607
3,9.348583088185238e-10,0.24967041813917185,0.06427163092063091,3.0253994346062045e-07,0.28879203716579177,0.9659631354329463,0.1942293140685953,0.8211023691634572,0.0007156520209041498,0.07267377384587942,0.0005621421823396559,0.004586773034184587,0.9426567419527376,0.7388015882909131,0.2997790079690374
4,1.1703217596210943e-09,0.345361800668614,0.07224882725046251,5.284379962914412e-07,0.12250230336413363,0.8994572397655063,0.2597979791931813,0.7358623596363469,0.0013316745553485308,0.07614649767454752,0.0011566115975283544,0.0007853489297561219,0.6558756868952879,0.7909462416321381,0.31282305748442624
5,2.2673938874743103e-08,0.43242149235751337,0.1259632369072636,6.946950541975934e-07,0.1874744699305136,0.9202254072879743,0.3282080791717101,0.7104991280519013,0.0022960337625877124,0.12779795530899685,0.0006790221300021228,0.00121426354799266,0.735916047896783,0.5381652777172982,0.17018714198923224
6,8.161315883351846e-07,0.583252607038967,0.0027287166113200015,3.903885977309365e-06,0.31136951864230417,0.09844127239905269,0.48409996414997514,0.5184498500655128,0.00021138912836677785,0.18560844784359093,0.0010783297721809564,0.0007260934970678359,0.4631335272205974,0.000487929711256,0.007196556537867069
7,9.480417168547606e-07,0.574672391236571,0.003761858366694507,9.682705890137734e-06,0.444496768890592,0.09085304814732309,0.5337990747120387,0.36005459496534825,9.342497632583626e-05,0.2366029973508722,0.001223628867720973,0.0009454463873573095,0.589235919906765,0.0018237091721708316,0.008569587496438165
8,1.1879948717522078e-06,0.5964797162418063,0.004704110573051585,3.095710703815858e-05,0.17937955729909993,0.13620317317953437,0.5001299797299097,0.4648757213539795,6.079012872060354e-06,0.19477023210485053,0.00020171270095285115,0.00012951454034304367,0.5948943627704144,0.00023107301874794502,0.010459437938246514
9,1.8428137574257537e-06,0.3861777304003165,0.008330249494387841,6.821832233482019e-05,0.2066679457999148,0.20684653123980756,0.5712072046014773,0.4955162669970349,7.3052563380633995e-06,0.19805569315615087,0.0003627755863040633,0.00024269108527185166,0.4388126763441814,0.00010327114643759177,0.016671358306460837
10,9.760725053142848e-07,0.2521128583972795,0.013173442210427782,0.00011886332188176044,0.24946661692886343,0.20657054780686665,0.448157382178749,0.37094469031394656,9.209670328346878e-06,0.24573967036091932,0.00017170028875745068,0.000468569880540639,0.5271397069505998,0.00023009844456365014,0.028007419918779097
11,3.6944174823743134e-08,0.28654791556648407,0.015222679851843656,4.812517547746283e-05,0.34313421980193237,0.2439481715763868,0.4854098494439021,0.33637134827974335,1.6122085883203058e-05,0.285902522550262,0.00026574365604290927,0.0010305706315813566,0.2583476336261571,0.00020245991296860655,0.017331875405027793
12,5.66316223281354e-07,0.3887705568782346,0.022576347355009525,0.00013729570601676733,0.3660790502343937,0.2368779984355187,0.6056771441131481,0.268507712417387,1.9977942149014965e-05,0.33406405705626036,0.00020632745689120945,0.0013449261223445318,0.2738785017962122,0.00014279076138215262,0.02482440300452897
13,1.0497001364694836e-06,0.383299700527094,0.01604700583266405,0.0004211614712713972,0.18392327327206018,0.009013570375211562,0.5810696727549376,0.30441232153302467,2.889582379659761e-05,0.09950109190147496,0.00018971927080477642,0.006452533785404748,0.018375958654688666,5.589571986191928e-05,0.029847110687466063
14,1.2363708764445369e-08,0.4149541294449809,0.015710156026892158,3.314309691053838e-05,0.21262540760979376,0.015222815944969537,0.5514752757214301,0.31594693989242734,2.494413377982979e-05,0.09052738235838659,0.0001881929826007314,0.00771659417408714,0.022155265704042467,0.00010087116119349031,0.01641728837879484
15,1.800294988694553e-08,0.4733897753631937,0.018405763088589402,6.088820554236776e-05,0.1906468720932705,0.009849255038737056,0.553859881639296,0.25173596424980643,6.229236566280143e-06,0.14170520048554175,0.00022188837066442884,0.008858221611785677,0.05366164629406413,0.00031204996979505834,0.015382676602885732
16,3.1642027702548435e-08,0.522427711974706,0.024158357373403563,4.841992369209914e-05,0.19921141348504207,0.01643682387211194,0.6126820974223814,0.29470327722086515,8.275891170585141e-06,0.15961107646840544,0.0001685687579667101,0.005551580534969686,0.008221431739187,0.0002684748900707014,0.014761769227782606
17,6.648611030692531e-09,0.36065038686784323,0.03486178256473084,6.422918748812046e-05,0.24338464824380354,0.026046180775471474,0.6585262058585432,0.3787500612394246,1.3160702574801279e-05,0.17390103813192995,0.0004953198595597529,0.0012531706711490943,0.008829713621862864,0.0004378237430722852,0.021739829789040013
18,1.604765339995006e-08,0.42407255506321617,0.05475040993465521,0.0001382004623964222,0.06975678563843464,0.025314351726127636,0.5168554891705994,0.3761393538395844,1.9898733735347228e-05,0.12338566020527088,0.0004792146994938818,0.001695770317036222,0.01354463223427194,0.00033880414660211863,0.012163317770126327
19,2.8061020680396558e-08,0.3706067126661418,0.06719708567546276,0.00021670267841273404,0.08004777708046194,0.006619222392082191,0.53227494222366,0.3998162122451882,2.4241632434357827e-05,0.04653584937480225,2.6780420017070987e-05,0.002001382447945054,0.01586368298488102,0.00040715828675908584,0.01116426831315922
20,1.313738428290526e-08,0.3700464072061135,0.01672721251006186,0.00032949393507746244,0.00029615488052177504,0.0047229651999370825,0.37839487635519103,0.3402047392495196,5.51834706090003e-06,0.06058716270707006,4.031394759167033e-06,0.0016741871607955697,0.019757445255970854,0.0005403504015277874,0.0009284908452847283
21,1.497948875459967e-08,0.3875330638076666,0.01979457295034793,0.00030552827459582953,0.00023231228886483454,0.006196316419631604,0.3696134251478883,0.21415522848563262,9.489551072009257e-06,0.06607771902128262,1.3111620648817417e-06,0.0024804519729145053,0.001805816999238138,0.0008027261434299547,0.001240193147293956
22,2.4964164369505048e-08,0.45220143109705635,0.02373731842131263,5.614313585462556e-06,0.00047369098152892674,0.007154240645167733,0.3450774223326859,0.2650532047537464,1.3068471572588136e-05,0.07509039489547564,2.1213780481761817e-06,0.00026854800892907944,0.002110584106501728,0.0010732070413020324,0.00111186115551814
23,1.6040665234030747e-08,0.5206425180732318,0.016625039428874815,6.4142846761754515e-06,0.0005675001648147027,0.010246104820396687,0.39753446092907885,0.3145461116185559,9.169566665532123e-06,0.04383137907508523,3.0678031989377502e-06,0.00045310348113806483,0.0012807305683376251,0.0013992927061283202,0.00084004830754391
24,8.755740768332308e-09,0.5818205212175378,0.009653059227523504,4.281467837473454e-06,0.0007993811958420409,0.015361010076032595,0.4172067021020664,0.49198735437426977,1.5169454563899235e-05,0.06716016688350318,4.134604651100454e-06,0.00016362984607453009,0.002153501221314421,0.0023741642331568556,0.0009678895429625967
25,2.634934642093816e-09,0.34031284302553055,0.005640986233049486,9.070943248885411e-06,6.456947941155959e-05,0.01387777979592494,0.3233566927600137,0.5033951535001072,2.464518887541039e-05,0.04503730098888851,3.1346079863979547e-06,1.983047810471435e-05,0.0002525019550852943,0.002899235690881598,0.0012974060991091723
26,4.03610879424784e-09,0.39622967979032153,0.00832790248025048,9.855265155354063e-06,0.00011262853052020942,0.012560521993032639,0.38675946341051715,0.5515210832578885,3.340478494035159e-05,0.0516566462796875,0.00010043278072335016,3.259679766667813e-05,0.00033200749723251747,0.0022010054923804504,0.0012300675169560314
27,2.7443949487298292e-09,0.4465678084644406,0.00928880320768556,1.6345345433283455e-05,7.024905279465756e-05,0.012038938186999597,0.35760836596877416,0.5654964526247639,5.4974608863096896e-05,0.05400842284635842,9.975258432294462e-05,4.149332915288436e-05,0.0005295776957166747,0.0029437066229740473,0.001404270180356037
28,2.1070732550067857e-09,0.44463597629936996,0.009647598537579901,1.8920012157028383e-05,0.0001088842595707042,0.014189579491455823,0.2960566558424583,0.5972124271583971,3.719828383250105e-05,0.03548814311381308,6.321585234249134e-05,3.968051626162375e-05,0.00044573990295083423,0.003773542664619525,0.0011425605137439679
29,2.12003766875443e-09,0.4210917985669499,0.011771322089659388,2.366183814582036e-05,0.00014029841788506332,0.01921650040672981,0.22469637655993854,0.6745274671217042,4.2578201558783876e-05,0.024969932857276788,7.06552730810946e-05,0.00017141706321219572,0.0005670360612583736,0.0029436674554918505,0.0006679851611099067
30,1.1284603518081688e-09,0.4435378646092521,0.002924081539268969,1.1017188018684753e-05,0.00022524304706922032,0.021066495552932885,0.21833359182467174,0.6849325818638042,1.0155917099384927e-05,0.025257430977813262,6.152053062393267e-05,4.0589833254738084e-05,0.0007857090081275913,0.0017864946000489556,0.0007217917330453966
