Lag,BAT,BTC,DASH,DCR,DOGE,ETC,ETH,GNO,IOTA,LTC,QTUM,USDT,XLM,XRP,ZEC
1,0.014767889034441269,0.05654508439900969,0.16724835263762144,0.02800432003270328,0.18796660707348792,0.4613574863214431,0.14001326851030713,0.6106771147716239,6.862758465562549e-05,0.12861784715645638,0.003393420523991929,0.14857534317012572,0.40265590412105756,0.4799267903152388,0.4052020652473366
2,0.0010685667306038224,0.07750340675015158,0.032763746065556855,0.0034428712159005432,0.2609403802187124,0.4951110326856559,0.09861110563328326,0.5502595304747886,7.77643027968525e-05,0.20404745084746806,0.005905037892864156,0.22545897215454863,0.5571983547513282,0.5551892664703659,0.09329919821958166
3,0.0025945116647111974,0.11782199954745273,0.06736654222889141,0.006431294638139084,0.35806708680766874,0.555768071149424,0.08714664930166768,0.7135823127340962,0.00024137679575496216,0.2527042311580904,0.012940675625445906,0.23917223894728076,0.5665163231016457,0.4435002900642412,0.1717786920475794
4,2.404273620248273e-05,0.16487581472494922,0.07325528184276066,0.01101770775052822,0.2491171836073933,0.5133349765595008,0.11198547105850679,0.6434437386622306,0.00049414498687378,0.16629712560751542,0.019098871438571745,0.229119019951473,0.41507672647425703,0.44459855120571146,0.19091506074397493
5,0.0001841524588955004,0.20765546203921792,0.09915597070773154,0.0167689183529769,0.27458946664528605,0.5483730424587022,0.1505046213823012,0.6918483468213399,0.0008367321704839948,0.22472323080446796,0.0016718357057040282,0.22528442592378717,0.4247349635485278,0.340598391484897,0.13813876740131914
6,0.0005244455710847569,0.2736033933788288,0.036612829893080366,0.027006529245353336,0.2009961044129875,0.09305006847335989,0.193754807520219,0.5762066909337431,0.00010630635114602465,0.26285875627243016,0.003182654054357264,0.2878901723465238,0.211033019819706,0.003957955718773536,0.07623083745659985
7,0.0005295188027807799,0.2613048414643262,0.05042610602096288,0.03646478882390634,0.28086006817157966,0.12105679649960235,0.2324191905123406,0.5277357952055636,5.437014444169993e-05,0.29196600818340696,0.0012882849200617132,0.2262623362254411,0.27138935702599687,0.006615809790520292,0.11349511543714363
8,0.0006351988834514235,0.2733458840510662,0.05254325665261046,0.05258572061041954,0.11125405518166834,0.16111066138437335,0.21494320874101774,0.6267018940472615,5.7596200201152796e-06,0.2788299550240934,0.0010227591402059753,0.18865855840184553,0.28569198989237843,0.006885385021517012,0.1456398669915194
9,0.0005391475239123785,0.17582481011971623,0.07259072218216127,0.07664181088019623,0.1354915221668569,0.17451709872721932,0.25080076093465753,0.6331731289054909,5.068071010102644e-06,0.2854988283304381,0.0007986186634508935,0.1197125096849063,0.22947818259277525,0.010191177931899146,0.17459837938387027
10,0.0002671162577835615,0.11088527473862782,0.10031891775900313,0.08789677619972891,0.16782249699308066,0.19952625471402885,0.1797119544226189,0.5617776612395151,7.431229990329981e-06,0.3109901356307603,0.0006356595755236078,0.12189139323412308,0.25961442851987093,0.0157764124754088,0.1952580769281742
11,0.0004268419392180517,0.14494309511179493,0.11680354104603967,0.1408733771921164,0.21965693394133287,0.23520629595355738,0.2227663092422281,0.48552375328930975,1.2901328936422915e-05,0.32588092373103217,0.0004682644830551149,0.08356266396608525,0.13563221188631475,0.01863407930971678,0.16245320912560837
12,0.0006969818062674458,0.18082652519127582,0.1423671066258528,0.16971672100114987,0.22562546911663547,0.1655118329256951,0.2801489464451338,0.3898283348931874,1.3829313540455608e-05,0.29393898894375237,0.00028627519771259657,0.07817050078464921,0.16093618430325465,0.024329356246284888,0.1692426095150911
13,0.00015271532424229552,0.18349992235188983,0.1473911274090218,0.1935167892969782,0.12957783747869628,0.05884863768388822,0.26492850805190465,0.3267246748259485,2.2383801290613847e-05,0.19683284542119994,0.0003921508350888704,0.06954919841693731,0.02354901130756984,0.03961896876321559,0.15848732399030124
14,8.973465414054897e-05,0.20368267706994997,0.09403904656798685,0.18760213589438673,0.1548000273562044,0.07456613195339229,0.23428693911199086,0.25288119009690674,2.0141260713883668e-05,0.20101077933502734,0.0005375349277522906,0.08304077753445825,0.02818882934739258,0.027237820268632047,0.12049355230482826
15,0.0001396301526487615,0.23011603775774706,0.08753496664108025,0.20480766783915128,0.14660020762929055,0.09483114799977567,0.2462870251956616,0.26682821434881027,5.493895702166674e-06,0.22219985530836098,0.00045559033201737927,0.11325825277101574,0.03642625159282273,0.028276187208103314,0.11915067647706494
