TIMESTAMP,GGP25042_OPEN_PRICE_USD,GGP25042_HIGH_PRICE_USD,GGP25042_LOW_PRICE_USD,GGP25042_CLOSE_PRICE_USD,GGP25042_VOLUME_USD,GGP25042_DIVIDENDS_USD,GGP25042_STOCK_SPLITS_USD
2023-12-06 00:00:00+00:00,7.574245929718018,7.776717185974121,6.745487213134766,6.897416114807129,317191,0.0,0.0
2023-12-07 00:00:00+00:00,6.898346900939941,7.881737232208252,6.780055046081543,7.147755146026611,250038,0.0,0.0
2023-12-08 00:00:00+00:00,7.127288818359375,9.19411563873291,7.101652145385742,9.159600257873535,238965,0.0,0.0
2023-12-09 00:00:00+00:00,9.108680725097656,10.124225616455078,7.916487216949463,8.008535385131836,348563,0.0,0.0
2023-12-10 00:00:00+00:00,8.036505699157715,11.074764251708984,8.02301025390625,10.350822448730469,270800,0.0,0.0
2023-12-11 00:00:00+00:00,10.352280616760254,11.232759475708008,9.014674186706543,10.992988586425781,291993,0.0,0.0
2023-12-12 00:00:00+00:00,10.997513771057129,12.543542861938477,10.13615608215332,10.518683433532715,267291,0.0,0.0
2023-12-13 00:00:00+00:00,10.522910118103027,11.434137344360352,9.294116020202637,10.827930450439453,162635,0.0,0.0
2023-12-14 00:00:00+00:00,10.79732894897461,11.357327461242676,10.534398078918457,11.223581314086914,85685,0.0,0.0
2023-12-15 00:00:00+00:00,11.218031883239746,11.822439193725586,10.83829402923584,11.121872901916504,229964,0.0,0.0
2023-12-16 00:00:00+00:00,11.103118896484375,13.011611938476562,10.81847095489502,12.155717849731445,146201,0.0,0.0
2023-12-17 00:00:00+00:00,12.230913162231445,12.587071418762207,11.358440399169922,11.412848472595215,50381,0.0,0.0
2023-12-18 00:00:00+00:00,11.412400245666504,11.474831581115723,9.986787796020508,11.413447380065918,47811,0.0,0.0
2023-12-19 00:00:00+00:00,11.417957305908203,11.804449081420898,10.697747230529785,10.949726104736328,35643,0.0,0.0
