TIMESTAMP,MELANIA-OFFICIAL_OPEN_PRICE_USD,MELANIA-OFFICIAL_HIGH_PRICE_USD,MELANIA-OFFICIAL_LOW_PRICE_USD,MELANIA-OFFICIAL_CLOSE_PRICE_USD,Adj Close,MELANIA-OFFICIAL_VOLUME_USD,MELANIA-OFFICIAL_DIVIDENDS_USD,MELANIA-OFFICIAL_STOCK_SPLITS_USD
,0.3053407371044159,0.31363236904144287,0.2992790937423706,0.30894240736961365,,13254793.0,0.0,0.0
