TIMESTAMP,SGROK_OPEN_PRICE_USD,SGROK_HIGH_PRICE_USD,SGROK_LOW_PRICE_USD,SGROK_CLOSE_PRICE_USD,SGROK_VOLUME_USD,SGROK_DIVIDENDS_USD,SGROK_STOCK_SPLITS_USD
2024-04-05 00:00:00+00:00,,,,0.0,101248,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,24120,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,16136,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,28308,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,21180,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,12738,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,12774,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,16606,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,9448,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,9320,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,6497,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,2961,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,7063,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,2016,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,3214,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,2423,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,3392,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,8223,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,5116,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,5469,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,633,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,13981,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,17005,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,763,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,256,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,345,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,235,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,662,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,2531,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,611,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,892,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,694,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,914,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,560,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,632,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,491,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,430,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,774,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,2124,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,363,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,1258,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,3885,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,3259,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,510,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,598,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,3136,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,610,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,291,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,97,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,805,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,32,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,1291,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,1968,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,1557,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,189,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,674,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,174,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,9309,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,1663,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,254,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,207,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,42,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,222,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,275,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,114,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,23,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,104,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,104,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,238,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,25,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,3936,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,241,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,1986,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,2100,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,2215,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,37020,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,5742,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,23543,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,1966,0.0,0.0
