TIMESTAMP,PEPO35391_OPEN_PRICE_USD,PEPO35391_HIGH_PRICE_USD,PEPO35391_LOW_PRICE_USD,PEPO35391_CLOSE_PRICE_USD,PEPO35391_VOLUME_USD,PEPO35391_DIVIDENDS_USD,PEPO35391_STOCK_SPLITS_USD
2025-03-11 00:00:00+00:00,0.0017089999746531248,0.0020719999447464943,0.0016299999551847577,0.0019399999873712659,43915,0.0,0.0
2025-03-12 00:00:00+00:00,0.0019399999873712659,0.0019399999873712659,0.0017500000540167093,0.001769999973475933,18108,0.0,0.0
2025-03-13 00:00:00+00:00,0.001769999973475933,0.0018029999919235706,0.0016469999682158232,0.0016899999463930726,241188,0.0,0.0
2025-03-14 00:00:00+00:00,0.0016899999463930726,0.0026700000744313,0.0016799999866634607,0.002167999977245927,73610,0.0,0.0
2025-03-15 00:00:00+00:00,0.002167999977245927,0.002308000111952424,0.0019549999851733446,0.002265000017359853,31446,0.0,0.0
2025-03-16 00:00:00+00:00,0.002265000017359853,0.0022770001087337732,0.0018700000364333391,0.0019209999591112137,10088,0.0,0.0
2025-03-17 00:00:00+00:00,0.0019209999591112137,0.0019759999122470617,0.0018469999777153134,0.0019729998894035816,16800,0.0,0.0
2025-03-18 00:00:00+00:00,0.0019729998894035816,0.0019729998894035816,0.0017559999832883477,0.001930000027641654,14596,0.0,0.0
2025-03-19 00:00:00+00:00,0.001930000027641654,0.002303000073879957,0.0019039999460801482,0.002303000073879957,41966,0.0,0.0
2025-03-20 00:00:00+00:00,0.002303000073879957,0.002303000073879957,0.0017600000137463212,0.0019480000482872128,42115,0.0,0.0
2025-03-21 00:00:00+00:00,0.0019480000482872128,0.001972000114619732,0.0018360000103712082,0.0018520000157877803,89865,0.0,0.0
2025-03-22 00:00:00+00:00,0.0018520000157877803,0.0018810000037774444,0.0017900000093504786,0.0018439999548718333,13253,0.0,0.0
2025-03-23 00:00:00+00:00,0.0018439999548718333,0.001943000010214746,0.0017760000191628933,0.001943000010214746,15959,0.0,0.0
2025-03-24 00:00:00+00:00,0.001943000010214746,0.0021860001143068075,0.001943000010214746,0.0020580000709742308,21396,0.0,0.0
2025-03-25 00:00:00+00:00,0.0020580000709742308,0.0020840000361204147,0.001888000057078898,0.0019150000298395753,27616,0.0,0.0
2025-03-26 00:00:00+00:00,0.0019150000298395753,0.0019150000298395753,0.0017460000235587358,0.0017969999462366104,17287,0.0,0.0
2025-03-27 00:00:00+00:00,0.0017969999462366104,0.00215999991632998,0.0017969999462366104,0.0020630001090466976,23834,0.0,0.0
2025-03-28 00:00:00+00:00,0.0020630001090466976,0.0020630001090466976,0.0017930000321939588,0.0018400000408291817,21046,0.0,0.0
