TIMESTAMP,LNR22103_OPEN_PRICE_USD,LNR22103_HIGH_PRICE_USD,LNR22103_LOW_PRICE_USD,LNR22103_CLOSE_PRICE_USD,LNR22103_VOLUME_USD,LNR22103_DIVIDENDS_USD,LNR22103_STOCK_SPLITS_USD
2022-10-07 00:00:00+00:00,,,,0.0,3904,0.0,0.0
2022-10-08 00:00:00+00:00,,,,0.0,29,0.0,0.0
2022-10-09 00:00:00+00:00,,,,0.0,45751,0.0,0.0
2022-10-10 00:00:00+00:00,0.0,0.08867800235748291,0.0,0.0885239988565445,16808,0.0,0.0
2022-10-11 00:00:00+00:00,0.0885239988565445,0.08859200030565262,0.08351899683475494,0.08533699810504913,22733,0.0,0.0
2022-10-12 00:00:00+00:00,0.08533699810504913,0.08617299795150757,0.06195199862122536,0.06340599805116653,83024,0.0,0.0
2022-10-13 00:00:00+00:00,0.06340599805116653,0.06815099716186523,0.06223699823021889,0.0676330029964447,21002,0.0,0.0
2022-10-14 00:00:00+00:00,0.0676330029964447,0.0699940025806427,0.06344600021839142,0.06520300358533859,35002,0.0,0.0
2022-10-15 00:00:00+00:00,0.06520300358533859,0.06575299799442291,0.06280399858951569,0.0629120022058487,9394,0.0,0.0
2022-10-16 00:00:00+00:00,0.0629120022058487,0.06509699672460556,0.0629120022058487,0.06320899724960327,13678,0.0,0.0
2022-10-17 00:00:00+00:00,0.06320899724960327,0.0660799965262413,0.06255099922418594,0.06552000343799591,9625,0.0,0.0
2022-10-18 00:00:00+00:00,0.06552000343799591,0.06633900105953217,0.06418299674987793,0.06478799879550934,114211,0.0,0.0
2022-10-19 00:00:00+00:00,0.06478799879550934,0.06486699730157852,0.06356000155210495,0.06390500068664551,186248,0.0,0.0
2022-10-20 00:00:00+00:00,0.06390500068664551,0.06448899954557419,0.06379900127649307,0.06379900127649307,220248,0.0,0.0
2022-10-21 00:00:00+00:00,0.06379999965429306,0.06379999965429306,0.06131500005722046,0.06133899837732315,521912,0.0,0.0
