TIMESTAMP,KMD_CLOSE_PRICE_USD,KMD_OPEN_PRICE_USD,KMD_HIGH_PRICE_USD,KMD_LOW_PRICE_USD
2018-02-19,4.98673,4.85019,5.06708,4.72029
2018-02-20,4.4654,4.99508,5.10481,4.3933
2018-02-21,4.24721,4.45468,4.91885,4.17571
2018-02-22,3.8785,4.24493,4.4027,3.7392
2018-02-23,4.06427,3.89332,4.23665,3.6932
2018-02-24,3.96593,4.11737,4.32157,3.79182
2018-02-25,3.82299,3.96632,3.96632,3.61071
2018-02-26,3.94012,3.82299,3.9709,3.63348
2018-02-27,3.82909,3.94012,3.99168,3.79059
2018-02-28,3.58287,3.82909,3.91173,3.56647
2018-03-01,3.83949,3.58287,4.01177,3.40217
2018-03-02,4.07651,3.83949,4.19164,3.73123
2018-03-03,4.61315,4.07722,4.84138,4.01856
2018-03-04,4.46053,4.6073,4.61427,4.22263
2018-03-05,4.23802,4.46053,4.52129,4.22469
2018-03-06,3.86227,4.23802,4.28957,3.77212
2018-03-07,3.60128,3.86227,3.93913,3.26111
2018-03-08,3.31863,3.60128,3.76963,3.2981
2018-03-09,3.33252,3.31863,3.38539,2.88777
2018-03-10,3.25558,3.34023,3.58236,3.22025
2018-03-11,3.51812,3.2594,3.60043,3.15392
2018-03-12,3.55303,3.51812,3.81208,3.3683
2018-03-13,3.42962,3.55303,3.72241,3.35726
2018-03-14,3.0947,3.42962,3.62442,3.03229
2018-03-15,2.96265,3.0947,3.12501,2.74798
2018-03-16,2.85908,2.96265,3.03049,2.77502
2018-03-17,2.53707,2.84447,2.87288,2.52385
2018-03-18,2.63563,2.52851,2.65393,2.14532
2018-03-19,2.828,2.63563,2.98368,2.5428
2018-03-20,3.0919,2.828,3.12398,2.69631
2018-03-21,3.06234,3.0919,3.3093,3.03335
2018-03-22,3.00061,3.06234,3.16479,2.83244
2018-03-23,2.89718,3.00061,3.00061,2.78057
2018-03-24,2.99787,2.8989,3.3129,2.85925
2018-03-25,3.08361,2.99855,3.21713,2.92782
2018-03-26,2.83356,3.08361,3.14897,2.71475
2018-03-27,2.73056,2.83356,2.93924,2.64584
2018-03-28,2.75288,2.73056,2.82397,2.6547
2018-03-29,2.3761,2.75288,2.76804,2.33093
2018-03-30,2.3766,2.3761,2.47078,2.21762
2018-03-31,2.35007,2.3766,2.44256,2.29333
2018-04-01,2.31664,2.36222,2.40979,2.1732
2018-04-02,2.64215,2.31664,2.67126,2.30461
2018-04-03,2.88086,2.64215,3.14831,2.56821
2018-04-04,2.50495,2.88086,3.08347,2.44005
2018-04-05,2.49462,2.50495,2.76537,2.371
2018-04-06,2.41775,2.49462,2.596,2.35705
2018-04-07,2.53816,2.41725,2.68693,2.41255
2018-04-08,2.64668,2.54425,2.66909,2.53701
2018-04-09,2.49655,2.64668,2.76938,2.4445
2018-04-10,2.60068,2.49655,2.68951,2.45113
2018-04-11,2.82468,2.60068,2.84032,2.60022
2018-04-12,3.10365,2.82468,3.24669,2.6474
2018-04-13,3.19118,3.10365,3.42988,3.05702
2018-04-14,3.54595,3.19194,4.01785,3.15985
2018-04-15,3.76964,3.55478,3.81582,3.54608
2018-04-16,3.53484,3.76964,3.79245,3.40635
2018-04-17,3.46457,3.53484,3.56929,3.36742
2018-04-18,3.73111,3.46457,3.76025,3.45802
2018-04-19,3.81072,3.73111,4.09524,3.68705
2018-04-20,3.99255,3.81072,4.0989,3.68878
2018-04-21,3.83143,3.99193,4.08792,3.49516
2018-04-22,3.87632,3.83423,4.03988,3.75871
2018-04-23,4.0392,3.87632,4.08623,3.85677
2018-04-24,4.2195,4.0392,4.30568,4.01105
2018-04-25,3.59115,4.2195,4.24321,3.43219
2018-04-26,3.79913,3.59115,3.85359,3.42145
2018-04-27,3.68149,3.79913,3.93517,3.67149
2018-04-28,3.91272,3.67871,3.9847,3.66117
2018-04-29,4.17251,3.91272,4.27306,3.81101
2018-04-30,3.95045,4.17251,4.26345,3.88963
2018-05-01,3.91691,3.95045,3.95881,3.64543
2018-05-02,4.00397,3.91691,4.01189,3.81982
2018-05-03,4.30044,4.00397,4.46173,3.91043
2018-05-04,4.25764,4.30044,4.5658,4.1366
2018-05-05,4.1547,4.25558,4.31555,4.0909
2018-05-06,3.88704,4.15557,4.17972,3.73928
2018-05-07,3.70946,3.88704,3.91651,3.51845
2018-05-08,3.51387,3.77117,3.77205,0.00039
2018-05-09,3.38813,3.50739,3.55835,3.26146
2018-05-10,3.24815,3.38813,3.57711,3.24323
2018-05-11,2.83703,3.24815,3.33228,2.80575
2018-05-12,3.0808,2.84299,3.77459,2.82386
2018-05-13,3.18895,3.06849,3.21579,2.91737
2018-05-14,3.17132,3.18895,3.29408,2.98279
2018-05-15,3.0841,3.1695,3.40343,3.07075
2018-05-16,3.02875,3.09375,3.10312,2.85291
2018-05-17,2.93882,3.01759,3.32606,2.90035
2018-05-18,3.1313,2.935,3.25674,2.83888
2018-05-19,3.35481,3.1313,3.40166,3.1195
2018-05-20,3.51365,3.34189,3.55378,3.27963
2018-05-21,3.30223,3.51365,3.54425,3.20525
2018-05-22,2.9464,3.30223,3.30514,2.946
2018-05-23,2.70547,2.94253,3.00281,2.59155
2018-05-24,2.7001,2.70342,2.78786,2.49328
2018-05-25,2.58914,2.70124,2.73607,2.54901
2018-05-26,2.57732,2.58811,2.63983,2.4778
2018-05-27,2.52212,2.57922,2.57922,2.46958
2018-05-28,2.2972,2.52396,2.58852,2.2972
2018-05-29,2.55506,2.29862,2.59491,2.25347
2018-05-30,2.50759,2.55782,2.65248,2.40595
2018-05-31,2.57178,2.5065,2.63549,2.49647
2018-06-01,2.52162,2.57158,2.58533,2.47195
2018-06-02,2.61981,2.52211,2.67238,2.48914
2018-06-03,2.67492,2.61782,2.71607,2.60202
2018-06-04,2.51131,2.68388,2.70031,2.49317
2018-06-05,2.59449,2.50936,2.6277,2.46257
2018-06-06,2.52796,2.59746,2.60222,2.45069
2018-06-07,2.51406,2.52814,2.60585,2.4965
2018-06-08,2.44545,2.51301,2.53014,2.36123
2018-06-09,2.43344,2.44553,2.49087,2.43144
2018-06-10,2.12185,2.43437,2.43908,2.10715
2018-06-11,2.11502,2.12426,2.14632,2.01765
2018-06-12,1.96006,2.11366,2.15473,1.89176
2018-06-13,1.85033,1.95968,1.98086,1.74197
2018-06-14,2.01264,1.84439,2.05742,1.80388
2018-06-15,1.89324,2.0165,2.05364,1.88885
2018-06-16,1.93175,1.89413,1.97357,1.88116
2018-06-17,1.88706,1.93175,1.95666,1.88041
2018-06-18,1.93743,1.88859,1.97749,1.8364
2018-06-19,1.95087,1.93623,1.962,1.84462
2018-06-20,1.86663,1.94867,1.95078,1.80835
2018-06-21,1.80216,1.8665,1.88873,1.78183
2018-06-22,1.64508,1.79693,1.98282,1.50514
2018-06-23,1.71015,1.64466,1.73914,1.59586
2018-06-24,1.58869,1.70898,1.71842,1.4692
2018-06-25,1.61848,1.58817,1.64357,1.55174
2018-06-26,1.56041,1.61895,1.6313,1.54808
2018-06-27,1.56601,1.55663,1.59802,1.49989
2018-06-28,1.37309,1.56555,1.60349,1.34518
2018-06-29,1.46609,1.36635,1.48507,1.33273
2018-06-30,1.55762,1.46571,1.60846,1.46206
2018-07-01,1.54389,1.55925,1.65422,1.50169
2018-07-02,1.71205,1.54355,1.79377,2e-05
2018-07-03,1.5999,1.71205,1.76295,0.02302
2018-07-04,1.61833,1.5999,1.71026,1.57307
2018-07-05,1.6383,1.61833,1.70205,1.59114
2018-07-06,1.63796,1.6383,1.73666,1.50197
2018-07-07,1.6406,1.63667,1.70414,1.54923
2018-07-08,1.61252,1.63956,1.65777,1.59147
2018-07-09,1.63234,1.61252,1.67301,1.57898
2018-07-10,1.45578,1.63234,1.65435,1.45017
2018-07-11,1.47654,1.45578,1.50199,1.40637
2018-07-12,1.54513,1.47654,1.57714,1.41661
2018-07-13,1.51738,1.54513,1.5673,1.50106
2018-07-14,1.50004,1.51728,1.5728,1.47522
2018-07-15,1.51301,1.50004,1.54638,1.48096
2018-07-16,1.60901,1.51301,1.64426,1.47626
2018-07-17,1.77015,1.60901,1.77146,1.56481
2018-07-18,1.7432,1.77015,1.84967,1.69645
2018-07-19,1.63088,1.7432,1.80187,1.62429
2018-07-20,1.50947,1.63088,1.64776,1.4768
2018-07-21,1.55726,1.50964,1.60003,1.45854
2018-07-22,1.53946,1.55726,1.60782,1.52205
2018-07-23,1.48995,1.53946,1.58156,1.47045
2018-07-24,1.53536,1.48995,1.55556,1.41874
2018-07-25,1.65231,1.53536,1.8091,1.51791
2018-07-26,1.60557,1.65231,1.72975,1.59823
2018-07-27,1.63402,1.60557,1.68428,1.56661
2018-07-28,1.70732,1.63497,1.72695,1.63266
2018-07-29,1.66334,1.70732,1.70939,1.62877
2018-07-30,1.56765,1.66334,1.72573,1.51268
2018-07-31,1.41715,1.56765,1.56864,1.38695
2018-08-01,1.36816,1.41715,1.46066,1.33342
2018-08-02,1.22565,1.36816,1.41898,1.21475
2018-08-03,1.42106,1.22565,1.69577,1.16493
2018-08-04,1.34626,1.41508,1.41508,1.30513
2018-08-05,1.52255,1.34626,1.54793,1.33094
2018-08-06,1.40696,1.52255,1.54524,1.38191
2018-08-07,1.3543,1.40696,1.52788,1.34505
2018-08-08,1.1876,1.3543,1.3557,1.17402
2018-08-09,1.32045,1.1876,1.37192,1.18444
2018-08-10,1.19528,1.32045,1.34348,1.16337
2018-08-11,1.2004,1.19582,1.24786,1.14309
2018-08-12,1.1802,1.20306,1.21449,1.14738
2018-08-13,1.09375,1.1802,1.25408,1.09102
2018-08-14,1.02111,1.09375,1.09787,0.95118
2018-08-15,1.06505,1.02111,1.11826,1.02111
2018-08-16,1.04265,1.06505,1.07747,1.02279
2018-08-17,1.20025,1.04265,1.20025,1.03579
2018-08-18,1.1196,1.20057,1.24325,1.05969
2018-08-19,1.14323,1.11967,1.18559,1.08562
2018-08-20,1.08134,1.14323,1.16648,1.07662
2018-08-21,1.11087,1.08134,1.12376,1.06249
2018-08-22,1.04744,1.11087,1.18829,1.03408
2018-08-23,1.07434,1.04744,1.08552,1.02817
2018-08-24,1.13078,1.07434,1.14753,1.06873
2018-08-25,1.13241,1.13108,1.16253,1.10006
2018-08-26,1.13567,1.13241,1.16787,1.10502
2018-08-27,1.21898,1.13567,1.22098,1.11705
2018-08-28,1.27674,1.21898,1.3475,1.21472
2018-08-29,1.33182,1.27674,1.43905,1.25838
2018-08-30,1.3205,1.33182,1.40186,1.25666
2018-08-31,1.32171,1.3205,1.34886,1.27442
2018-09-01,1.39328,1.32171,1.45804,1.3114
2018-09-02,1.35477,1.39328,1.39415,1.31929
2018-09-03,1.52287,1.35477,1.56992,1.31366
2018-09-04,1.5672,1.52287,1.65073,1.507
2018-09-05,1.29121,1.5672,1.58827,1.2905
2018-09-06,1.23609,1.29121,1.29219,1.11651
2018-09-07,1.14818,1.23609,1.24239,1.11629
2018-09-08,1.07582,1.14818,1.16846,1.06325
2018-09-09,1.05906,1.07582,1.11226,1.00636
2018-09-10,1.06887,1.05906,1.10337,1.04494
2018-09-11,1.00947,1.06887,1.08169,0.98377
2018-09-12,0.99378,1.00947,1.01572,0.89914
2018-09-13,1.02744,0.99378,1.04742,0.94313
2018-09-14,1.00728,1.02744,1.05452,0.98307
2018-09-15,1.03623,1.00617,1.07815,0.99661
2018-09-16,1.07673,1.0348,1.08007,1.00693
2018-09-17,0.98756,1.07673,1.08476,0.97006
2018-09-18,1.01376,0.98756,1.04693,0.97612
2018-09-19,1.01693,1.01376,1.03031,0.96957
2018-09-20,1.08938,1.01693,1.14251,1.00864
2018-09-21,1.18259,1.08938,1.20407,1.08518
2018-09-22,1.15484,1.1802,1.19374,1.12912
2018-09-23,1.19675,1.15465,1.20508,1.15202
2018-09-24,1.11929,1.19675,1.19675,1.09761
2018-09-25,1.12653,1.11929,1.17394,1.06222
2018-09-26,1.12396,1.12653,1.14683,1.09455
2018-09-27,1.18495,1.12396,1.21167,1.10473
2018-09-28,1.20041,1.18495,1.23567,1.15335
2018-09-29,1.18996,1.20041,1.3152,1.16389
2018-09-30,1.19836,1.18996,1.20339,1.17272
2018-10-01,1.17419,1.19836,1.21307,1.14674
2018-10-02,1.13285,1.17419,1.17771,1.12608
2018-10-03,1.11408,1.13285,1.13532,1.07884
2018-10-04,1.12947,1.11408,1.15842,1.10667
2018-10-05,1.15599,1.12947,1.15599,1.11189
2018-10-06,1.1193,1.15595,1.15851,1.11547
2018-10-07,1.1179,1.11913,1.13425,1.10812
2018-10-08,1.12788,1.1179,1.15645,1.11188
2018-10-09,1.13372,1.12788,1.14681,1.11121
2018-10-10,1.15323,1.13372,1.2869,1.10045
2018-10-11,1.01024,1.15323,1.1947,1.00435
2018-10-12,0.99857,1.01024,1.03351,0.99117
2018-10-13,1.00432,0.99795,1.0241,0.99202
2018-10-14,1.10157,1.00432,1.15153,1.0023
2018-10-15,1.20644,1.10157,1.27574,1.09453
2018-10-16,1.23485,1.20644,1.314,1.18293
2018-10-17,1.32652,1.23485,1.39781,1.21691
2018-10-18,1.3418,1.32652,1.35481,1.27643
2018-10-19,1.28125,1.3418,1.34523,1.2777
2018-10-20,1.31856,1.28169,1.34197,1.2301
2018-10-21,1.28431,1.3188,1.33577,1.28424
2018-10-22,1.32662,1.28431,1.35145,1.25941
2018-10-23,1.331,1.32662,1.37575,1.299
2018-10-24,1.4644,1.331,1.50776,1.32445
2018-10-25,1.38558,1.4644,1.53437,1.38245
2018-10-26,1.41187,1.38558,1.41873,1.37613
2018-10-27,1.39977,1.41187,1.42943,1.39219
2018-10-28,1.42073,1.39945,1.43009,1.39818
2018-10-29,1.28814,1.42073,1.42077,1.27672
2018-10-30,1.30003,1.28814,1.31819,1.27667
2018-10-31,1.26488,1.30003,1.30506,1.22269
2018-11-01,1.29905,1.26488,1.30556,1.25861
2018-11-02,1.31923,1.29905,1.35232,1.29905
2018-11-03,1.27712,1.31923,1.32032,1.26506
2018-11-04,1.29661,1.27677,1.34286,1.26052
2018-11-05,1.24664,1.29661,1.3074,1.24011
2018-11-06,1.25269,1.24664,1.25849,1.21737
2018-11-07,1.24417,1.25269,1.27223,1.2162
2018-11-08,1.22023,1.24417,1.25732,1.20013
2018-11-09,1.18336,1.22023,1.2371,1.17751
2018-11-10,1.19148,1.18336,1.20784,1.1777
2018-11-11,1.161,1.19148,1.19544,1.151
2018-11-12,1.21274,1.161,1.23548,1.15064
2018-11-13,1.21092,1.21274,1.24982,1.208
2018-11-14,1.05066,1.21092,1.21092,0.99077
2018-11-15,0.98958,1.05066,1.062,0.923
2018-11-16,0.9413,0.98958,0.99729,0.92075
2018-11-17,0.92418,0.9413,0.9413,0.89625
2018-11-18,0.92642,0.92392,0.95717,0.91258
2018-11-19,0.7994,0.92642,0.9281,0.77559
2018-11-20,0.70349,0.7994,0.82534,0.6495
2018-11-21,0.74221,0.70349,0.75759,0.68288
2018-11-22,0.67676,0.74221,0.74893,0.67676
2018-11-23,0.66432,0.67676,0.68858,0.63976
2018-11-24,0.57114,0.66432,0.68395,0.55053
2018-11-25,0.57655,0.57114,0.59077,0.50911
2018-11-26,0.53158,0.57655,0.60852,0.50488
2018-11-27,0.56591,0.53158,0.57978,0.51004
2018-11-28,0.65882,0.56591,0.68192,0.56591
2018-11-29,0.70198,0.65882,0.89005,0.65731
2018-11-30,0.65731,0.70198,0.70585,0.63775
2018-12-01,0.6906,0.65731,0.72172,0.64857
2018-12-02,0.74427,0.69086,0.81207,0.69052
2018-12-03,0.69499,0.74427,0.74661,0.67675
2018-12-04,0.71751,0.69499,0.7551,0.69039
2018-12-05,0.63185,0.71751,0.72266,0.62256
2018-12-06,0.54389,0.63185,0.6482,0.53871
2018-12-07,0.54832,0.54389,0.55293,0.49963
2018-12-08,0.57501,0.54807,0.58955,0.53072
2018-12-09,0.61489,0.57666,0.63939,0.56876
2018-12-10,0.57845,0.61489,0.6232,0.57104
2018-12-11,0.55904,0.57845,0.58516,0.54256
2018-12-12,0.58463,0.55468,0.59104,0.54352
2018-12-13,0.55785,0.58463,0.60923,0.55408
2018-12-14,0.55735,0.55785,0.57322,0.53242
2018-12-15,0.52991,0.55764,0.57147,0.50961
2018-12-16,0.534,0.52991,0.54661,0.5239
2018-12-17,0.57551,0.534,0.60293,0.52388
2018-12-18,0.61602,0.57551,0.62249,0.55804
2018-12-19,0.62405,0.61602,0.69119,0.60889
2018-12-20,0.7649,0.62405,0.8029,0.6184
2018-12-21,0.73555,0.7649,0.78844,0.71397
2018-12-22,0.77154,0.73555,0.77447,0.72797
2018-12-23,0.74181,0.77294,0.79125,0.72959
2018-12-24,0.74897,0.74181,0.81313,0.73157
2018-12-25,0.72636,0.74796,0.74973,0.66429
2018-12-26,0.72079,0.72636,0.75647,0.66556
2018-12-27,0.72903,0.72079,0.8118,0.69515
2018-12-28,0.82578,0.72903,0.84462,0.71792
2018-12-29,0.83126,0.82592,0.89873,0.79071
2018-12-30,0.87329,0.83179,0.97652,0.80509
2018-12-31,0.8328,0.87329,1.04291,0.82403
2019-01-01,0.832,0.8328,0.83821,0.76872
2019-01-02,0.81868,0.832,0.83576,0.78918
2019-01-03,0.76559,0.81868,0.82151,0.76492
2019-01-04,0.78875,0.76559,0.80039,0.75884
2019-01-05,0.78437,0.7883,0.82205,0.77857
2019-01-06,0.80048,0.78437,1.57113,0.77855
2019-01-07,0.78653,0.80048,0.80428,0.76957
2019-01-08,0.79064,0.78653,0.80748,0.77517
2019-01-09,0.80056,0.79064,0.81393,0.78229
2019-01-10,0.6799,0.80056,0.8098,0.66131
2019-01-11,0.67716,0.6799,0.70621,0.6627
2019-01-12,0.68193,0.67684,0.68392,0.67131
2019-01-13,0.64834,0.68193,0.68507,0.64233
2019-01-14,0.68484,0.64834,0.71699,0.64667
2019-01-15,0.64714,0.68484,0.69212,0.63751
2019-01-16,0.6931,0.64714,0.69555,0.64565
2019-01-17,0.70607,0.6931,0.71006,0.67577
2019-01-18,0.66827,0.70607,0.74056,0.66634
2019-01-19,0.70877,0.66827,0.7367,0.66576
2019-01-20,0.65664,0.70877,0.71184,0.65268
2019-01-21,0.65035,0.65664,0.66128,0.63974
2019-01-22,0.66862,0.65035,0.67257,0.63009
2019-01-23,0.67049,0.66862,0.68526,0.65654
2019-01-24,0.68133,0.67049,0.68191,0.65605
2019-01-25,0.70402,0.68133,0.71552,0.66423
2019-01-26,0.69355,0.70358,0.72142,0.69045
2019-01-27,0.69189,0.69371,0.6987,0.66261
2019-01-28,0.64288,0.69189,0.71744,0.62773
2019-01-29,0.62667,0.64288,0.65021,0.60296
2019-01-30,0.65482,0.62667,0.66182,0.61795
2019-01-31,0.63174,0.65482,0.66632,0.62872
2019-02-01,0.65703,0.63174,0.66153,0.62172
2019-02-02,0.66848,0.65633,0.6709,0.65006
2019-02-03,0.65304,0.66848,0.66992,0.64736
2019-02-04,0.65369,0.65304,0.66246,0.6496
2019-02-05,0.62701,0.65369,0.66778,0.62701
2019-02-06,0.59919,0.62701,0.62884,0.59537
2019-02-07,0.60406,0.59919,0.63815,0.5979
2019-02-08,0.6604,0.60406,0.67868,0.60056
2019-02-09,0.653,0.66363,0.6934,0.64588
2019-02-10,0.67313,0.65333,0.68938,0.64419
2019-02-11,0.69818,0.67313,0.72096,0.65005
2019-02-12,0.78416,0.69818,0.83114,0.68269
2019-02-13,0.81434,0.78416,0.86642,0.74114
2019-02-14,0.77989,0.81434,0.87309,0.77814
2019-02-15,0.75547,0.77989,0.79255,0.74938
2019-02-16,0.77025,0.75669,0.78543,0.74368
2019-02-17,0.87872,0.77428,1.10675,0.77428
2019-02-18,1.01842,0.87872,1.18174,0.87015
2019-02-19,0.95733,1.01842,1.01842,0.91887
2019-02-20,1.04664,0.95733,1.06758,0.93123
2019-02-21,0.94561,1.04664,1.04901,0.92451
2019-02-22,0.97542,0.94561,0.97767,0.92398
2019-02-23,0.98468,0.97542,0.99906,0.94593
2019-02-24,0.95672,0.98468,1.12944,0.94375
2019-02-25,0.97642,0.95672,1.01445,0.93076
2019-02-26,1.02211,0.97642,1.04128,0.95552
2019-02-27,0.98844,1.02211,1.10604,0.95168
2019-02-28,1.03827,0.98844,1.07523,0.98595
2019-03-01,1.03819,1.03827,1.09184,1.02883
2019-03-02,0.99051,1.03768,1.04768,0.97227
2019-03-03,0.93971,0.99051,0.9996,0.93147
2019-03-04,0.88657,0.93971,0.95365,0.8602
2019-03-05,0.97554,0.88657,0.97864,0.88433
2019-03-06,0.95961,0.97554,0.98391,0.94416
2019-03-07,0.93917,0.95961,0.99987,0.92872
2019-03-08,0.91783,0.93917,0.94968,0.90501
2019-03-09,0.96413,0.91779,0.96958,0.91628
2019-03-10,0.94281,0.96079,0.96633,0.93011
2019-03-11,0.91528,0.94281,0.97383,0.90754
2019-03-12,0.94195,0.91528,1.04788,0.90508
2019-03-13,1.08821,0.94195,1.4927,0.93796
2019-03-14,1.02605,1.08821,1.13412,0.9871
2019-03-15,1.1471,1.02605,1.20117,1.00519
2019-03-16,1.12329,1.1471,1.15941,1.07023
2019-03-17,1.11086,1.12262,1.1303,1.07999
2019-03-18,1.09116,1.11086,1.15394,1.04017
2019-03-19,1.10108,1.09116,1.11649,1.07702
2019-03-20,1.12077,1.10108,1.12755,1.07826
2019-03-21,1.06072,1.12077,1.18254,1.03034
2019-03-22,1.06516,1.06072,1.08015,1.0436
2019-03-23,1.07131,1.0642,1.07979,1.06075
2019-03-24,1.05694,1.0707,1.07165,1.04936
2019-03-25,1.01379,1.05694,1.08947,0.99961
2019-03-26,1.01913,1.01379,1.0305,0.98322
2019-03-27,1.07774,1.01913,1.08015,1.01303
2019-03-28,1.13511,1.07774,1.16169,1.04975
2019-03-29,1.12061,1.13511,1.15016,1.10574
2019-03-30,1.11496,1.12038,1.13946,1.08238
2019-03-31,1.13395,1.11496,1.15259,1.10228
2019-04-01,1.17184,1.13395,1.18438,1.12337
2019-04-02,1.2485,1.17184,1.28471,1.13228
2019-04-03,1.20572,1.2485,1.35633,1.17751
2019-04-04,1.20206,1.20572,1.24301,1.17086
2019-04-05,1.24584,1.20206,1.26321,1.20133
2019-04-06,1.2028,1.24584,1.26477,1.18028
2019-04-07,1.24327,1.20538,1.25429,1.2027
2019-04-08,1.23527,1.24327,1.25116,1.19477
2019-04-09,1.17438,1.23527,1.26244,1.17438
2019-04-10,1.1509,1.17438,1.2204,1.12808
2019-04-11,1.04878,1.1509,1.15266,1.00227
2019-04-12,1.12535,1.04878,1.14805,0.99334
2019-04-13,1.10148,1.12501,1.15311,1.08671
2019-04-14,1.08803,1.10148,1.10652,1.06255
2019-04-15,1.02663,1.08803,1.09489,1.01015
2019-04-16,1.05368,1.02663,1.0585,1.01132
2019-04-17,1.16457,1.05368,1.1954,1.04314
2019-04-18,1.12915,1.16457,1.17166,1.11153
2019-04-19,1.15508,1.12915,1.15662,1.10774
2019-04-20,1.10889,1.15514,1.17485,1.09665
2019-04-21,1.08818,1.10889,1.11981,1.05012
2019-04-22,1.09346,1.08818,1.11556,1.07478
2019-04-23,1.05126,1.09346,1.10533,1.04618
2019-04-24,0.99551,1.05126,1.08359,0.95979
2019-04-25,0.93723,0.99551,1.07487,0.92517
2019-04-26,0.98894,0.93723,1.01013,0.92264
2019-04-27,1.0313,0.9884,1.04317,0.96309
2019-04-28,1.04173,1.02967,1.05919,1.01913
2019-04-29,0.97748,1.04173,1.07304,0.96689
2019-04-30,1.03099,0.97748,1.03099,0.97419
2019-05-01,1.0158,1.03099,1.0395,0.9962
2019-05-02,1.07472,1.0158,1.08835,1.01008
2019-05-03,1.0853,1.07472,1.11036,1.04711
2019-05-04,1.08069,1.08536,1.10668,1.04239
2019-05-05,1.09382,1.08058,1.10187,1.06049
