TIMESTAMP,CCA14773_OPEN_PRICE_USD,CCA14773_HIGH_PRICE_USD,CCA14773_LOW_PRICE_USD,CCA14773_CLOSE_PRICE_USD,CCA14773_VOLUME_USD,CCA14773_DIVIDENDS_USD,CCA14773_STOCK_SPLITS_USD
2024-01-26 00:00:00+00:00,0.00010699999984353781,0.00010900000052060932,0.00010299999848939478,0.00010599999950500205,18479,0.0,0.0
2024-01-27 00:00:00+00:00,0.00010599999950500205,0.00010900000052060932,8.600000001024455e-05,8.800000068731606e-05,10677,0.0,0.0
2024-01-28 00:00:00+00:00,8.800000068731606e-05,8.900000102585182e-05,8.600000001024455e-05,8.900000102585182e-05,18681,0.0,0.0
2024-01-29 00:00:00+00:00,8.900000102585182e-05,8.900000102585182e-05,4.70000013592653e-05,6.199999916134402e-05,12018,0.0,0.0
2024-01-30 00:00:00+00:00,6.199999916134402e-05,6.399999983841553e-05,4.8000001697801054e-05,5.900000178371556e-05,18658,0.0,0.0
2024-01-31 00:00:00+00:00,5.900000178371556e-05,6.199999916134402e-05,4.8000001697801054e-05,5.900000178371556e-05,18337,0.0,0.0
2024-02-01 00:00:00+00:00,5.900000178371556e-05,6.0999998822808266e-05,5.700000110664405e-05,5.8000001445179805e-05,19025,0.0,0.0
2024-02-02 00:00:00+00:00,5.8000001445179805e-05,6.399999983841553e-05,4.199999966658652e-05,5.6000000768108293e-05,18481,0.0,0.0
2024-02-03 00:00:00+00:00,5.6000000768108293e-05,5.8000001445179805e-05,4.099999932805076e-05,4.5000000682193786e-05,14215,0.0,0.0
2024-02-04 00:00:00+00:00,4.5000000682193786e-05,6.399999983841553e-05,4.400000034365803e-05,4.999999873689376e-05,11407,0.0,0.0
2024-02-05 00:00:00+00:00,4.999999873689376e-05,5.2999999752501026e-05,4.8000001697801054e-05,5.2999999752501026e-05,18156,0.0,0.0
2024-02-06 00:00:00+00:00,5.2999999752501026e-05,5.400000009103678e-05,2.8000000384054147e-05,4.8000001697801054e-05,6686,0.0,0.0
2024-02-07 00:00:00+00:00,4.8000001697801054e-05,4.8999998398358e-05,4.5000000682193786e-05,4.600000102072954e-05,18748,0.0,0.0
2024-02-08 00:00:00+00:00,4.600000102072954e-05,4.8999998398358e-05,3.5000000934815034e-05,3.7999998312443495e-05,10849,0.0,0.0
2024-02-09 00:00:00+00:00,3.7999998312443495e-05,4.999999873689376e-05,3.600000127335079e-05,4.600000102072954e-05,12190,0.0,0.0
2024-02-10 00:00:00+00:00,4.600000102072954e-05,4.600000102072954e-05,3.199999991920777e-05,4.199999966658652e-05,12519,0.0,0.0
2024-02-11 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.899999865097925e-05,3.9999998989515007e-05,14428,0.0,0.0
2024-02-12 00:00:00+00:00,3.9999998989515007e-05,4.600000102072954e-05,3.899999865097925e-05,4.3000000005122274e-05,12302,0.0,0.0
2024-02-13 00:00:00+00:00,4.3000000005122274e-05,4.600000102072954e-05,3.9999998989515007e-05,4.199999966658652e-05,18471,0.0,0.0
2024-02-14 00:00:00+00:00,4.199999966658652e-05,4.3000000005122274e-05,3.5000000934815034e-05,3.9999998989515007e-05,17459,0.0,0.0
2024-02-15 00:00:00+00:00,3.9999998989515007e-05,4.600000102072954e-05,3.600000127335079e-05,3.9999998989515007e-05,18684,0.0,0.0
2024-02-16 00:00:00+00:00,3.9999998989515007e-05,4.199999966658652e-05,3.899999865097925e-05,4.099999932805076e-05,18980,0.0,0.0
2024-02-17 00:00:00+00:00,4.099999932805076e-05,4.3000000005122274e-05,3.300000025774352e-05,3.899999865097925e-05,18405,0.0,0.0
2024-02-18 00:00:00+00:00,3.899999865097925e-05,5.0999999075429514e-05,3.7999998312443495e-05,5.0999999075429514e-05,11145,0.0,0.0
2024-02-19 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,1.9999999494757503e-05,2.099999983329326e-05,11632,0.0,0.0
2024-02-20 00:00:00+00:00,2.099999983329326e-05,2.4000000848900527e-05,1.5999999959603883e-05,2.300000051036477e-05,13692,0.0,0.0
2024-02-21 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,2.099999983329326e-05,2.300000051036477e-05,12782,0.0,0.0
2024-02-22 00:00:00+00:00,2.300000051036477e-05,2.499999936844688e-05,1.5999999959603883e-05,2.2000000171829015e-05,12235,0.0,0.0
2024-02-23 00:00:00+00:00,2.2000000171829015e-05,2.4000000848900527e-05,1.9999999494757503e-05,2.099999983329326e-05,18388,0.0,0.0
2024-02-24 00:00:00+00:00,2.099999983329326e-05,2.300000051036477e-05,1.8999999156221747e-05,1.9999999494757503e-05,16700,0.0,0.0
2024-02-25 00:00:00+00:00,1.9999999494757503e-05,2.2000000171829015e-05,1.2000000424450263e-05,1.4000000192027073e-05,13607,0.0,0.0
2024-02-26 00:00:00+00:00,1.4000000192027073e-05,1.8000000636675395e-05,1.2000000424450263e-05,1.700000029813964e-05,2693,0.0,0.0
2024-02-27 00:00:00+00:00,1.700000029813964e-05,2.2000000171829015e-05,1.2999999853491317e-05,1.8999999156221747e-05,15217,0.0,0.0
2024-02-28 00:00:00+00:00,1.8999999156221747e-05,2.2000000171829015e-05,1.4999999621068127e-05,1.5999999959603883e-05,18897,0.0,0.0
2024-02-29 00:00:00+00:00,1.5999999959603883e-05,2.2000000171829015e-05,1.2999999853491317e-05,1.2999999853491317e-05,3587,0.0,0.0
2024-03-01 00:00:00+00:00,1.2999999853491317e-05,2.2000000171829015e-05,1.2999999853491317e-05,2.2000000171829015e-05,418,0.0,0.0
2024-03-02 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,1.8999999156221747e-05,2.099999983329326e-05,3437,0.0,0.0
2024-03-03 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,1.9999999494757503e-05,2.099999983329326e-05,18776,0.0,0.0
2024-03-04 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,1.9999999494757503e-05,2.099999983329326e-05,18600,0.0,0.0
2024-03-05 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,1.8999999156221747e-05,2.099999983329326e-05,18961,0.0,0.0
2024-03-06 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,1.8999999156221747e-05,1.9999999494757503e-05,18852,0.0,0.0
2024-03-07 00:00:00+00:00,1.9999999494757503e-05,2.5999999706982635e-05,1.5999999959603883e-05,1.8999999156221747e-05,7573,0.0,0.0
2024-03-08 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.700000029813964e-05,1.8999999156221747e-05,8943,0.0,0.0
2024-03-09 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8999999156221747e-05,13691,0.0,0.0
2024-03-10 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8999999156221747e-05,10746,0.0,0.0
2024-03-11 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8000000636675395e-05,18946,0.0,0.0
2024-03-12 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8000000636675395e-05,18517,0.0,0.0
2024-03-13 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8999999156221747e-05,18901,0.0,0.0
2024-03-14 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8999999156221747e-05,18762,0.0,0.0
2024-03-15 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.5999999959603883e-05,1.8000000636675395e-05,18704,0.0,0.0
2024-03-16 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8000000636675395e-05,18269,0.0,0.0
