TIMESTAMP,IRENA_OPEN_PRICE_USD,IRENA_HIGH_PRICE_USD,IRENA_LOW_PRICE_USD,IRENA_CLOSE_PRICE_USD,IRENA_VOLUME_USD,IRENA_DIVIDENDS_USD,IRENA_STOCK_SPLITS_USD
2022-03-23 00:00:00+00:00,9.999999747378752e-05,0.0001720000000204891,3.899999865097925e-05,9.200000204145908e-05,1064188,0.0,0.0
2022-03-24 00:00:00+00:00,9.200000204145908e-05,9.300000237999484e-05,3.9999998989515007e-05,5.500000042957254e-05,1154056,0.0,0.0
2022-03-25 00:00:00+00:00,5.500000042957254e-05,5.8000001445179805e-05,3.9999998989515007e-05,4.3000000005122274e-05,215559,0.0,0.0
2022-03-26 00:00:00+00:00,4.3000000005122274e-05,4.400000034365803e-05,3.099999958067201e-05,3.9999998989515007e-05,112513,0.0,0.0
2022-03-27 00:00:00+00:00,3.9999998989515007e-05,5.500000042957254e-05,3.7999998312443495e-05,4.199999966658652e-05,89420,0.0,0.0
2022-03-28 00:00:00+00:00,4.199999966658652e-05,5.0999999075429514e-05,3.300000025774352e-05,4.5000000682193786e-05,78234,0.0,0.0
2022-03-29 00:00:00+00:00,4.5000000682193786e-05,4.5000000682193786e-05,4.099999932805076e-05,4.3000000005122274e-05,52167,0.0,0.0
2022-03-30 00:00:00+00:00,4.3000000005122274e-05,4.400000034365803e-05,3.9999998989515007e-05,4.199999966658652e-05,34721,0.0,0.0
2022-03-31 00:00:00+00:00,4.199999966658652e-05,6.299999949987978e-05,3.899999865097925e-05,5.0999999075429514e-05,44048,0.0,0.0
2022-04-01 00:00:00+00:00,5.0999999075429514e-05,5.6000000768108293e-05,4.70000013592653e-05,5.2999999752501026e-05,54689,0.0,0.0
2022-04-02 00:00:00+00:00,5.2999999752501026e-05,5.999999848427251e-05,5.0999999075429514e-05,5.400000009103678e-05,43818,0.0,0.0
2022-04-03 00:00:00+00:00,5.400000009103678e-05,8.099999831756577e-05,5.2999999752501026e-05,7.999999797903001e-05,63415,0.0,0.0
2022-04-04 00:00:00+00:00,7.999999797903001e-05,0.00016599999798927456,7.899999764049426e-05,0.00013800000306218863,303395,0.0,0.0
2022-04-05 00:00:00+00:00,0.00013800000306218863,0.00016700000560376793,0.00013099999341648072,0.00014699999883305281,395560,0.0,0.0
2022-04-06 00:00:00+00:00,0.00014699999883305281,0.00016999999934341758,0.0001289999927394092,0.00015300000086426735,232687,0.0,0.0
2022-04-07 00:00:00+00:00,0.00015300000086426735,0.00016900000628083944,0.00014200000441633165,0.00016900000628083944,199260,0.0,0.0
2022-04-08 00:00:00+00:00,0.00016900000628083944,0.00023099999816622585,7.79999973019585e-05,0.00014200000441633165,871243,0.0,0.0
2022-04-09 00:00:00+00:00,0.00014200000441633165,0.0001990000018849969,0.00013099999341648072,0.0001880000054370612,1037559,0.0,0.0
2022-04-10 00:00:00+00:00,0.0001880000054370612,0.00021699999342672527,0.00016700000560376793,0.0001720000000204891,539612,0.0,0.0
2022-04-11 00:00:00+00:00,0.0001720000000204891,0.00018899999849963933,0.00011899999663000926,0.00012700000661425292,536622,0.0,0.0
2022-04-12 00:00:00+00:00,0.00012700000661425292,0.0001630000042496249,9.000000318337698e-06,0.00014899999951012433,534644,0.0,0.0
2022-04-13 00:00:00+00:00,0.00014899999951012433,0.00015500000154133886,0.00011899999663000926,0.00014000000373926014,278128,0.0,0.0
2022-04-14 00:00:00+00:00,0.00014000000373926014,0.00014899999951012433,0.00011000000085914508,0.00011000000085914508,220372,0.0,0.0
2022-04-15 00:00:00+00:00,0.00011000000085914508,0.00011100000119768083,7.500000356230885e-05,8.399999933317304e-05,200904,0.0,0.0
2022-04-16 00:00:00+00:00,8.399999933317304e-05,8.499999967170879e-05,1.2999999853491317e-05,7.300000288523734e-05,290724,0.0,0.0
2022-04-17 00:00:00+00:00,7.300000288523734e-05,7.500000356230885e-05,6.0999998822808266e-05,6.399999983841553e-05,235813,0.0,0.0
2022-04-18 00:00:00+00:00,6.399999983841553e-05,7.300000288523734e-05,5.8000001445179805e-05,7.300000288523734e-05,233634,0.0,0.0
2022-04-19 00:00:00+00:00,7.300000288523734e-05,7.300000288523734e-05,5.999999848427251e-05,6.0999998822808266e-05,247472,0.0,0.0
2022-04-20 00:00:00+00:00,6.0999998822808266e-05,6.399999983841553e-05,4.400000034365803e-05,5.2999999752501026e-05,181053,0.0,0.0
2022-04-21 00:00:00+00:00,5.2999999752501026e-05,5.500000042957254e-05,3.9999998989515007e-05,4.3000000005122274e-05,178478,0.0,0.0
2022-04-22 00:00:00+00:00,4.3000000005122274e-05,4.600000102072954e-05,4.3000000005122274e-05,4.400000034365803e-05,177078,0.0,0.0
2022-04-23 00:00:00+00:00,4.400000034365803e-05,8.199999865610152e-05,4.400000034365803e-05,6.199999916134402e-05,288068,0.0,0.0
2022-04-24 00:00:00+00:00,6.199999916134402e-05,6.900000153109431e-05,5.900000178371556e-05,6.199999916134402e-05,245608,0.0,0.0
2022-04-25 00:00:00+00:00,6.199999916134402e-05,6.600000051548705e-05,5.8000001445179805e-05,6.0999998822808266e-05,201710,0.0,0.0
2022-04-26 00:00:00+00:00,6.0999998822808266e-05,6.399999983841553e-05,5.900000178371556e-05,5.900000178371556e-05,203946,0.0,0.0
2022-04-27 00:00:00+00:00,5.900000178371556e-05,6.399999983841553e-05,5.8000001445179805e-05,5.900000178371556e-05,175036,0.0,0.0
2022-04-28 00:00:00+00:00,5.900000178371556e-05,6.399999983841553e-05,5.700000110664405e-05,6.199999916134402e-05,174210,0.0,0.0
2022-04-29 00:00:00+00:00,6.199999916134402e-05,6.70000008540228e-05,5.8000001445179805e-05,5.900000178371556e-05,222879,0.0,0.0
2022-04-30 00:00:00+00:00,5.900000178371556e-05,6.299999949987978e-05,4.400000034365803e-05,4.5000000682193786e-05,196915,0.0,0.0
