,K,Alpha,Tau,Non_Stationary_IMFs,MSE,IMF_1_P_Val
0,15,1000,0.3,0,82.74161599166574,0.005795306515218565
1,15,1000,0.25,0,82.83666141877116,0.005699427610060066
2,15,750,0.3,0,83.4435656406182,0.008858549620642359
3,15,750,0.25,0,83.55310769197929,0.008098737632561439
4,15,750,0.2,0,83.7272211546526,0.007285193912547745
5,15,750,0.15,0,84.13609713593712,0.0062612142482988695
6,14,1000,0.3,0,85.37579851598956,0.01014819681740764
7,15,1250,0.3,0,85.65303375370138,0.006352174281607061
8,14,750,0.25,0,86.70261263217456,0.019714008141413133
9,14,750,0.3,0,87.01626269090606,0.024728955104699704
10,14,750,0.2,0,87.34696011250517,0.015910486791993847
11,13,1000,0.3,0,91.06385039800739,0.037132726419180036
12,14,750,0.15,0,93.24226650787035,0.008935423681668329
13,15,1500,0.3,0,93.59693410306157,0.00670487288686651
14,15,1000,0.2,0,95.03743715938248,0.005097127904519652
15,15,1250,0.25,0,105.61259224316068,0.007354454643319844
16,15,750,0.1,0,105.63466754740044,0.004202871239798013
17,14,1000,0.25,0,143.4305198284037,0.01013221891757875
18,14,1000,0.2,0,148.46766590664473,0.006753003614074752
19,15,1750,0.25,0,172.87290585312738,0.007634033814382601
20,14,1250,0.25,0,187.7049149449739,0.006687427980603054
21,15,1000,0.05,0,189.45796713849387,0.01062617658127498
22,14,750,0.05,0,217.897586938769,0.008251835064532422
23,15,2000,0.3,0,223.26066415579334,0.0051438653673970495
24,15,1000,0.1,0,225.86207949929008,0.008382537057488655
25,14,750,0.1,0,258.54432974938305,0.009705312619769361
26,15,1000,0.15,0,266.358319355911,0.004418679739275288
27,15,750,0.05,0,314.16953076647496,0.0037840214162392694
28,14,1500,0.25,0,394.93088368349345,0.005035215909459973
29,15,1500,0.25,0,508.1369179244521,0.004613666170924912
30,15,1750,0.15,0,608.53144325249,0.012036059067184007
31,15,1750,0.3,0,622.8325331009884,0.006626048998428124
32,13,1000,0.1,0,668.5460174817123,0.029679511479982264
33,15,1250,0.2,0,674.6364687683944,0.00778240597402485
34,13,1250,0.15,0,737.9362410712871,0.03352006277872861
35,13,1000,0.25,0,751.6141890579818,0.041481264432786415
