TIMESTAMP,PHAR_OPEN_PRICE_USD,PHAR_HIGH_PRICE_USD,PHAR_LOW_PRICE_USD,PHAR_CLOSE_PRICE_USD,PHAR_VOLUME_USD,PHAR_DIVIDENDS_USD,PHAR_STOCK_SPLITS_USD
2025-03-23 00:00:00+00:00,616.3361206054688,625.2039794921875,614.6547241210938,625.2039794921875,113281,0.0,0.0
2025-03-24 00:00:00+00:00,625.3097534179688,677.8336181640625,624.4702758789062,658.531982421875,359224,0.0,0.0
2025-03-25 00:00:00+00:00,658.531982421875,709.552734375,655.4515380859375,695.6547241210938,378389,0.0,0.0
2025-03-26 00:00:00+00:00,695.6547241210938,704.6384887695312,671.523681640625,673.0247802734375,164928,0.0,0.0
2025-03-27 00:00:00+00:00,673.0247802734375,679.4050903320312,662.6932983398438,664.6375732421875,140140,0.0,0.0
2025-03-28 00:00:00+00:00,664.6365966796875,667.48046875,598.365478515625,611.27880859375,255052,0.0,0.0
2025-03-29 00:00:00+00:00,611.27880859375,614.7694091796875,588.4420166015625,590.5221557617188,87652,0.0,0.0
2025-03-30 00:00:00+00:00,590.5221557617188,598.28125,561.5316162109375,563.58935546875,107570,0.0,0.0
2025-03-31 00:00:00+00:00,563.58935546875,567.2764892578125,551.9151000976562,558.3345336914062,79174,0.0,0.0
2025-04-01 00:00:00+00:00,558.3345336914062,587.8079833984375,558.3345336914062,582.0685424804688,122927,0.0,0.0
2025-04-02 00:00:00+00:00,582.0685424804688,586.5382080078125,539.0663452148438,548.4669189453125,585415,0.0,0.0
2025-04-03 00:00:00+00:00,548.3040161132812,569.8261108398438,526.5934448242188,531.49560546875,221153,0.0,0.0
2025-04-04 00:00:00+00:00,531.49560546875,546.9852905273438,420.84661865234375,434.394775390625,294666,0.0,0.0
2025-04-05 00:00:00+00:00,434.394775390625,439.96893310546875,425.2702941894531,425.904541015625,77303,0.0,0.0
2025-04-06 00:00:00+00:00,426.2608947753906,427.7758483886719,284.171875,294.83819580078125,383160,0.0,0.0
2025-04-07 00:00:00+00:00,294.83819580078125,332.27880859375,249.2622833251953,326.96331787109375,250053,0.0,0.0
2025-04-08 00:00:00+00:00,326.96331787109375,342.00323486328125,312.1631774902344,314.0556335449219,230196,0.0,0.0
2025-04-09 00:00:00+00:00,314.0556335449219,348.19732666015625,304.4519348144531,345.2969665527344,268516,0.0,0.0
2025-04-10 00:00:00+00:00,345.2969665527344,345.2969665527344,332.8693542480469,339.6846923828125,196738,0.0,0.0
2025-04-11 00:00:00+00:00,339.757080078125,347.9356689453125,339.7543029785156,344.4205627441406,133646,0.0,0.0
2025-04-12 00:00:00+00:00,344.4205627441406,351.2555847167969,341.9681396484375,348.5321044921875,86537,0.0,0.0
2025-04-13 00:00:00+00:00,348.5321044921875,351.3052673339844,342.3695373535156,344.1830749511719,151112,0.0,0.0
2025-04-14 00:00:00+00:00,344.1830749511719,351.9036865234375,340.7901916503906,347.16839599609375,181002,0.0,0.0
2025-04-15 00:00:00+00:00,347.16839599609375,350.70074462890625,333.4815673828125,333.57403564453125,158392,0.0,0.0
2025-04-16 00:00:00+00:00,333.573974609375,334.413330078125,323.5713806152344,323.8859558105469,85044,0.0,0.0
2025-04-17 00:00:00+00:00,323.8859558105469,336.9793395996094,323.70849609375,328.1752014160156,74006,0.0,0.0
2025-04-18 00:00:00+00:00,328.1752014160156,331.1583251953125,327.28680419921875,328.4461364746094,31709,0.0,0.0
