TIMESTAMP,SHIBEMP_OPEN_PRICE_USD,SHIBEMP_HIGH_PRICE_USD,SHIBEMP_LOW_PRICE_USD,SHIBEMP_CLOSE_PRICE_USD,SHIBEMP_VOLUME_USD,SHIBEMP_DIVIDENDS_USD,SHIBEMP_STOCK_SPLITS_USD
2021-11-11 00:00:00+00:00,,,,0.0,1014674,0.0,0.0
2021-11-12 00:00:00+00:00,,,,0.0,1058862,0.0,0.0
2021-11-13 00:00:00+00:00,,,,0.0,354091,0.0,0.0
2021-11-14 00:00:00+00:00,,,,0.0,445074,0.0,0.0
2021-11-15 00:00:00+00:00,,,,0.0,289438,0.0,0.0
2021-11-16 00:00:00+00:00,,,,0.0,187411,0.0,0.0
2021-11-17 00:00:00+00:00,,,,0.0,166629,0.0,0.0
2021-11-18 00:00:00+00:00,,,,0.0,91610,0.0,0.0
2021-11-19 00:00:00+00:00,,,,0.0,34342,0.0,0.0
2021-11-20 00:00:00+00:00,,,,0.0,26986,0.0,0.0
2021-11-24 00:00:00+00:00,,,,0.0,1,0.0,0.0
2021-11-25 00:00:00+00:00,,,,0.0,1,0.0,0.0
2021-11-30 00:00:00+00:00,,,,0.0,7208,0.0,0.0
2021-12-01 00:00:00+00:00,,,,0.0,6255,0.0,0.0
2021-12-02 00:00:00+00:00,,,,0.0,4926,0.0,0.0
2021-12-03 00:00:00+00:00,,,,0.0,4573,0.0,0.0
2021-12-04 00:00:00+00:00,,,,0.0,3913,0.0,0.0
2021-12-05 00:00:00+00:00,,,,0.0,68637,0.0,0.0
2021-12-06 00:00:00+00:00,,,,0.0,22516,0.0,0.0
2021-12-07 00:00:00+00:00,,,,0.0,7359,0.0,0.0
2021-12-08 00:00:00+00:00,,,,0.0,2152,0.0,0.0
2021-12-09 00:00:00+00:00,,,,0.0,6142,0.0,0.0
2021-12-10 00:00:00+00:00,,,,0.0,7103,0.0,0.0
2021-12-11 00:00:00+00:00,,,,0.0,4220,0.0,0.0
2021-12-12 00:00:00+00:00,,,,0.0,64415,0.0,0.0
2021-12-13 00:00:00+00:00,,,,0.0,24807,0.0,0.0
2021-12-14 00:00:00+00:00,,,,0.0,8589,0.0,0.0
2021-12-15 00:00:00+00:00,,,,0.0,7817,0.0,0.0
2021-12-16 00:00:00+00:00,,,,0.0,8594,0.0,0.0
2021-12-17 00:00:00+00:00,,,,0.0,7755,0.0,0.0
2021-12-18 00:00:00+00:00,,,,0.0,1996,0.0,0.0
2021-12-19 00:00:00+00:00,,,,0.0,5049,0.0,0.0
2021-12-20 00:00:00+00:00,,,,0.0,1325853,0.0,0.0
2021-12-21 00:00:00+00:00,,,,0.0,1210326,0.0,0.0
2021-12-22 00:00:00+00:00,,,,0.0,153595,0.0,0.0
2021-12-23 00:00:00+00:00,,,,0.0,155188,0.0,0.0
2021-12-24 00:00:00+00:00,,,,0.0,458233,0.0,0.0
2021-12-25 00:00:00+00:00,,,,0.0,443217,0.0,0.0
2021-12-26 00:00:00+00:00,,,,0.0,417357,0.0,0.0
2021-12-27 00:00:00+00:00,,,,0.0,355972,0.0,0.0
2021-12-28 00:00:00+00:00,,,,0.0,258079,0.0,0.0
2021-12-29 00:00:00+00:00,,,,0.0,41113,0.0,0.0
2021-12-30 00:00:00+00:00,,,,0.0,34782,0.0,0.0
2021-12-31 00:00:00+00:00,,,,0.0,27381,0.0,0.0
2022-01-01 00:00:00+00:00,,,,0.0,26086,0.0,0.0
2022-01-02 00:00:00+00:00,,,,0.0,23368,0.0,0.0
2022-01-03 00:00:00+00:00,,,,0.0,18624,0.0,0.0
2022-01-04 00:00:00+00:00,,,,0.0,17416,0.0,0.0
2022-01-05 00:00:00+00:00,,,,0.0,25969,0.0,0.0
2022-01-06 00:00:00+00:00,,,,0.0,18077,0.0,0.0
2022-01-07 00:00:00+00:00,,,,0.0,17841,0.0,0.0
2022-01-08 00:00:00+00:00,,,,0.0,19046,0.0,0.0
2022-01-09 00:00:00+00:00,,,,0.0,16059,0.0,0.0
2022-01-10 00:00:00+00:00,,,,0.0,15089,0.0,0.0
2022-01-11 00:00:00+00:00,,,,0.0,13186,0.0,0.0
2022-01-12 00:00:00+00:00,,,,0.0,11058,0.0,0.0
2022-01-13 00:00:00+00:00,,,,0.0,12298,0.0,0.0
2022-01-14 00:00:00+00:00,,,,0.0,12793,0.0,0.0
2022-01-15 00:00:00+00:00,,,,0.0,7947,0.0,0.0
2022-01-16 00:00:00+00:00,,,,0.0,4081,0.0,0.0
2022-01-17 00:00:00+00:00,,,,0.0,4203,0.0,0.0
2022-01-18 00:00:00+00:00,,,,0.0,3914,0.0,0.0
2022-01-19 00:00:00+00:00,,,,0.0,3521,0.0,0.0
2022-01-20 00:00:00+00:00,,,,0.0,5507,0.0,0.0
2022-01-21 00:00:00+00:00,,,,0.0,3941,0.0,0.0
2022-01-22 00:00:00+00:00,,,,0.0,1882,0.0,0.0
2022-01-23 00:00:00+00:00,,,,0.0,1593,0.0,0.0
2022-01-24 00:00:00+00:00,,,,0.0,1046,0.0,0.0
2022-01-25 00:00:00+00:00,,,,0.0,31189,0.0,0.0
2022-01-26 00:00:00+00:00,,,,0.0,14874,0.0,0.0
2022-01-27 00:00:00+00:00,,,,0.0,5733,0.0,0.0
2022-01-28 00:00:00+00:00,,,,0.0,5189,0.0,0.0
2022-01-29 00:00:00+00:00,,,,0.0,2688,0.0,0.0
2022-01-30 00:00:00+00:00,,,,0.0,2588,0.0,0.0
2022-01-31 00:00:00+00:00,,,,0.0,1852,0.0,0.0
2022-02-01 00:00:00+00:00,,,,0.0,3595,0.0,0.0
2022-02-02 00:00:00+00:00,,,,0.0,4372,0.0,0.0
2022-02-03 00:00:00+00:00,,,,0.0,2568,0.0,0.0
2022-02-04 00:00:00+00:00,,,,0.0,2694,0.0,0.0
2022-02-05 00:00:00+00:00,,,,0.0,3041,0.0,0.0
2022-02-06 00:00:00+00:00,,,,0.0,4400,0.0,0.0
2022-02-07 00:00:00+00:00,,,,0.0,5153,0.0,0.0
2022-02-08 00:00:00+00:00,,,,0.0,3408,0.0,0.0
2022-02-09 00:00:00+00:00,,,,0.0,2353,0.0,0.0
2022-02-10 00:00:00+00:00,,,,0.0,2860,0.0,0.0
2022-02-11 00:00:00+00:00,,,,0.0,2984,0.0,0.0
2022-02-12 00:00:00+00:00,,,,0.0,3649,0.0,0.0
2022-02-13 00:00:00+00:00,,,,0.0,3864,0.0,0.0
2022-02-14 00:00:00+00:00,,,,0.0,1483,0.0,0.0
2022-02-15 00:00:00+00:00,,,,0.0,6423,0.0,0.0
2022-02-16 00:00:00+00:00,,,,0.0,4744,0.0,0.0
2022-02-17 00:00:00+00:00,,,,0.0,5829,0.0,0.0
2022-02-18 00:00:00+00:00,,,,0.0,4844,0.0,0.0
2022-02-19 00:00:00+00:00,,,,0.0,5038,0.0,0.0
2022-02-20 00:00:00+00:00,,,,0.0,3704,0.0,0.0
2022-02-21 00:00:00+00:00,,,,0.0,2962,0.0,0.0
2022-02-22 00:00:00+00:00,,,,0.0,1906,0.0,0.0
2022-02-23 00:00:00+00:00,,,,0.0,3723,0.0,0.0
2022-02-24 00:00:00+00:00,,,,0.0,1593,0.0,0.0
