TIMESTAMP,FTW32993_OPEN_PRICE_USD,FTW32993_HIGH_PRICE_USD,FTW32993_LOW_PRICE_USD,FTW32993_CLOSE_PRICE_USD,FTW32993_VOLUME_USD,FTW32993_DIVIDENDS_USD,FTW32993_STOCK_SPLITS_USD
2024-09-12 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,9493,0.0,0.0
2024-09-13 00:00:00+00:00,3.000000106112566e-06,1.700000029813964e-05,3.000000106112566e-06,1.700000029813964e-05,5026742,0.0,0.0
2024-09-14 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.5999999959603883e-05,1.700000029813964e-05,5052751,0.0,0.0
2024-09-15 00:00:00+00:00,1.700000029813964e-05,2.9999999242136255e-05,1.5999999959603883e-05,2.9999999242136255e-05,5022567,0.0,0.0
2024-09-16 00:00:00+00:00,2.9999999242136255e-05,9.600000339560211e-05,2.9000000722589903e-05,7.899999764049426e-05,5069000,0.0,0.0
2024-09-17 00:00:00+00:00,7.899999764049426e-05,0.0001230000052601099,5.900000178371556e-05,0.00010399999882793054,3568386,0.0,0.0
2024-09-18 00:00:00+00:00,0.00010399999882793054,0.00018000000272877514,3.099999958067201e-05,0.00016900000628083944,4560478,0.0,0.0
2024-09-19 00:00:00+00:00,0.00016900000628083944,0.0001990000018849969,1.9999999949504854e-06,1.9999999949504854e-06,19639,0.0,0.0
2024-09-20 00:00:00+00:00,1.9999999949504854e-06,3.600000127335079e-05,9.999999974752427e-07,3.5000000934815034e-05,3523651,0.0,0.0
2024-09-21 00:00:00+00:00,3.5000000934815034e-05,0.00037799999699927866,3.5000000934815034e-05,0.0003769999893847853,5408727,0.0,0.0
2024-09-22 00:00:00+00:00,0.0003769999893847853,0.0004239999980200082,3.899999865097925e-05,3.899999865097925e-05,10027759,0.0,0.0
2024-09-23 00:00:00+00:00,3.899999865097925e-05,0.00038899999344721437,3.7999998312443495e-05,0.00034699999378062785,10108142,0.0,0.0
2024-09-24 00:00:00+00:00,0.00034699999378062785,0.00035700001171790063,4.199999966658652e-05,4.3000000005122274e-05,10006135,0.0,0.0
2024-09-25 00:00:00+00:00,4.3000000005122274e-05,0.0003819999983534217,3.899999865097925e-05,0.00035099999513477087,10010907,0.0,0.0
2024-09-26 00:00:00+00:00,0.00035099999513477087,0.0004079999926034361,9.999999974752427e-07,9.999999974752427e-07,5790,0.0,0.0
2024-09-27 00:00:00+00:00,9.999999974752427e-07,3.600000127335079e-05,9.999999974752427e-07,3.5000000934815034e-05,1513100,0.0,0.0
2024-09-28 00:00:00+00:00,3.5000000934815034e-05,0.0001740000006975606,3.099999958067201e-05,0.00015799999528098851,3616131,0.0,0.0
2024-09-29 00:00:00+00:00,0.00015799999528098851,0.0001630000042496249,9.999999974752427e-07,9.999999974752427e-07,18381,0.0,0.0
2024-09-30 00:00:00+00:00,9.999999974752427e-07,4.099999932805076e-05,9.999999974752427e-07,3.9999998989515007e-05,3508999,0.0,0.0
2024-10-01 00:00:00+00:00,3.9999998989515007e-05,0.0002519999979995191,2.700000004551839e-05,0.00023799999326001853,4610539,0.0,0.0
2024-10-02 00:00:00+00:00,0.00023799999326001853,0.0003459999861661345,9.999999974752427e-07,9.999999974752427e-07,6345,0.0,0.0
2024-10-03 00:00:00+00:00,9.999999974752427e-07,2.300000051036477e-05,9.999999974752427e-07,1.9999999494757503e-05,3033226,0.0,0.0
2024-10-04 00:00:00+00:00,1.9999999494757503e-05,0.000155999994603917,1.9999999494757503e-05,0.00013000000035390258,3011753,0.0,0.0
2024-10-05 00:00:00+00:00,0.00013000000035390258,0.00014600000577047467,9.999999974752427e-07,9.999999974752427e-07,12885,0.0,0.0
2024-10-06 00:00:00+00:00,9.999999974752427e-07,1.8000000636675395e-05,0.0,1.700000029813964e-05,3010282,0.0,0.0
2024-10-07 00:00:00+00:00,1.700000029813964e-05,6.70000008540228e-05,1.5999999959603883e-05,6.500000017695129e-05,3022569,0.0,0.0
2024-10-08 00:00:00+00:00,6.500000017695129e-05,0.00011200000153621659,9.999999974752427e-07,9.999999974752427e-07,27000,0.0,0.0
2024-10-09 00:00:00+00:00,9.999999974752427e-07,3.300000025774352e-05,0.0,9.000000318337698e-06,2172422,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,7728,0.0,0.0
2024-10-11 00:00:00+00:00,0.0,1.4000000192027073e-05,0.0,1.4000000192027073e-05,3000894,0.0,0.0
2024-10-12 00:00:00+00:00,1.4000000192027073e-05,7.200000254670158e-05,1.4000000192027073e-05,6.0999998822808266e-05,3004419,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,3371,0.0,0.0
2024-10-14 00:00:00+00:00,0.0,9.000000318337698e-06,0.0,7.999999979801942e-06,3008337,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,9042,0.0,0.0
2024-10-16 00:00:00+00:00,0.0,7.000000096013537e-06,0.0,7.000000096013537e-06,3007432,0.0,0.0
2024-10-17 00:00:00+00:00,7.000000096013537e-06,4.999999873689376e-05,7.000000096013537e-06,4.600000102072954e-05,3056865,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,2465,0.0,0.0
2024-10-19 00:00:00+00:00,0.0,5.400000009103678e-05,0.0,5.2999999752501026e-05,3006273,0.0,0.0
2024-10-20 00:00:00+00:00,5.2999999752501026e-05,6.199999916134402e-05,0.0,9.999999974752427e-07,508370,0.0,0.0
