TIMESTAMP,CHATOSHI_OPEN_PRICE_USD,CHATOSHI_HIGH_PRICE_USD,CHATOSHI_LOW_PRICE_USD,CHATOSHI_CLOSE_PRICE_USD,CHATOSHI_VOLUME_USD,CHATOSHI_DIVIDENDS_USD,CHATOSHI_STOCK_SPLITS_USD
2025-03-07 00:00:00+00:00,0.00228899996727705,0.0023870000150054693,0.0014669999945908785,0.0015650000423192978,63886,0.0,0.0
2025-03-08 00:00:00+00:00,0.0015650000423192978,0.0022730000782757998,0.0015650000423192978,0.0019950000569224358,43697,0.0,0.0
2025-03-09 00:00:00+00:00,0.0019950000569224358,0.002068999921903014,0.0019650000613182783,0.0019729998894035816,10342,0.0,0.0
2025-03-10 00:00:00+00:00,0.0019729998894035816,0.0021039999555796385,0.001961000030860305,0.0020099999383091927,0,0.0,0.0
2025-03-11 00:00:00+00:00,0.0020099999383091927,0.002093000104650855,0.0019680000841617584,0.002082000020891428,0,0.0,0.0
2025-03-12 00:00:00+00:00,0.002082000020891428,0.002090000081807375,0.002004999900236726,0.00203399988822639,0,0.0,0.0
2025-03-13 00:00:00+00:00,0.00203399988822639,0.0020409999415278435,0.001972000114619732,0.0019940000493079424,3662,0.0,0.0
2025-03-14 00:00:00+00:00,0.0019940000493079424,0.002128999913111329,0.0019940000493079424,0.0021269998978823423,0,0.0,0.0
2025-03-15 00:00:00+00:00,0.0021269998978823423,0.0021269998978823423,0.002099999925121665,0.0021019999403506517,0,0.0,0.0
2025-03-16 00:00:00+00:00,0.0021019999403506517,0.002133999951183796,0.0019890000112354755,0.0019970000721514225,10579,0.0,0.0
2025-03-17 00:00:00+00:00,0.0019970000721514225,0.002032000105828047,0.001979999942705035,0.00203000009059906,0,0.0,0.0
2025-03-18 00:00:00+00:00,0.00203000009059906,0.00203000009059906,0.0019369999645277858,0.001973999897018075,2756,0.0,0.0
2025-03-19 00:00:00+00:00,0.001973999897018075,0.0020779999904334545,0.001973999897018075,0.0020759999752044678,7899,0.0,0.0
