TIMESTAMP,CATGUY_OPEN_PRICE_USD,CATGUY_HIGH_PRICE_USD,CATGUY_LOW_PRICE_USD,CATGUY_CLOSE_PRICE_USD,CATGUY_VOLUME_USD,CATGUY_DIVIDENDS_USD,CATGUY_STOCK_SPLITS_USD
2024-12-22 00:00:00+00:00,0.00010399999882793054,0.0001500000071246177,7.79999973019585e-05,9.300000237999484e-05,38676,0.0,0.0
2024-12-23 00:00:00+00:00,9.300000237999484e-05,0.00011000000085914508,8.499999967170879e-05,0.0001049999991664663,15005,0.0,0.0
2024-12-24 00:00:00+00:00,0.0001049999991664663,0.00011999999696854502,0.00010199999815085903,0.00010299999848939478,7807,0.0,0.0
2024-12-25 00:00:00+00:00,0.00010299999848939478,0.00010699999984353781,9.600000339560211e-05,9.899999713525176e-05,6189,0.0,0.0
2024-12-26 00:00:00+00:00,9.899999713525176e-05,9.899999713525176e-05,7.500000356230885e-05,7.599999662488699e-05,5952,0.0,0.0
2024-12-27 00:00:00+00:00,7.599999662488699e-05,7.699999696342275e-05,6.399999983841553e-05,6.399999983841553e-05,2447,0.0,0.0
2024-12-28 00:00:00+00:00,6.399999983841553e-05,6.800000119255856e-05,6.399999983841553e-05,6.600000051548705e-05,1815,0.0,0.0
2024-12-29 00:00:00+00:00,6.600000051548705e-05,6.70000008540228e-05,6.199999916134402e-05,6.299999949987978e-05,423,0.0,0.0
2024-12-30 00:00:00+00:00,6.299999949987978e-05,6.70000008540228e-05,6.0999998822808266e-05,6.70000008540228e-05,1143,0.0,0.0
2024-12-31 00:00:00+00:00,6.70000008540228e-05,7.699999696342275e-05,6.70000008540228e-05,7.000000186963007e-05,4318,0.0,0.0
2025-01-01 00:00:00+00:00,7.000000186963007e-05,7.200000254670158e-05,6.399999983841553e-05,6.399999983841553e-05,1712,0.0,0.0
2025-01-02 00:00:00+00:00,6.399999983841553e-05,9.699999645818025e-05,6.399999983841553e-05,8.399999933317304e-05,9712,0.0,0.0
2025-01-03 00:00:00+00:00,8.399999933317304e-05,0.0001049999991664663,8.099999831756577e-05,8.800000068731606e-05,30095,0.0,0.0
