,MSE,MAE,RMSE,MAPE,R2
0,0.0020554787697147415,0.03275226384313707,0.04533738821011574,0.06997731031242775,0.5415998716605892
1,0.0003183049655537556,0.014440184962324748,0.01784110326055414,0.03675746609828216,0.6904292294247302
2,0.0007640354876620641,0.021986250263765477,0.02764119186399284,0.040002888085961516,0.7239771562393098
3,0.0010200111575819689,0.02164761923561718,0.0319376135235864,0.043691491228504534,0.7042763086700321
4,0.0004776397130666614,0.01719796249492469,0.02185496998548983,0.03224537613175117,-0.07849663937098827
5,0.0006027475928961447,0.019829539331362785,0.02455091837174619,0.04102705179032941,0.5627657020271208
6,0.0004511719674846301,0.015086947032810341,0.021240809012008702,0.03909331586446947,0.6335602421094375
7,0.0006172319444017832,0.020672936025281446,0.02484415312305459,0.057704107970218785,0.877127193622467
8,0.00036923523546521215,0.014773176318913022,0.01921549467136384,0.048742067868789304,0.5580801523974264
9,0.0006777527314467456,0.016610747506498574,0.026033684553799633,0.04714445145346192,0.5483289366121116
10,0.0007284453715818016,0.021931730934934203,0.026989727149080288,0.04761149133180242,0.5586196947176978
11,0.0011683966198628862,0.02935732974615159,0.03418181709422257,0.08893505508788868,0.6097048402367679
Mean,0.0007708709630598661,0.020523890641310095,0.026805739234917896,0.04941100610199059,0.5774977240288919
