,XMR
ETC,1.0201184667515244e-07
LTC,1.5575081922151116e-05
ETH,1.853139921944149e-05
BTC,0.00014401437020315002
MIOTA,0.00030087802181035005
ZEC,0.00084537900945485
DOGE,0.0008862681528314
DASH,0.001157697027892
XLM,0.00272334561587635
QTUM,0.0033102997737137502
BAT,0.0059480666015695495
PIVX,0.0095640911836309
RLC,0.0114420048809768
ZEN,0.012719817104055349
ARK,0.012981035674435749
DGB,0.01757861217973295
XRP,0.05088237070019175
FIRO,0.0541330887982296
XEM,0.05655382304912135
DCR,0.057962122723011655
STEEM,0.05803310859169861
LSK,0.061963147341277655
WAVES,0.1073561364735145
SC,0.10838812271258365
BTS,0.1255073231840499
GNO,0.18400584963401223
SYS,0.20552246562944235
GAS,0.22834505304668185
KMD,0.6829711113781771
ANT,0.6840989747971946
LUNC,0.7740146467824123
