TIMESTAMP,BETA12537_OPEN_PRICE_USD,BETA12537_HIGH_PRICE_USD,BETA12537_LOW_PRICE_USD,BETA12537_CLOSE_PRICE_USD,BETA12537_VOLUME_USD,BETA12537_DIVIDENDS_USD,BETA12537_STOCK_SPLITS_USD
2021-10-09 00:00:00+00:00,51.797279357910156,85.53070068359375,48.315635681152344,79.33673095703125,454997,0.0,0.0
2021-10-10 00:00:00+00:00,79.34933471679688,99.45661926269531,72.90164184570312,85.10575103759766,559419,0.0,0.0
2021-10-11 00:00:00+00:00,85.11209869384766,87.64588165283203,53.813968658447266,54.60860824584961,462601,0.0,0.0
2021-10-12 00:00:00+00:00,54.595149993896484,58.01111602783203,43.55326843261719,54.01557159423828,499161,0.0,0.0
2021-10-13 00:00:00+00:00,54.01244354248047,62.26475143432617,49.17136764526367,50.566707611083984,515330,0.0,0.0
2021-10-14 00:00:00+00:00,50.575843811035156,57.782958984375,48.18986129760742,48.258758544921875,371551,0.0,0.0
2021-10-15 00:00:00+00:00,48.26185607910156,48.71043014526367,39.724361419677734,46.792747497558594,266965,0.0,0.0
2021-10-16 00:00:00+00:00,46.840999603271484,64.96367645263672,41.988922119140625,51.83102798461914,336419,0.0,0.0
2021-10-17 00:00:00+00:00,51.81867599487305,63.12803649902344,47.93029022216797,60.25893783569336,440702,0.0,0.0
2021-10-18 00:00:00+00:00,60.27286148071289,65.2298355102539,47.83621597290039,55.10181427001953,467322,0.0,0.0
2021-10-19 00:00:00+00:00,55.08784484863281,56.99030685424805,41.26371765136719,41.754276275634766,360512,0.0,0.0
2021-10-20 00:00:00+00:00,41.762733459472656,41.923587799072266,33.258487701416016,33.280391693115234,205577,0.0,0.0
2021-10-21 00:00:00+00:00,33.28730010986328,34.25710678100586,18.44948387145996,18.464521408081055,191001,0.0,0.0
2021-10-22 00:00:00+00:00,18.466686248779297,18.466686248779297,11.275026321411133,11.277395248413086,151353,0.0,0.0
2021-10-23 00:00:00+00:00,11.273649215698242,11.84563159942627,10.766779899597168,11.405144691467285,71264,0.0,0.0
2021-10-24 00:00:00+00:00,11.409720420837402,15.751861572265625,11.306072235107422,14.805556297302246,108667,0.0,0.0
2021-10-25 00:00:00+00:00,14.806930541992188,16.98507308959961,11.565671920776367,12.626749038696289,229583,0.0,0.0
2021-10-26 00:00:00+00:00,12.627249717712402,12.681653022766113,6.6203179359436035,6.654220104217529,220468,0.0,0.0
2021-10-27 00:00:00+00:00,6.6525349617004395,7.406686782836914,6.2144927978515625,6.671471118927002,125569,0.0,0.0
2021-10-28 00:00:00+00:00,6.668064117431641,10.475645065307617,6.668064117431641,8.43459701538086,159572,0.0,0.0
2021-10-29 00:00:00+00:00,8.433112144470215,8.656739234924316,6.721007823944092,7.8759260177612305,212623,0.0,0.0
2021-10-30 00:00:00+00:00,7.874650001525879,10.176515579223633,5.292065143585205,5.292694091796875,147813,0.0,0.0
2021-10-31 00:00:00+00:00,5.2921671867370605,6.035371780395508,4.921796798706055,4.924129962921143,79995,0.0,0.0
2021-11-01 00:00:00+00:00,4.92260217666626,4.92260217666626,3.799791097640991,3.9162240028381348,39877,0.0,0.0
2021-11-02 00:00:00+00:00,3.916343927383423,4.214371204376221,3.3048288822174072,3.311134099960327,25253,0.0,0.0
2021-11-03 00:00:00+00:00,3.312206983566284,3.5254650115966797,2.733704090118408,2.733704090118408,15850,0.0,0.0
2021-11-04 00:00:00+00:00,2.7342450618743896,2.7506868839263916,2.4027609825134277,2.4080190658569336,9649,0.0,0.0
2021-11-05 00:00:00+00:00,2.407784938812256,2.4101040363311768,1.4427789449691772,1.4693299531936646,8256,0.0,0.0
2021-11-06 00:00:00+00:00,1.4695169925689697,1.6686480045318604,1.273772954940796,1.279845952987671,8820,0.0,0.0
2021-11-07 00:00:00+00:00,1.2791249752044678,1.876531958580017,1.2734299898147583,1.5886820554733276,11723,0.0,0.0
2021-11-08 00:00:00+00:00,1.5887629985809326,1.5898569822311401,1.4262269735336304,1.4367109537124634,9289,0.0,0.0
2021-11-09 00:00:00+00:00,1.4370510578155518,1.8878220319747925,1.3842270374298096,1.884531021118164,5085,0.0,0.0
2021-11-10 00:00:00+00:00,1.8837029933929443,2.134458065032959,1.3010480403900146,1.3040599822998047,11433,0.0,0.0
2021-11-11 00:00:00+00:00,1.30410897731781,1.3396040201187134,1.2225500345230103,1.2445950508117676,9476,0.0,0.0
2021-11-12 00:00:00+00:00,1.2446160316467285,1.2536870241165161,1.1753859519958496,1.1925040483474731,1610,0.0,0.0
2021-11-13 00:00:00+00:00,1.1932079792022705,1.3623340129852295,1.182752013206482,1.3610919713974,1889,0.0,0.0
