TIMESTAMP,IVANKA_OPEN_PRICE_USD,IVANKA_HIGH_PRICE_USD,IVANKA_LOW_PRICE_USD,IVANKA_CLOSE_PRICE_USD,IVANKA_VOLUME_USD,IVANKA_DIVIDENDS_USD,IVANKA_STOCK_SPLITS_USD
2024-05-28 00:00:00+00:00,,,,0.0,363480,0.0,0.0
2024-05-29 00:00:00+00:00,0.0,1.9999999949504854e-06,0.0,1.9999999949504854e-06,175221,0.0,0.0
2024-05-30 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,9.999999974752427e-07,9.999999974752427e-07,326206,0.0,0.0
2024-05-31 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,100267,0.0,0.0
2024-06-01 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,81716,0.0,0.0
2024-06-02 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,111952,0.0,0.0
2024-06-03 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,53477,0.0,0.0
2024-06-04 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,57262,0.0,0.0
2024-06-05 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,62836,0.0,0.0
2024-06-06 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,23694,0.0,0.0
2024-06-07 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,17649,0.0,0.0
2024-06-08 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,34479,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,30064,0.0,0.0
2024-06-10 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,15816,0.0,0.0
2024-06-11 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,30802,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,16376,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,8903,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,2313,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,4156,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,7170,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,3142,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,71285,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,5036,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,7773,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,113,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,890,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,1102,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,2576,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,5541,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,777,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,3505,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,2111,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,753,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,1030,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,1505,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,129,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,21,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,1342,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,41,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,877,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,225,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,1137,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,3251,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,4241,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,63,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,193,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,862,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,7410,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,4626,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,2794,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,3655,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,5475,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,5183,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,3587,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,2272,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,11028,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,13986,0.0,0.0
2024-07-24 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,52004,0.0,0.0
2024-07-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,20266,0.0,0.0
2024-07-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9850,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,4832,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,6363,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,2834,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,3538,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,3489,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,1725,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,184,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,1397,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,161,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,49,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,1912,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,517,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,929,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,912,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,957,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,84,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,1292,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,362,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,188,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,891,0.0,0.0
