TIMESTAMP,DOGEGROK_OPEN_PRICE_USD,DOGEGROK_HIGH_PRICE_USD,DOGEGROK_LOW_PRICE_USD,DOGEGROK_CLOSE_PRICE_USD,DOGEGROK_VOLUME_USD,DOGEGROK_DIVIDENDS_USD,DOGEGROK_STOCK_SPLITS_USD
2024-04-24 00:00:00+00:00,,,,0.0,285602,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,1061844,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,540533,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,331921,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,161177,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,134393,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,113354,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,163613,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,69543,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,73855,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,17970,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,21488,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,11885,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,65330,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,51278,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,15937,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,12990,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,7068,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,13120,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,27164,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,6333,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,8038,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,7064,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,9356,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,31472,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,146850,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,47747,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,12783,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,14109,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,9925,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,10864,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,8603,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,18425,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,5125,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,3655,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,18148,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,3504,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,815,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,523,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,11981,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,678,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,1904,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,6672,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,2024,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,418,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,562,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,103,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,3122,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,202,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,1232,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,132,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,4444,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,414,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,231,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,2192,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,5489,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,255,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,826,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,78,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,374,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,238,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,5365,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,564,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,746,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,132,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,88404,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,47429,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,13749,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,12463,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,3350,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,1188,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,3074,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,752,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,658,0.0,0.0
2024-07-07 00:00:00+00:00,,,,0.0,98,0.0,0.0
2024-07-08 00:00:00+00:00,,,,0.0,2625,0.0,0.0
2024-07-09 00:00:00+00:00,,,,0.0,6724,0.0,0.0
2024-07-10 00:00:00+00:00,,,,0.0,4163,0.0,0.0
2024-07-11 00:00:00+00:00,,,,0.0,2545,0.0,0.0
2024-07-12 00:00:00+00:00,,,,0.0,489,0.0,0.0
2024-07-13 00:00:00+00:00,,,,0.0,5392,0.0,0.0
2024-07-14 00:00:00+00:00,,,,0.0,8538,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,5533,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,2166,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,970,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,3315,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,2475,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,12991,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,13176,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,2346,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,2771,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,1024,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,2319,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,66,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,1305,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,1631,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,1569,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,195,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,2102,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,161,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,2,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,844,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,338,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,1929,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,975,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,858,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,2193,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,7808,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,141,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,337,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,136,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,94,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,6043,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,167,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,425,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,553,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,393,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,475,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,182,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,50,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,183,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,362,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,12,0.0,0.0
