TIMESTAMP,INUINU_OPEN_PRICE_USD,INUINU_HIGH_PRICE_USD,INUINU_LOW_PRICE_USD,INUINU_CLOSE_PRICE_USD,INUINU_VOLUME_USD,INUINU_DIVIDENDS_USD,INUINU_STOCK_SPLITS_USD
2022-07-14 00:00:00+00:00,,,,0.0,1268412,0.0,0.0
2022-07-15 00:00:00+00:00,,,,0.0,878241,0.0,0.0
2022-07-16 00:00:00+00:00,,,,0.0,1050413,0.0,0.0
2022-07-17 00:00:00+00:00,,,,0.0,312626,0.0,0.0
2022-07-18 00:00:00+00:00,,,,0.0,200279,0.0,0.0
2022-07-19 00:00:00+00:00,,,,0.0,248321,0.0,0.0
2022-07-20 00:00:00+00:00,,,,0.0,221450,0.0,0.0
2022-07-21 00:00:00+00:00,,,,0.0,268959,0.0,0.0
2022-07-22 00:00:00+00:00,,,,0.0,93671,0.0,0.0
2022-07-23 00:00:00+00:00,,,,0.0,126572,0.0,0.0
2022-07-24 00:00:00+00:00,,,,0.0,198213,0.0,0.0
2022-07-25 00:00:00+00:00,,,,0.0,75198,0.0,0.0
2022-07-26 00:00:00+00:00,,,,0.0,46863,0.0,0.0
2022-07-27 00:00:00+00:00,,,,0.0,64986,0.0,0.0
2022-07-28 00:00:00+00:00,,,,0.0,24919,0.0,0.0
2022-07-29 00:00:00+00:00,,,,0.0,41510,0.0,0.0
2022-07-30 00:00:00+00:00,,,,0.0,58379,0.0,0.0
2022-07-31 00:00:00+00:00,,,,0.0,20691,0.0,0.0
2022-08-01 00:00:00+00:00,,,,0.0,22278,0.0,0.0
2022-08-02 00:00:00+00:00,,,,0.0,71218,0.0,0.0
2022-08-03 00:00:00+00:00,,,,0.0,17508,0.0,0.0
2022-08-04 00:00:00+00:00,,,,0.0,16748,0.0,0.0
2022-08-05 00:00:00+00:00,,,,0.0,85383,0.0,0.0
2022-08-06 00:00:00+00:00,,,,0.0,77496,0.0,0.0
2022-08-07 00:00:00+00:00,,,,0.0,24674,0.0,0.0
2022-08-08 00:00:00+00:00,,,,0.0,29992,0.0,0.0
2022-08-09 00:00:00+00:00,,,,0.0,81876,0.0,0.0
2022-08-10 00:00:00+00:00,,,,0.0,12277,0.0,0.0
2022-08-11 00:00:00+00:00,,,,0.0,76315,0.0,0.0
2022-08-12 00:00:00+00:00,,,,0.0,113366,0.0,0.0
2022-08-13 00:00:00+00:00,,,,0.0,39290,0.0,0.0
2022-08-14 00:00:00+00:00,,,,0.0,22940,0.0,0.0
2022-08-15 00:00:00+00:00,,,,0.0,14875,0.0,0.0
2022-08-16 00:00:00+00:00,,,,0.0,53866,0.0,0.0
2022-08-17 00:00:00+00:00,,,,0.0,4096,0.0,0.0
2022-08-18 00:00:00+00:00,,,,0.0,21065,0.0,0.0
2022-08-19 00:00:00+00:00,,,,0.0,43048,0.0,0.0
2022-08-20 00:00:00+00:00,,,,0.0,14409,0.0,0.0
2022-08-21 00:00:00+00:00,,,,0.0,8764,0.0,0.0
2022-08-22 00:00:00+00:00,,,,0.0,6603,0.0,0.0
2022-08-23 00:00:00+00:00,,,,0.0,1958,0.0,0.0
2022-08-24 00:00:00+00:00,,,,0.0,4663,0.0,0.0
2022-08-25 00:00:00+00:00,,,,0.0,1744,0.0,0.0
2022-08-26 00:00:00+00:00,,,,0.0,31229,0.0,0.0
2022-08-27 00:00:00+00:00,,,,0.0,13431,0.0,0.0
2022-08-28 00:00:00+00:00,,,,0.0,52650,0.0,0.0
2022-08-29 00:00:00+00:00,,,,0.0,8327,0.0,0.0
2022-08-30 00:00:00+00:00,,,,0.0,3905,0.0,0.0
2022-08-31 00:00:00+00:00,,,,0.0,2434,0.0,0.0
2022-09-01 00:00:00+00:00,,,,0.0,36405,0.0,0.0
2022-09-02 00:00:00+00:00,,,,0.0,30572,0.0,0.0
2022-09-03 00:00:00+00:00,,,,0.0,2297,0.0,0.0
2022-09-04 00:00:00+00:00,,,,0.0,2490,0.0,0.0
2022-09-05 00:00:00+00:00,,,,0.0,5093,0.0,0.0
2022-09-06 00:00:00+00:00,,,,0.0,12342,0.0,0.0
2022-09-07 00:00:00+00:00,,,,0.0,8944,0.0,0.0
2022-09-08 00:00:00+00:00,,,,0.0,3495,0.0,0.0
2022-09-09 00:00:00+00:00,,,,0.0,3903,0.0,0.0
2022-09-10 00:00:00+00:00,,,,0.0,2111,0.0,0.0
2022-09-11 00:00:00+00:00,,,,0.0,4929,0.0,0.0
2022-09-12 00:00:00+00:00,,,,0.0,8800,0.0,0.0
2022-09-13 00:00:00+00:00,,,,0.0,33941,0.0,0.0
2022-09-14 00:00:00+00:00,,,,0.0,4023,0.0,0.0
2022-09-15 00:00:00+00:00,,,,0.0,718,0.0,0.0
2022-09-16 00:00:00+00:00,,,,0.0,419,0.0,0.0
2022-09-17 00:00:00+00:00,,,,0.0,816,0.0,0.0
2022-09-18 00:00:00+00:00,,,,0.0,9598,0.0,0.0
2022-09-19 00:00:00+00:00,,,,0.0,2405,0.0,0.0
2022-09-20 00:00:00+00:00,,,,0.0,228,0.0,0.0
2022-09-21 00:00:00+00:00,,,,0.0,1140,0.0,0.0
2022-09-22 00:00:00+00:00,,,,0.0,630,0.0,0.0
2022-09-23 00:00:00+00:00,,,,0.0,269,0.0,0.0
2022-09-24 00:00:00+00:00,,,,0.0,412,0.0,0.0
2022-09-25 00:00:00+00:00,,,,0.0,962,0.0,0.0
2022-09-26 00:00:00+00:00,,,,0.0,1220,0.0,0.0
2022-09-27 00:00:00+00:00,,,,0.0,3384,0.0,0.0
2022-09-28 00:00:00+00:00,,,,0.0,190,0.0,0.0
2022-09-29 00:00:00+00:00,,,,0.0,391,0.0,0.0
2022-09-30 00:00:00+00:00,,,,0.0,1981,0.0,0.0
2022-10-01 00:00:00+00:00,,,,0.0,1308,0.0,0.0
2022-10-02 00:00:00+00:00,,,,0.0,87,0.0,0.0
2022-10-03 00:00:00+00:00,,,,0.0,1098,0.0,0.0
2022-10-04 00:00:00+00:00,,,,0.0,41,0.0,0.0
2022-10-05 00:00:00+00:00,,,,0.0,1160,0.0,0.0
2022-10-06 00:00:00+00:00,,,,0.0,27,0.0,0.0
2022-10-07 00:00:00+00:00,,,,0.0,181,0.0,0.0
2022-10-08 00:00:00+00:00,,,,0.0,229,0.0,0.0
2022-10-09 00:00:00+00:00,,,,0.0,181,0.0,0.0
2022-10-10 00:00:00+00:00,,,,0.0,52,0.0,0.0
2022-10-11 00:00:00+00:00,,,,0.0,137,0.0,0.0
