TIMESTAMP,IJC_OPEN_PRICE_USD,IJC_HIGH_PRICE_USD,IJC_LOW_PRICE_USD,IJC_CLOSE_PRICE_USD,IJC_VOLUME_USD,IJC_DIVIDENDS_USD,IJC_STOCK_SPLITS_USD
2021-09-30 00:00:00+00:00,0.0003129999968223274,0.00036899998667649925,0.00020300000323913991,0.00021600000036414713,21133,0.0,0.0
2021-10-01 00:00:00+00:00,0.00021600000036414713,0.0002589999930933118,0.00017899999511428177,0.00024199999461416155,15551,0.0,0.0
2021-10-02 00:00:00+00:00,0.00024199999461416155,0.00028899998869746923,0.00021600000036414713,0.0002209999947808683,26139,0.0,0.0
2021-10-03 00:00:00+00:00,0.0002209999947808683,0.00027200000477023423,0.00021899999410379678,0.00023700000019744039,30327,0.0,0.0
2021-10-04 00:00:00+00:00,0.00023700000019744039,0.00023700000019744039,0.00021899999410379678,0.00022200000239536166,63831,0.0,0.0
2021-10-05 00:00:00+00:00,0.00022200000239536166,0.00023299999884329736,0.00022000000171829015,0.00023299999884329736,64150,0.0,0.0
2021-10-06 00:00:00+00:00,0.00023299999884329736,0.00026000000070780516,0.00022200000239536166,0.00022200000239536166,37688,0.0,0.0
2021-10-07 00:00:00+00:00,0.00022200000239536166,0.00023600000713486224,0.00016500000492669642,0.00020199999562464654,274,0.0,0.0
2021-10-08 00:00:00+00:00,0.00020199999562464654,0.00020300000323913991,0.0001939999929163605,0.00019500000053085387,34,0.0,0.0
2021-10-09 00:00:00+00:00,0.00019500000053085387,0.0002859999949578196,0.00019299999985378236,0.00019299999985378236,91,0.0,0.0
2021-10-10 00:00:00+00:00,0.00019299999985378236,0.000195999993593432,0.00015999999595806003,0.0001610000035725534,25,0.0,0.0
2021-10-11 00:00:00+00:00,0.00015999999595806003,0.00021699999342672527,0.00015799999528098851,0.0001610000035725534,35,0.0,0.0
2021-10-12 00:00:00+00:00,0.0001610000035725534,0.0001740000006975606,0.00015700000221841037,0.00016999999934341758,22,0.0,0.0
2021-10-13 00:00:00+00:00,0.00016999999934341758,0.0001720000000204891,0.00016199999663513154,0.00016399999731220305,52,0.0,0.0
2021-10-14 00:00:00+00:00,0.00016399999731220305,0.00020700000459328294,0.0001630000042496249,0.0001740000006975606,117,0.0,0.0
2021-10-15 00:00:00+00:00,0.0001740000006975606,0.00018099999579135329,0.0001720000000204891,0.00017899999511428177,193,0.0,0.0
2021-10-16 00:00:00+00:00,0.00017899999511428177,0.00023200000578071922,0.00017800000205170363,0.00022899999748915434,145,0.0,0.0
2021-10-17 00:00:00+00:00,0.00022899999748915434,0.00023400000645779073,0.00021399999968707561,0.00022899999748915434,30,0.0,0.0
2021-10-18 00:00:00+00:00,0.0002280000044265762,0.00023099999816622585,0.00021899999410379678,0.0002209999947808683,0,0.0,0.0
2021-10-19 00:00:00+00:00,0.0002209999947808683,0.0005959999980404973,0.00022000000171829015,0.0005740000051446259,13399,0.0,0.0
2021-10-20 00:00:00+00:00,0.0005740000051446259,0.0008270000107586384,0.0005249999812804163,0.0005789999850094318,84774,0.0,0.0
2021-10-21 00:00:00+00:00,0.0005789999850094318,0.0009580000187270343,0.0005159999709576368,0.0006929999799467623,43407,0.0,0.0
2021-10-22 00:00:00+00:00,0.0006929999799467623,0.0007929999846965075,0.0005670000100508332,0.0007680000271648169,27653,0.0,0.0
2021-10-23 00:00:00+00:00,0.0007680000271648169,0.0009050000226125121,0.0006300000241026282,0.0006670000148005784,51182,0.0,0.0
2021-10-24 00:00:00+00:00,0.0006670000148005784,0.0007270000060088933,0.0005789999850094318,0.0005910000181756914,71885,0.0,0.0
2021-10-25 00:00:00+00:00,0.0005910000181756914,0.0006489999941550195,0.0005859999801032245,0.0006210000137798488,89977,0.0,0.0
2021-10-26 00:00:00+00:00,0.0006210000137798488,0.0006220000213943422,0.0005329999839887023,0.000534999999217689,75642,0.0,0.0
2021-10-27 00:00:00+00:00,0.000534999999217689,0.0005949999904260039,0.00045399999362416565,0.0005729999975301325,77801,0.0,0.0
2021-10-28 00:00:00+00:00,0.0005729999975301325,0.0006399999838322401,0.0003980000037699938,0.0005339999916031957,109479,0.0,0.0
2021-10-29 00:00:00+00:00,0.0005339999916031957,0.0005799999926239252,0.000493000028654933,0.0005699999746866524,116175,0.0,0.0
2021-10-30 00:00:00+00:00,0.0005699999746866524,0.0006309999735094607,0.00056900002527982,0.0006060000159777701,75157,0.0,0.0
2021-10-31 00:00:00+00:00,0.0006060000159777701,0.000623999978415668,0.000598000013269484,0.0006220000213943422,89728,0.0,0.0
2021-11-01 00:00:00+00:00,0.0006220000213943422,0.0006539999740198255,0.0006220000213943422,0.0006520000169984996,68935,0.0,0.0
2021-11-02 00:00:00+00:00,0.0006510000093840063,0.0006600000197067857,0.0006259999936446548,0.0006259999936446548,65800,0.0,0.0
2021-11-03 00:00:00+00:00,0.0006259999936446548,0.0006440000142902136,0.0006249999860301614,0.0006409999914467335,66639,0.0,0.0
2021-11-04 00:00:00+00:00,0.0006409999914467335,0.0006479999865405262,0.0006179999909363687,0.000645000021904707,100160,0.0,0.0
2021-11-05 00:00:00+00:00,0.000645000021904707,0.0006820000126026571,0.0005430000019259751,0.0006050000083632767,99155,0.0,0.0
2021-11-06 00:00:00+00:00,0.0006050000083632767,0.0006070000235922635,0.0005879999953322113,0.0006019999855197966,132270,0.0,0.0
2021-11-07 00:00:00+00:00,0.0006019999855197966,0.0006099999882280827,0.0005929999751970172,0.0005949999904260039,285149,0.0,0.0
2021-11-08 00:00:00+00:00,0.0005949999904260039,0.0006019999855197966,0.0005610000225715339,0.0005660000024363399,112027,0.0,0.0
2021-11-09 00:00:00+00:00,0.0005660000024363399,0.0006009999779053032,0.00039999998989515007,0.0004799999878741801,151861,0.0,0.0
2021-11-10 00:00:00+00:00,0.0004799999878741801,0.0005319999763742089,0.0003699999942909926,0.00039400000241585076,22999,0.0,0.0
2021-11-11 00:00:00+00:00,0.00039400000241585076,0.00039999998989515007,0.00026199998683296144,0.0002699999895412475,18239,0.0,0.0
2021-11-12 00:00:00+00:00,0.0002699999895412475,0.0003060000017285347,0.0002410000015515834,0.00025400001322850585,68789,0.0,0.0
2021-11-13 00:00:00+00:00,0.00025400001322850585,0.000299000006634742,0.00024900000425986946,0.00027200000477023423,63393,0.0,0.0
2021-11-14 00:00:00+00:00,0.00027200000477023423,0.0003589999978430569,0.00026599998818710446,0.0003530000103637576,80167,0.0,0.0
2021-11-15 00:00:00+00:00,0.0003530000103637576,0.00046300000394694507,0.00029299999005161226,0.00044100001105107367,33701,0.0,0.0
2021-11-16 00:00:00+00:00,0.00044100001105107367,0.00044100001105107367,0.0003129999968223274,0.00037900000461377203,32197,0.0,0.0
2021-11-17 00:00:00+00:00,0.00037900000461377203,0.0005499999970197678,0.0003659999929368496,0.0005329999839887023,713963,0.0,0.0
2021-11-18 00:00:00+00:00,0.0005329999839887023,0.0005510000046342611,0.0004710000066552311,0.0004799999878741801,543869,0.0,0.0
2021-11-19 00:00:00+00:00,0.0004799999878741801,0.0005009999731555581,0.00047900000936351717,0.0005000000237487257,563412,0.0,0.0
2021-11-20 00:00:00+00:00,0.0005000000237487257,0.0005750000127591193,0.0004939999780617654,0.0005729999975301325,595432,0.0,0.0
2021-11-21 00:00:00+00:00,0.0005740000051446259,0.0005779999773949385,0.00034500000765547156,0.0003980000037699938,558417,0.0,0.0
2021-11-22 00:00:00+00:00,0.0003969999961555004,0.00042699999175965786,0.00038499999209307134,0.0004199999966658652,577513,0.0,0.0
2021-11-23 00:00:00+00:00,0.0004199999966658652,0.0004330000083427876,0.00041700000292621553,0.0004299999854993075,550157,0.0,0.0
2021-11-24 00:00:00+00:00,0.0004299999854993075,0.0005099999834783375,0.00040499999886378646,0.00041700000292621553,539191,0.0,0.0
2021-11-25 00:00:00+00:00,0.0004349999944679439,0.00043799998820759356,0.00036299999919719994,0.00041099998634308577,666650,0.0,0.0
2021-11-26 00:00:00+00:00,0.0003969999961555004,0.0004039999912492931,0.0003769999893847853,0.00038300000596791506,584416,0.0,0.0
2021-11-27 00:00:00+00:00,0.0003819999983534217,0.0004140000091865659,0.00037900000461377203,0.0004140000091865659,645687,0.0,0.0
2021-11-28 00:00:00+00:00,0.0004140000091865659,0.0004149999876972288,0.00038899999344721437,0.0003910000086762011,641498,0.0,0.0
2021-11-29 00:00:00+00:00,0.0003910000086762011,0.0004199999966658652,0.00038400001358240843,0.00038499999209307134,580231,0.0,0.0
2021-11-30 00:00:00+00:00,0.00038499999209307134,0.0003910000086762011,0.0003760000108741224,0.00038400001358240843,548643,0.0,0.0
2021-12-01 00:00:00+00:00,0.00038400001358240843,0.000391999987186864,0.00037900000461377203,0.0003819999983534217,539905,0.0,0.0
2021-12-02 00:00:00+00:00,0.0003819999983534217,0.00038499999209307134,0.00037799999699927866,0.00037799999699927866,523448,0.0,0.0
2021-12-03 00:00:00+00:00,0.00037799999699927866,0.0003859999997075647,0.00037399999564513564,0.0003760000108741224,539496,0.0,0.0
2021-12-04 00:00:00+00:00,0.0003760000108741224,0.0003819999983534217,0.00037200000951997936,0.0003809999907389283,538773,0.0,0.0
2021-12-05 00:00:00+00:00,0.0003809999907389283,0.0004720000142697245,0.0003769999893847853,0.000455000001238659,619822,0.0,0.0
2021-12-06 00:00:00+00:00,0.000455000001238659,0.00046300000394694507,0.00044999999227002263,0.00046300000394694507,551392,0.0,0.0
2021-12-07 00:00:00+00:00,0.00046300000394694507,0.00046300000394694507,0.00045399999362416565,0.00046099998871795833,560322,0.0,0.0
2021-12-08 00:00:00+00:00,0.00046099998871795833,0.00046300000394694507,0.00045200000749900937,0.00045900000259280205,545414,0.0,0.0
2021-12-09 00:00:00+00:00,0.00045900000259280205,0.00046099998871795833,0.000450999999884516,0.0004529999860096723,551939,0.0,0.0
2021-12-10 00:00:00+00:00,0.0004529999860096723,0.0004619999963324517,0.00045200000749900937,0.00045399999362416565,542160,0.0,0.0
2021-12-11 00:00:00+00:00,0.00045399999362416565,0.00045900000259280205,0.00041599999531172216,0.00042600001324899495,542713,0.0,0.0
2021-12-12 00:00:00+00:00,0.00042600001324899495,0.0004299999854993075,0.0004189999890513718,0.00042699999175965786,554153,0.0,0.0
2021-12-13 00:00:00+00:00,0.00042699999175965786,0.00043799998820759356,0.0004149999876972288,0.0004180000105407089,583389,0.0,0.0
2021-12-14 00:00:00+00:00,0.0004180000105407089,0.0004670000053010881,0.00040099999750964344,0.0004070000140927732,597660,0.0,0.0
2021-12-15 00:00:00+00:00,0.0004070000140927732,0.00047900000936351717,0.0004020000051241368,0.0004039999912492931,529978,0.0,0.0
2021-12-16 00:00:00+00:00,0.0004039999912492931,0.0004079999926034361,0.0003969999961555004,0.00039900001138448715,533387,0.0,0.0
2021-12-17 00:00:00+00:00,0.00039900001138448715,0.00040099999750964344,0.0003929999948013574,0.00039900001138448715,534848,0.0,0.0
2021-12-18 00:00:00+00:00,0.00039900001138448715,0.0004070000140927732,0.0003929999948013574,0.0004020000051241368,551343,0.0,0.0
2021-12-19 00:00:00+00:00,0.0004020000051241368,0.00040499999886378646,0.0003910000086762011,0.0003910000086762011,532630,0.0,0.0
2021-12-20 00:00:00+00:00,0.0003910000086762011,0.00039500001003034413,0.00038400001358240843,0.000387999985832721,537661,0.0,0.0
2021-12-21 00:00:00+00:00,0.000387999985832721,0.00041700000292621553,0.00038499999209307134,0.0004149999876972288,864893,0.0,0.0
2021-12-22 00:00:00+00:00,0.0004149999876972288,0.0004220000118948519,0.0004079999926034361,0.0004130000015720725,870579,0.0,0.0
2021-12-23 00:00:00+00:00,0.0004130000015720725,0.00041599999531172216,0.00039900001138448715,0.00039999998989515007,905043,0.0,0.0
2021-12-24 00:00:00+00:00,0.00040099999750964344,0.0004090000002179295,0.0003929999948013574,0.00040499999886378646,1077772,0.0,0.0
2021-12-25 00:00:00+00:00,0.00040499999886378646,0.0004130000015720725,0.0004039999912492931,0.0004079999926034361,912569,0.0,0.0
2021-12-26 00:00:00+00:00,0.0004079999926034361,0.00042100000428035855,0.0004079999926034361,0.0004130000015720725,938493,0.0,0.0
2021-12-27 00:00:00+00:00,0.0004130000015720725,0.0004149999876972288,0.0003910000086762011,0.0003929999948013574,1007260,0.0,0.0
2021-12-28 00:00:00+00:00,0.0003929999948013574,0.00041099998634308577,0.00035200000274926424,0.00035600000410340726,1016888,0.0,0.0
2021-12-29 00:00:00+00:00,0.0003549999964889139,0.0003699999942909926,0.0003239999932702631,0.00032699998700991273,1125490,0.0,0.0
2021-12-30 00:00:00+00:00,0.00032699998700991273,0.0003429999924264848,0.000311999989207834,0.00033599999733269215,1371333,0.0,0.0
2021-12-31 00:00:00+00:00,0.00033599999733269215,0.0003380000125616789,0.0002809999859891832,0.000299000006634742,816995,0.0,0.0
2022-01-01 00:00:00+00:00,0.000299000006634742,0.0007309999782592058,0.00028899998869746923,0.0004910000134259462,1470870,0.0,0.0
2022-01-02 00:00:00+00:00,0.0004910000134259462,0.0004910000134259462,0.0003110000106971711,0.00039400000241585076,1440785,0.0,0.0
