TIMESTAMP,USDZ_OPEN_PRICE_USD,USDZ_HIGH_PRICE_USD,USDZ_LOW_PRICE_USD,USDZ_CLOSE_PRICE_USD,USDZ_VOLUME_USD,USDZ_DIVIDENDS_USD,USDZ_STOCK_SPLITS_USD
2022-06-06 00:00:00+00:00,1.3931620121002197,1.3938629627227783,0.9691709876060486,0.9981279969215393,184252,0.0,0.0
2022-06-07 00:00:00+00:00,0.9981139898300171,1.01214599609375,0.9894030094146729,0.9992960095405579,186378,0.0,0.0
2022-06-08 00:00:00+00:00,0.9992499947547913,0.9998990297317505,0.9980499744415283,0.9984310269355774,166705,0.0,0.0
2022-06-09 00:00:00+00:00,0.9984400272369385,0.9994919896125793,0.9984400272369385,0.9993209838867188,168607,0.0,0.0
2022-06-10 00:00:00+00:00,0.9993579983711243,0.9994469881057739,0.999064028263092,0.9991689920425415,162444,0.0,0.0
2022-06-11 00:00:00+00:00,0.9991719722747803,0.9993039965629578,0.9989709854125977,0.998986005783081,160345,0.0,0.0
2022-06-12 00:00:00+00:00,0.9989759922027588,0.999131977558136,0.9988059997558594,0.9990440011024475,165056,0.0,0.0
2022-06-13 00:00:00+00:00,0.9990329742431641,0.9991120100021362,0.9975600242614746,0.9985949993133545,159269,0.0,0.0
2022-06-14 00:00:00+00:00,0.9986029863357544,0.9990969896316528,0.9985650181770325,0.9989460110664368,377602,0.0,0.0
2022-06-15 00:00:00+00:00,0.9989269971847534,0.9990209937095642,0.9981819987297058,0.9989439845085144,841431,0.0,0.0
2022-06-16 00:00:00+00:00,0.9989219903945923,0.9991340041160583,0.9984610080718994,0.9989110231399536,1042872,0.0,0.0
2022-06-17 00:00:00+00:00,0.9989309906959534,0.9990509748458862,0.9974870085716248,0.9990140199661255,1040015,0.0,0.0
2022-06-18 00:00:00+00:00,0.9989960193634033,0.9990419745445251,0.9970639944076538,0.9986600279808044,1043041,0.0,0.0
2022-06-19 00:00:00+00:00,0.998649001121521,0.9990119934082031,0.9975619912147522,0.9989669919013977,1048508,0.0,0.0
2022-06-20 00:00:00+00:00,0.9989449977874756,0.999110996723175,0.9979770183563232,0.998956024646759,1013490,0.0,0.0
2022-06-21 00:00:00+00:00,0.9989690184593201,0.9992049932479858,0.9987260103225708,0.9990919828414917,994059,0.0,0.0
2022-06-22 00:00:00+00:00,0.9990910291671753,0.9991250038146973,0.9987559914588928,0.9990940093994141,1064244,0.0,0.0
2022-06-23 00:00:00+00:00,0.9990950226783752,0.9993240237236023,0.9988380074501038,0.9992870092391968,897944,0.0,0.0
2022-06-24 00:00:00+00:00,0.9992660284042358,0.9995030164718628,0.9991369843482971,0.9993230104446411,982789,0.0,0.0
2022-06-25 00:00:00+00:00,0.999334990978241,0.9996089935302734,0.9992719888687134,0.9995459914207458,987178,0.0,0.0
