TIMESTAMP,GX3_OPEN_PRICE_USD,GX3_HIGH_PRICE_USD,GX3_LOW_PRICE_USD,GX3_CLOSE_PRICE_USD,Adj Close,GX3_VOLUME_USD,GX3_DIVIDENDS_USD,GX3_STOCK_SPLITS_USD
,0.0047821118496358395,0.006827190052717924,0.004255866166204214,0.004575666505843401,,21486.0,0.0,0.0
