TIMESTAMP,EQZ_OPEN_PRICE_USD,EQZ_HIGH_PRICE_USD,EQZ_LOW_PRICE_USD,EQZ_CLOSE_PRICE_USD,EQZ_VOLUME_USD,EQZ_DIVIDENDS_USD,EQZ_STOCK_SPLITS_USD
2021-04-09 00:00:00+00:00,2.292501926422119,2.5041370391845703,1.8139519691467285,2.0843210220336914,15317899,0.0,0.0
2021-04-10 00:00:00+00:00,2.0849030017852783,2.9454710483551025,1.7783819437026978,2.5875000953674316,2673087,0.0,0.0
2021-04-11 00:00:00+00:00,2.5879158973693848,2.8307840824127197,1.7535439729690552,1.7551230192184448,1487729,0.0,0.0
2021-04-12 00:00:00+00:00,1.754804015159607,2.481874942779541,1.6997050046920776,1.822005033493042,1201615,0.0,0.0
2021-04-13 00:00:00+00:00,1.82253098487854,1.8325049877166748,1.4744770526885986,1.4744770526885986,707273,0.0,0.0
2021-04-14 00:00:00+00:00,1.4787960052490234,1.6108620166778564,1.162019968032837,1.3139289617538452,1820991,0.0,0.0
2021-04-15 00:00:00+00:00,1.3140840530395508,1.8109400272369385,1.140874981880188,1.7900749444961548,1475118,0.0,0.0
2021-04-16 00:00:00+00:00,1.7886799573898315,1.7890280485153198,1.4107170104980469,1.4177329540252686,921842,0.0,0.0
2021-04-17 00:00:00+00:00,1.4183499813079834,1.4183499813079834,1.1804779767990112,1.3181740045547485,489048,0.0,0.0
2021-04-18 00:00:00+00:00,1.316985011100769,1.3338110446929932,1.0292880535125732,1.1966300010681152,364129,0.0,0.0
2021-04-19 00:00:00+00:00,1.1974660158157349,1.6518549919128418,1.1697349548339844,1.3077499866485596,432646,0.0,0.0
2021-04-20 00:00:00+00:00,1.3062859773635864,1.307778000831604,1.0625560283660889,1.1827609539031982,246934,0.0,0.0
2021-04-21 00:00:00+00:00,1.1816569566726685,1.4134249687194824,1.0923919677734375,1.3028730154037476,345012,0.0,0.0
2021-04-22 00:00:00+00:00,1.3045730590820312,1.50689697265625,0.9193180203437805,1.088276982307434,2118063,0.0,0.0
2021-04-23 00:00:00+00:00,1.0881320238113403,1.1241780519485474,0.9054229855537415,1.0779370069503784,559422,0.0,0.0
2021-04-24 00:00:00+00:00,1.0781559944152832,1.3444180488586426,0.9656649827957153,1.3135069608688354,486675,0.0,0.0
2021-04-25 00:00:00+00:00,1.3132989406585693,1.3132989406585693,1.0722190141677856,1.124729037284851,539950,0.0,0.0
2021-04-26 00:00:00+00:00,1.1246880292892456,1.2434309720993042,1.1058679819107056,1.1734930276870728,466058,0.0,0.0
2021-04-27 00:00:00+00:00,1.1734360456466675,1.3673139810562134,1.1682939529418945,1.3587770462036133,921002,0.0,0.0
2021-04-28 00:00:00+00:00,1.35869300365448,1.9855990409851074,1.2945200204849243,1.6877599954605103,2975115,0.0,0.0
2021-04-29 00:00:00+00:00,1.6946569681167603,2.147296905517578,1.5935189723968506,1.6764140129089355,2028317,0.0,0.0
2021-04-30 00:00:00+00:00,1.6761130094528198,3.2496941089630127,1.6423909664154053,2.934014081954956,7253893,0.0,0.0
2021-05-01 00:00:00+00:00,2.946075916290283,4.03601598739624,2.9179739952087402,3.1482529640197754,9779581,0.0,0.0
2021-05-02 00:00:00+00:00,3.148421049118042,3.276792049407959,2.6522998809814453,2.7169361114501953,4021046,0.0,0.0
2021-05-03 00:00:00+00:00,2.729172945022583,2.8929901123046875,2.350255012512207,2.403414011001587,2377843,0.0,0.0
2021-05-04 00:00:00+00:00,2.4036591053009033,2.849674940109253,2.1419129371643066,2.1921489238739014,3368450,0.0,0.0
2021-05-05 00:00:00+00:00,2.1908349990844727,2.6907169818878174,2.177119016647339,2.370781898498535,2073380,0.0,0.0
2021-05-06 00:00:00+00:00,2.370598077774048,3.132404088973999,2.1505439281463623,2.855360984802246,4047536,0.0,0.0
2021-05-07 00:00:00+00:00,2.8612520694732666,3.3740639686584473,2.1914260387420654,2.3565239906311035,4765395,0.0,0.0
2021-05-08 00:00:00+00:00,2.3515241146087646,2.70232892036438,2.3043649196624756,2.404215097427368,2743558,0.0,0.0
2021-05-09 00:00:00+00:00,2.400688886642456,4.610177040100098,2.3013200759887695,4.189056873321533,17662056,0.0,0.0
