TIMESTAMP,BLOX_OPEN_PRICE_USD,BLOX_HIGH_PRICE_USD,BLOX_LOW_PRICE_USD,BLOX_CLOSE_PRICE_USD,BLOX_VOLUME_USD,BLOX_DIVIDENDS_USD,BLOX_STOCK_SPLITS_USD
2021-10-26 00:00:00+00:00,0.695285975933075,0.6987599730491638,0.6424360275268555,0.6600469946861267,0,0.0,0.0
2021-10-27 00:00:00+00:00,0.6590030193328857,0.6804329752922058,0.5493590235710144,0.571412980556488,0,0.0,0.0
2021-10-28 00:00:00+00:00,0.5709630250930786,0.6370049715042114,0.5709630250930786,0.6240190267562866,0,0.0,0.0
2021-10-29 00:00:00+00:00,0.6239690184593201,0.6711429953575134,0.6184269785881042,0.6643059849739075,0,0.0,0.0
2021-10-30 00:00:00+00:00,0.6640160083770752,0.7064579725265503,0.5941159725189209,0.6265789866447449,0,0.0,0.0
2021-10-31 00:00:00+00:00,0.6284509897232056,0.8056849837303162,0.6267539858818054,0.7333260178565979,0,0.0,0.0
2021-11-01 00:00:00+00:00,0.7327539920806885,0.7332239747047424,0.6675189733505249,0.7022870182991028,0,0.0,0.0
2021-11-02 00:00:00+00:00,0.7021710276603699,0.7696769833564758,0.6781730055809021,0.7401999831199646,156019,0.0,0.0
2021-11-03 00:00:00+00:00,0.7394999861717224,0.7665079832077026,0.6655510067939758,0.7373160123825073,276235,0.0,0.0
2021-11-04 00:00:00+00:00,0.7369750142097473,0.8174790143966675,0.7196249961853027,0.8174790143966675,170778,0.0,0.0
2021-11-05 00:00:00+00:00,0.8165850043296814,0.9924349784851074,0.8046810030937195,0.8942000269889832,270549,0.0,0.0
2021-11-06 00:00:00+00:00,0.8940950036048889,0.9680230021476746,0.8470150232315063,0.9451299905776978,139073,0.0,0.0
2021-11-07 00:00:00+00:00,0.9440680146217346,0.9867799878120422,0.8592470288276672,0.9300270080566406,206529,0.0,0.0
2021-11-08 00:00:00+00:00,0.9307680130004883,0.9861770272254944,0.8900560140609741,0.9837489724159241,129824,0.0,0.0
2021-11-09 00:00:00+00:00,0.9832710027694702,1.0048760175704956,0.891277015209198,0.9411069750785828,162083,0.0,0.0
2021-11-10 00:00:00+00:00,0.9403859972953796,0.9405149817466736,0.7915099859237671,0.820330023765564,75205,0.0,0.0
2021-11-11 00:00:00+00:00,0.8206329941749573,0.8568649888038635,0.789027988910675,0.8305709958076477,53850,0.0,0.0
2021-11-12 00:00:00+00:00,0.8320289850234985,0.8388069868087769,0.7717649936676025,0.8013290166854858,28029,0.0,0.0
2021-11-13 00:00:00+00:00,0.8000280261039734,0.8231019973754883,0.7691259980201721,0.7781389951705933,50554,0.0,0.0
2021-11-14 00:00:00+00:00,0.7787799835205078,0.7818570137023926,0.6877120137214661,0.712090015411377,58684,0.0,0.0
2021-11-15 00:00:00+00:00,0.7118170261383057,0.7885349988937378,0.6693009734153748,0.7174929976463318,108281,0.0,0.0
2021-11-16 00:00:00+00:00,0.7167680263519287,0.7167680263519287,0.6104419827461243,0.6254040002822876,77036,0.0,0.0
2021-11-17 00:00:00+00:00,0.6239529848098755,0.7144579887390137,0.6170349717140198,0.6890760064125061,50379,0.0,0.0
2021-11-18 00:00:00+00:00,0.6896200180053711,0.6956459879875183,0.5649870038032532,0.5681170225143433,79286,0.0,0.0
2021-11-19 00:00:00+00:00,0.5684199929237366,0.6297879815101624,0.5647199749946594,0.6061959862709045,89139,0.0,0.0
2021-11-20 00:00:00+00:00,0.6058170199394226,0.6190990209579468,0.5753039717674255,0.5936819911003113,39883,0.0,0.0
