TIMESTAMP,WSPP13119_OPEN_PRICE_USD,WSPP13119_HIGH_PRICE_USD,WSPP13119_LOW_PRICE_USD,WSPP13119_CLOSE_PRICE_USD,WSPP13119_VOLUME_USD,WSPP13119_DIVIDENDS_USD,WSPP13119_STOCK_SPLITS_USD
2021-10-26 00:00:00+00:00,0.00145800004247576,0.0015490000369027257,0.0010000000474974513,0.0010010000551119447,1449885,0.0,0.0
2021-10-27 00:00:00+00:00,0.0010010000551119447,0.0013699999544769526,0.0008549999911338091,0.0011360000353306532,318487,0.0,0.0
2021-10-28 00:00:00+00:00,0.0011360000353306532,0.001145999995060265,0.0009720000089146197,0.001062000053934753,332022,0.0,0.0
2021-10-29 00:00:00+00:00,0.001062000053934753,0.0011309999972581863,0.0005119999987073243,0.0008019999950192869,273551,0.0,0.0
2021-10-30 00:00:00+00:00,0.0008019999950192869,0.0009629999985918403,0.0006880000000819564,0.0008060000254772604,204419,0.0,0.0
2021-10-31 00:00:00+00:00,0.0008060000254772604,0.0008440000237897038,0.0006709999870508909,0.0007949999999254942,208371,0.0,0.0
2021-11-01 00:00:00+00:00,0.0007949999999254942,0.0008290000259876251,0.0006339999963529408,0.000750000006519258,266464,0.0,0.0
2021-11-02 00:00:00+00:00,0.000750000006519258,0.0007689999765716493,0.0002699999895412475,0.0005469999741762877,856566,0.0,0.0
2021-11-03 00:00:00+00:00,0.0005469999741762877,0.0006689999718219042,0.00038300000596791506,0.0005169999785721302,12816316,0.0,0.0
2021-11-04 00:00:00+00:00,0.0005169999785721302,0.0005610000225715339,0.0003260000084992498,0.0005159999709576368,7054348,0.0,0.0
2021-11-05 00:00:00+00:00,0.0005159999709576368,0.0005249999812804163,0.0003459999861661345,0.0004799999878741801,8493466,0.0,0.0
2021-11-06 00:00:00+00:00,0.0004799999878741801,0.0005150000215508044,0.0004349999944679439,0.0004459999909158796,9882414,0.0,0.0
2021-11-07 00:00:00+00:00,0.0004459999909158796,0.0005290000117383897,0.00037200000951997936,0.0005249999812804163,8826428,0.0,0.0
2021-11-08 00:00:00+00:00,0.0005259999888949096,0.0006910000229254365,0.0005249999812804163,0.0005729999975301325,10106991,0.0,0.0
2021-11-09 00:00:00+00:00,0.0005729999975301325,0.000623999978415668,0.0004490000137593597,0.0005649999948218465,7563185,0.0,0.0
2021-11-10 00:00:00+00:00,0.0005649999948218465,0.0005670000100508332,0.00042100000428035855,0.00044999999227002263,8408911,0.0,0.0
2021-11-11 00:00:00+00:00,0.00044999999227002263,0.000590000010561198,0.00032500000088475645,0.0005109999910928309,9146484,0.0,0.0
2021-11-12 00:00:00+00:00,0.0005109999910928309,0.0005239999736659229,0.0004710000066552311,0.0004870000120718032,9723533,0.0,0.0
2021-11-13 00:00:00+00:00,0.00048600000445730984,0.0007559999939985573,0.00046499999007210135,0.0005380000220611691,9717124,0.0,0.0
2021-11-14 00:00:00+00:00,0.0005380000220611691,0.0006840000278316438,0.0004830000107176602,0.0006290000164881349,10832533,0.0,0.0
