TIMESTAMP,HACHI26832_OPEN_PRICE_USD,HACHI26832_HIGH_PRICE_USD,HACHI26832_LOW_PRICE_USD,HACHI26832_CLOSE_PRICE_USD,HACHI26832_VOLUME_USD,HACHI26832_DIVIDENDS_USD,HACHI26832_STOCK_SPLITS_USD
2023-06-23 00:00:00+00:00,,,,0.0,3443,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,4397,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,3050,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,188,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,425,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,4634,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,456,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,11298,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,3444,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,305,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,3178,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,990,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,11757,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,552,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,4201,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,2034,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,2051,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,3491,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,7368,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,8180,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,8056,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,58,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,1660,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,4141,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,1749,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,3977,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,3766,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,710,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,6754,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,473,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,1371,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,278,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,167,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,1039,0.0,0.0
