TIMESTAMP,DADDYCHILL_OPEN_PRICE_USD,DADDYCHILL_HIGH_PRICE_USD,DADDYCHILL_LOW_PRICE_USD,DADDYCHILL_CLOSE_PRICE_USD,DADDYCHILL_VOLUME_USD,DADDYCHILL_DIVIDENDS_USD,DADDYCHILL_STOCK_SPLITS_USD
2024-12-06 00:00:00+00:00,0.001285000005736947,0.0015020000282675028,0.0011709999525919557,0.0012199999764561653,583807,0.0,0.0
2024-12-07 00:00:00+00:00,0.0012199999764561653,0.0012669999850913882,0.0009449999779462814,0.0010349999647587538,462457,0.0,0.0
2024-12-08 00:00:00+00:00,0.0010029999539256096,0.0010450000409036875,0.0007859999896027148,0.0008399999933317304,447850,0.0,0.0
2024-12-09 00:00:00+00:00,0.0008399999933317304,0.0015480000292882323,0.000783999974373728,0.0012610000558197498,83955,0.0,0.0
2024-12-10 00:00:00+00:00,0.0012600000482052565,0.0012779999524354935,0.0008089999901130795,0.0008459999808110297,60464,0.0,0.0
2024-12-11 00:00:00+00:00,0.0008459999808110297,0.0009919999865815043,0.0008280000183731318,0.0008800000068731606,26307,0.0,0.0
2024-12-12 00:00:00+00:00,0.0008800000068731606,0.0009139999747276306,0.000775999971665442,0.0008210000232793391,21619,0.0,0.0
2024-12-13 00:00:00+00:00,0.0008210000232793391,0.0008340000058524311,0.0007800000021234155,0.0008290000259876251,4719,0.0,0.0
2024-12-14 00:00:00+00:00,0.0008290000259876251,0.0008629999938420951,0.0006370000191964209,0.000678999989759177,18785,0.0,0.0
2024-12-15 00:00:00+00:00,0.000678999989759177,0.0006799999973736703,0.00018899999849963933,0.0002789999998640269,120116,0.0,0.0
2024-12-16 00:00:00+00:00,0.00027799999224953353,0.00028700000257231295,0.0002280000044265762,0.0002390000008745119,12622,0.0,0.0
2024-12-17 00:00:00+00:00,0.0002390000008745119,0.0002570000069681555,0.00021699999342672527,0.00021699999342672527,6424,0.0,0.0
2024-12-18 00:00:00+00:00,0.00021699999342672527,0.00021699999342672527,0.00018600000475998968,0.0001880000054370612,3429,0.0,0.0
2024-12-19 00:00:00+00:00,0.0001880000054370612,0.00019099999917671084,0.00017299999308306724,0.00017899999511428177,295,0.0,0.0
2024-12-20 00:00:00+00:00,0.00017899999511428177,0.00018000000272877514,0.00015900000289548188,0.00015900000289548188,1954,0.0,0.0
2024-12-21 00:00:00+00:00,0.00015900000289548188,0.0001630000042496249,0.00014899999951012433,0.00015900000289548188,4678,0.0,0.0
2024-12-22 00:00:00+00:00,0.00015900000289548188,0.00015999999595806003,0.00013899999612476677,0.00013899999612476677,2424,0.0,0.0
2024-12-23 00:00:00+00:00,0.00013899999612476677,0.00015799999528098851,0.00013899999612476677,0.00015500000154133886,2153,0.0,0.0
2024-12-24 00:00:00+00:00,0.00015500000154133886,0.00017299999308306724,0.00015500000154133886,0.0001630000042496249,4702,0.0,0.0
2024-12-25 00:00:00+00:00,0.0001630000042496249,0.00016599999798927456,0.00016199999663513154,0.00016399999731220305,1211,0.0,0.0
2024-12-26 00:00:00+00:00,0.00016399999731220305,0.00016399999731220305,0.00014600000577047467,0.00014800000644754618,1368,0.0,0.0
2024-12-27 00:00:00+00:00,0.00014800000644754618,0.00014899999951012433,0.0001429999974789098,0.0001429999974789098,151,0.0,0.0
2024-12-28 00:00:00+00:00,0.0001429999974789098,0.0001500000071246177,0.0001429999974789098,0.0001500000071246177,345,0.0,0.0
2024-12-29 00:00:00+00:00,0.0001500000071246177,0.00015199999324977398,0.00014099999680183828,0.00014099999680183828,1203,0.0,0.0
