TIMESTAMP,DEC_OPEN_PRICE_USD,DEC_HIGH_PRICE_USD,DEC_LOW_PRICE_USD,DEC_CLOSE_PRICE_USD,DEC_VOLUME_USD,DEC_DIVIDENDS_USD,DEC_STOCK_SPLITS_USD
2020-07-14 00:00:00+00:00,0.05996999889612198,0.07366999983787537,0.04858500137925148,0.057794999331235886,1606381,0.0,0.0
2020-07-15 00:00:00+00:00,0.057805001735687256,0.06465499848127365,0.04391000047326088,0.05462399870157242,1083465,0.0,0.0
2020-07-16 00:00:00+00:00,0.05456800013780594,0.07979000359773636,0.04937800019979477,0.07649099826812744,1255259,0.0,0.0
2020-07-17 00:00:00+00:00,0.07749400287866592,0.09915599972009659,0.060610998421907425,0.08876299858093262,1618341,0.0,0.0
2020-07-18 00:00:00+00:00,0.08875499665737152,0.10878299921751022,0.08121400326490402,0.1075339987874031,349173,0.0,0.0
2020-07-19 00:00:00+00:00,0.10692299902439117,0.10783799737691879,0.07565300166606903,0.10588099807500839,58618,0.0,0.0
2020-07-20 00:00:00+00:00,0.10585399717092514,0.1188260018825531,0.08465699851512909,0.09968099743127823,1011152,0.0,0.0
2020-07-21 00:00:00+00:00,0.10000699758529663,0.10789299756288528,0.07852400094270706,0.10283800214529037,66569,0.0,0.0
2020-07-22 00:00:00+00:00,0.10283800214529037,0.14503900706768036,0.08927199989557266,0.1286119967699051,421947,0.0,0.0
2020-07-23 00:00:00+00:00,0.12878400087356567,0.18429599702358246,0.10637500137090683,0.14071699976921082,409726,0.0,0.0
2020-07-24 00:00:00+00:00,0.14071699976921082,0.1686049997806549,0.12737999856472015,0.150410994887352,927691,0.0,0.0
2020-07-25 00:00:00+00:00,0.15030300617218018,0.1849679946899414,0.1497579962015152,0.16891899704933167,1056759,0.0,0.0
2020-07-26 00:00:00+00:00,0.16878600418567657,0.19890299439430237,0.12358800321817398,0.16968399286270142,1444333,0.0,0.0
2020-07-27 00:00:00+00:00,0.16968600451946259,0.16969899833202362,0.11548200249671936,0.12941400706768036,913306,0.0,0.0
2020-07-28 00:00:00+00:00,0.13008999824523926,0.1459919959306717,0.12302500009536743,0.12443199753761292,656717,0.0,0.0
2020-07-29 00:00:00+00:00,0.12484599649906158,0.1820649951696396,0.11666200309991837,0.13088099658489227,1137731,0.0,0.0
2020-07-30 00:00:00+00:00,0.13086600601673126,0.1648779958486557,0.12102100253105164,0.15059000253677368,1987846,0.0,0.0
2020-07-31 00:00:00+00:00,0.15059000253677368,0.15176600217819214,0.12471500039100647,0.1349329948425293,1326837,0.0,0.0
2020-08-01 00:00:00+00:00,0.13472099602222443,0.1432349979877472,0.12193399667739868,0.12479700148105621,957111,0.0,0.0
2020-08-02 00:00:00+00:00,0.12473800033330917,0.1251329928636551,0.10522300004959106,0.12113600224256516,1035223,0.0,0.0
2020-08-03 00:00:00+00:00,0.12058199942111969,0.12474799901247025,0.10193099826574326,0.11712999641895294,1233179,0.0,0.0
2020-08-04 00:00:00+00:00,0.11696899682283401,0.12046399712562561,0.10643000155687332,0.11077500134706497,1145093,0.0,0.0
