TIMESTAMP,DADDYDOGE_OPEN_PRICE_USD,DADDYDOGE_HIGH_PRICE_USD,DADDYDOGE_LOW_PRICE_USD,DADDYDOGE_CLOSE_PRICE_USD,DADDYDOGE_VOLUME_USD,DADDYDOGE_DIVIDENDS_USD,DADDYDOGE_STOCK_SPLITS_USD
2021-07-14 00:00:00+00:00,,,,0.0,21558910,0.0,0.0
2021-07-15 00:00:00+00:00,,,,0.0,24049402,0.0,0.0
2021-07-16 00:00:00+00:00,,,,0.0,15169571,0.0,0.0
2021-07-17 00:00:00+00:00,,,,0.0,4257554,0.0,0.0
2021-07-18 00:00:00+00:00,,,,0.0,4309040,0.0,0.0
2021-07-19 00:00:00+00:00,,,,0.0,4050234,0.0,0.0
2021-07-20 00:00:00+00:00,,,,0.0,3271479,0.0,0.0
2021-07-21 00:00:00+00:00,,,,0.0,2430160,0.0,0.0
2021-07-22 00:00:00+00:00,,,,0.0,1595175,0.0,0.0
2021-07-23 00:00:00+00:00,,,,0.0,1434107,0.0,0.0
2021-07-24 00:00:00+00:00,,,,0.0,2779002,0.0,0.0
2021-07-25 00:00:00+00:00,,,,0.0,2335903,0.0,0.0
2021-07-26 00:00:00+00:00,,,,0.0,2598462,0.0,0.0
2021-07-27 00:00:00+00:00,,,,0.0,2951412,0.0,0.0
2021-07-28 00:00:00+00:00,,,,0.0,2787851,0.0,0.0
2021-07-29 00:00:00+00:00,,,,0.0,2527198,0.0,0.0
2021-07-30 00:00:00+00:00,,,,0.0,2700417,0.0,0.0
2021-07-31 00:00:00+00:00,,,,0.0,4040533,0.0,0.0
2021-08-01 00:00:00+00:00,,,,0.0,1318490,0.0,0.0
2021-08-02 00:00:00+00:00,,,,0.0,2735405,0.0,0.0
2021-08-03 00:00:00+00:00,,,,0.0,4238610,0.0,0.0
2021-08-04 00:00:00+00:00,,,,0.0,6080867,0.0,0.0
2021-08-05 00:00:00+00:00,,,,0.0,3326989,0.0,0.0
2021-08-06 00:00:00+00:00,,,,0.0,1721918,0.0,0.0
2021-08-07 00:00:00+00:00,,,,0.0,954411,0.0,0.0
2021-08-08 00:00:00+00:00,,,,0.0,1109987,0.0,0.0
2021-08-09 00:00:00+00:00,,,,0.0,1003546,0.0,0.0
2021-08-10 00:00:00+00:00,,,,0.0,756229,0.0,0.0
2021-08-11 00:00:00+00:00,,,,0.0,775833,0.0,0.0
2021-08-12 00:00:00+00:00,,,,0.0,729201,0.0,0.0
2021-08-13 00:00:00+00:00,,,,0.0,676783,0.0,0.0
2021-08-14 00:00:00+00:00,,,,0.0,635961,0.0,0.0
2021-08-15 00:00:00+00:00,,,,0.0,687663,0.0,0.0
2021-08-16 00:00:00+00:00,,,,0.0,674115,0.0,0.0
2021-08-17 00:00:00+00:00,,,,0.0,698081,0.0,0.0
2021-08-18 00:00:00+00:00,,,,0.0,739035,0.0,0.0
2021-08-19 00:00:00+00:00,,,,0.0,832553,0.0,0.0
2021-08-20 00:00:00+00:00,,,,0.0,741085,0.0,0.0
2021-08-21 00:00:00+00:00,,,,0.0,957187,0.0,0.0
2021-08-22 00:00:00+00:00,,,,0.0,664829,0.0,0.0
2021-08-23 00:00:00+00:00,,,,0.0,487491,0.0,0.0
2021-08-24 00:00:00+00:00,,,,0.0,755628,0.0,0.0
2021-08-25 00:00:00+00:00,,,,0.0,718346,0.0,0.0
2021-08-26 00:00:00+00:00,,,,0.0,607713,0.0,0.0
2021-08-27 00:00:00+00:00,,,,0.0,791068,0.0,0.0
