TIMESTAMP,MUMU_OPEN_PRICE_USD,MUMU_HIGH_PRICE_USD,MUMU_LOW_PRICE_USD,MUMU_CLOSE_PRICE_USD,MUMU_VOLUME_USD,MUMU_DIVIDENDS_USD,MUMU_STOCK_SPLITS_USD
2023-04-20 00:00:00+00:00,,,,0.0,416183,0.0,0.0
2023-04-21 00:00:00+00:00,,,,0.0,489232,0.0,0.0
2023-04-22 00:00:00+00:00,,,,0.0,558548,0.0,0.0
2023-04-23 00:00:00+00:00,,,,0.0,157900,0.0,0.0
2023-04-24 00:00:00+00:00,,,,0.0,178783,0.0,0.0
2023-04-25 00:00:00+00:00,,,,0.0,66704,0.0,0.0
2023-04-26 00:00:00+00:00,,,,0.0,38462,0.0,0.0
2023-04-27 00:00:00+00:00,,,,0.0,25675,0.0,0.0
2023-04-28 00:00:00+00:00,,,,0.0,15861,0.0,0.0
2023-04-29 00:00:00+00:00,,,,0.0,21022,0.0,0.0
2023-04-30 00:00:00+00:00,,,,0.0,158127,0.0,0.0
2023-05-01 00:00:00+00:00,,,,0.0,556672,0.0,0.0
2023-05-02 00:00:00+00:00,,,,0.0,878278,0.0,0.0
2023-05-03 00:00:00+00:00,,,,0.0,1074403,0.0,0.0
2023-05-04 00:00:00+00:00,,,,0.0,316507,0.0,0.0
2023-05-05 00:00:00+00:00,,,,0.0,348153,0.0,0.0
2023-05-06 00:00:00+00:00,,,,0.0,859631,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,147091,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,88407,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,19267,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,56462,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,27968,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,34864,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,39804,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,113831,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,48146,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,39920,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,26473,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,21694,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,2556,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,4039,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,6047,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,8886,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,14351,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,13335,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,3145,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,32075,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,10128,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,5960,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,4525,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,597,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,823,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,2635,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,4387,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,5167,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,5131,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,2093,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,5522,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,4496,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,11548,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,4930,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,2375,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,1323,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,416,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,3520,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,796,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,714,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,3130,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,695,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,1927,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,5404,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,4036,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,16309,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,3420,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,2210,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,373,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,4622,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,1039,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,4658,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,3852,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,14682,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,9175,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,217,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,1302,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,35574,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,18062,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,11773,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,193806,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,2321372,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,1908749,0.0,0.0
