TIMESTAMP,FROG34128_OPEN_PRICE_USD,FROG34128_HIGH_PRICE_USD,FROG34128_LOW_PRICE_USD,FROG34128_CLOSE_PRICE_USD,FROG34128_VOLUME_USD,FROG34128_DIVIDENDS_USD,FROG34128_STOCK_SPLITS_USD
2024-12-01 00:00:00+00:00,0.00025599999935366213,0.00026000000070780516,0.0002229999954579398,0.00022600000374950469,22050,0.0,0.0
2024-12-02 00:00:00+00:00,0.00022600000374950469,0.00023200000578071922,0.00015900000289548188,0.00019500000053085387,29623,0.0,0.0
2024-12-03 00:00:00+00:00,0.00019500000053085387,0.00031999999191612005,0.0001939999929163605,0.00019700000120792538,63350,0.0,0.0
2024-12-04 00:00:00+00:00,0.00019700000120792538,0.00022600000374950469,0.0001900000061141327,0.00019099999917671084,23231,0.0,0.0
2024-12-05 00:00:00+00:00,0.00019099999917671084,0.00023200000578071922,0.0001849999971454963,0.00021699999342672527,20564,0.0,0.0
2024-12-06 00:00:00+00:00,0.00021600000036414713,0.0002730000123847276,0.00020799999765586108,0.00026199998683296144,21240,0.0,0.0
2024-12-07 00:00:00+00:00,0.00026199998683296144,0.00026199998683296144,0.00015999999595806003,0.00019299999985378236,29462,0.0,0.0
2024-12-08 00:00:00+00:00,0.00019299999985378236,0.00019700000120792538,0.00015700000221841037,0.00016999999934341758,16512,0.0,0.0
2024-12-09 00:00:00+00:00,0.00016999999934341758,0.0001720000000204891,0.00015100000018719584,0.00016500000492669642,11246,0.0,0.0
2024-12-10 00:00:00+00:00,0.00016500000492669642,0.00016999999934341758,0.00013600000238511711,0.00014400000509340316,13021,0.0,0.0
2024-12-11 00:00:00+00:00,0.00014400000509340316,0.000155999994603917,0.00014200000441633165,0.0001539999939268455,7484,0.0,0.0
2024-12-12 00:00:00+00:00,0.0001539999939268455,0.0002209999947808683,0.0001539999939268455,0.00019099999917671084,15619,0.0,0.0
2024-12-13 00:00:00+00:00,0.00019099999917671084,0.00019099999917671084,0.00017499999376013875,0.00017800000205170363,9059,0.0,0.0
2024-12-14 00:00:00+00:00,0.00017800000205170363,0.00017800000205170363,9.600000339560211e-05,0.0001320000010309741,32063,0.0,0.0
2024-12-15 00:00:00+00:00,0.0001320000010309741,0.0001340000017080456,9.699999645818025e-05,0.00010900000052060932,25151,0.0,0.0
2024-12-16 00:00:00+00:00,0.00010900000052060932,0.00010900000052060932,8.499999967170879e-05,9.300000237999484e-05,14741,0.0,0.0
2024-12-17 00:00:00+00:00,9.300000237999484e-05,0.00010599999950500205,8.499999967170879e-05,9.699999645818025e-05,8989,0.0,0.0
2024-12-18 00:00:00+00:00,9.699999645818025e-05,0.00011300000187475234,8.800000068731606e-05,8.800000068731606e-05,14462,0.0,0.0
2024-12-19 00:00:00+00:00,8.800000068731606e-05,9.40000027185306e-05,4.3000000005122274e-05,4.8999998398358e-05,19106,0.0,0.0
2024-12-20 00:00:00+00:00,4.8999998398358e-05,8.399999933317304e-05,4.8999998398358e-05,6.900000153109431e-05,23560,0.0,0.0
2024-12-21 00:00:00+00:00,6.900000153109431e-05,7.100000220816582e-05,6.0999998822808266e-05,6.0999998822808266e-05,5588,0.0,0.0
2024-12-22 00:00:00+00:00,6.0999998822808266e-05,6.500000017695129e-05,5.999999848427251e-05,6.199999916134402e-05,1196,0.0,0.0
