TIMESTAMP,HKU5_OPEN_PRICE_USD,HKU5_HIGH_PRICE_USD,HKU5_LOW_PRICE_USD,HKU5_CLOSE_PRICE_USD,HKU5_VOLUME_USD,HKU5_DIVIDENDS_USD,HKU5_STOCK_SPLITS_USD
2025-04-25 00:00:00+00:00,,,,0.0,14,0.0,0.0
2025-06-01 00:00:00+00:00,1.3018999398504982e-13,1.3019022437801148e-13,1.3018999398504982e-13,1.3019022437801148e-13,8,0.0,0.0
