TIMESTAMP,MIMO10831_OPEN_PRICE_USD,MIMO10831_HIGH_PRICE_USD,MIMO10831_LOW_PRICE_USD,MIMO10831_CLOSE_PRICE_USD,MIMO10831_VOLUME_USD,MIMO10831_DIVIDENDS_USD,MIMO10831_STOCK_SPLITS_USD
2021-07-29 00:00:00+00:00,0.03319700062274933,0.03319700062274933,0.028435999527573586,0.030385000631213188,2455,0.0,0.0
2021-07-30 00:00:00+00:00,0.03038099966943264,0.03650699928402901,0.026139000430703163,0.0330049991607666,3870,0.0,0.0
2021-07-31 00:00:00+00:00,0.033045001327991486,0.03308599814772606,0.02841399982571602,0.03085700049996376,277,0.0,0.0
2021-08-01 00:00:00+00:00,0.030852999538183212,0.0334479995071888,0.027540000155568123,0.03205399960279465,57,0.0,0.0
2021-08-02 00:00:00+00:00,0.031980000436306,0.03233499825000763,0.027137000113725662,0.030182000249624252,1142,0.0,0.0
2021-08-03 00:00:00+00:00,0.030193999409675598,0.03994699940085411,0.023169999942183495,0.02745800092816353,62930,0.0,0.0
2021-08-04 00:00:00+00:00,0.027470000088214874,0.03008599951863289,0.022954000160098076,0.029299000278115273,3220,0.0,0.0
2021-08-05 00:00:00+00:00,0.02928199991583824,0.03307399898767471,0.023127000778913498,0.03269699960947037,1250,0.0,0.0
2021-08-06 00:00:00+00:00,0.03269600123167038,0.032947998493909836,0.019886000081896782,0.019898999482393265,15140,0.0,0.0
2021-08-07 00:00:00+00:00,0.019888000562787056,0.03351699933409691,0.019564000889658928,0.03350900113582611,2945,0.0,0.0
2021-08-08 00:00:00+00:00,0.033417001366615295,0.033417001366615295,0.024343999102711678,0.026691000908613205,1419,0.0,0.0
2021-08-09 00:00:00+00:00,0.02671699970960617,0.035606998950242996,0.023155000060796738,0.03445899859070778,7065,0.0,0.0
2021-08-10 00:00:00+00:00,0.03451399877667427,0.034713998436927795,0.027032999321818352,0.02933499962091446,302,0.0,0.0
2021-08-11 00:00:00+00:00,0.029346000403165817,0.04832899942994118,0.029180999845266342,0.029221000149846077,9231,0.0,0.0
2021-08-12 00:00:00+00:00,0.029179999604821205,0.029587000608444214,0.0250840000808239,0.025165999308228493,0,0.0,0.0
2021-08-13 00:00:00+00:00,0.02518099918961525,0.03169199824333191,0.02509400062263012,0.02774200029671192,6506,0.0,0.0
2021-08-14 00:00:00+00:00,0.027720000594854355,0.029820000752806664,0.025397999212145805,0.02635899931192398,2040,0.0,0.0
2021-08-15 00:00:00+00:00,0.026373999193310738,0.026957999914884567,0.023737000301480293,0.026839999482035637,9736,0.0,0.0
2021-08-16 00:00:00+00:00,0.02681799978017807,0.027357999235391617,0.02422099933028221,0.02486499957740307,3013,0.0,0.0
