TIMESTAMP,BTC_MEMPOOL_SIZE_BYTES,BTC_MEMPOOL_SIZE_GROWTH_BYTES_PER_SECOND,BTC_TOTAL_TRANSACTION_COUNT_PER_SECOND,BTC_TOTAL_UNCONFIRMED_TRANSACTION_COUNT_IN_MEMPOOL,BTC_TOTAL_UNSPENT_TRANSACTION_OUTPUT_COUNT
2009-01-17 00:00:00,,,,,785.0
2009-01-17 08:00:00,,,,,821.0
2009-01-17 16:00:00,,,,,858.0
2009-01-18 00:00:00,,,,,890.0
2009-01-18 08:00:00,,,,,924.0
2009-01-18 16:00:00,,,,,963.0
2009-01-19 00:00:00,,,,,1004.0
2009-01-19 08:00:00,,,,,1041.0
2009-01-19 16:00:00,,,,,1064.0
2009-01-20 00:00:00,,,,,1108.0
2009-01-20 08:00:00,,,,,1143.0
2009-01-20 16:00:00,,,,,1171.0
2009-01-21 00:00:00,,,,,1208.0
2009-01-21 08:00:00,,,,,1249.0
2009-01-21 16:00:00,,,,,1264.0
2009-01-22 00:00:00,,,,,1286.0
2009-01-22 08:00:00,,,,,1315.0
2009-01-22 16:00:00,,,,,1354.0
2009-01-23 00:00:00,,,,,1357.0
2009-01-23 08:00:00,,,,,1366.0
2009-01-23 16:00:00,,,,,1431.0
2009-01-24 00:00:00,,,,,1500.0
2009-01-24 08:00:00,,,,,1555.0
2009-01-24 16:00:00,,,,,1623.0
2009-01-25 00:00:00,,,,,1693.0
2009-01-25 08:00:00,,,,,1752.0
2009-01-25 16:00:00,,,,,1814.0
2009-01-26 00:00:00,,,,,1868.0
2009-01-26 08:00:00,,,,,1876.0
2009-01-26 16:00:00,,,,,1891.0
2009-01-27 00:00:00,,,,,1926.0
2009-01-27 08:00:00,,,,,1955.0
2009-01-27 16:00:00,,,,,1986.0
2009-01-28 00:00:00,,,,,2021.0
2009-01-28 08:00:00,,,,,2059.0
2009-01-28 16:00:00,,,,,2098.0
2009-01-29 00:00:00,,,,,2131.0
2009-01-29 08:00:00,,,,,2175.0
2009-01-29 16:00:00,,,,,2208.0
2009-01-30 00:00:00,,,,,2251.0
2009-01-30 08:00:00,,,,,2291.0
2009-01-30 16:00:00,,,,,2325.0
2009-01-31 00:00:00,,,,,2364.0
2009-01-31 08:00:00,,,,,2413.0
2009-01-31 16:00:00,,,,,2444.0
2009-02-01 00:00:00,,,,,2478.0
2009-02-01 08:00:00,,,,,2515.0
2009-02-01 16:00:00,,,,,2556.0
2009-02-02 00:00:00,,,,,2600.0
2009-02-02 08:00:00,,,,,2641.0
2009-02-02 16:00:00,,,,,2684.0
2009-02-03 00:00:00,,,,,2743.0
2009-02-03 08:00:00,,,,,2786.0
2009-02-03 16:00:00,,,,,2835.0
2009-02-04 00:00:00,,,,,2873.0
2009-02-04 08:00:00,,,,,2913.0
2009-02-04 16:00:00,,,,,2954.0
2009-02-05 00:00:00,,,,,2995.0
2009-02-05 08:00:00,,,,,3033.0
