TIMESTAMP,MRSOON_OPEN_PRICE_USD,MRSOON_HIGH_PRICE_USD,MRSOON_LOW_PRICE_USD,MRSOON_CLOSE_PRICE_USD,MRSOON_VOLUME_USD,MRSOON_DIVIDENDS_USD,MRSOON_STOCK_SPLITS_USD
2025-05-03 00:00:00+00:00,5.2999999752501026e-05,5.2999999752501026e-05,4.8999998398358e-05,4.999999873689376e-05,23634,0.0,0.0
2025-05-04 00:00:00+00:00,4.999999873689376e-05,5.0999999075429514e-05,4.999999873689376e-05,4.999999873689376e-05,8985,0.0,0.0
2025-05-05 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,4.999999873689376e-05,4.999999873689376e-05,7591,0.0,0.0
2025-05-06 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,4.70000013592653e-05,4.70000013592653e-05,6466,0.0,0.0
2025-05-07 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,4.600000102072954e-05,4.600000102072954e-05,5434,0.0,0.0
2025-05-08 00:00:00+00:00,4.600000102072954e-05,5.700000110664405e-05,4.600000102072954e-05,5.700000110664405e-05,1804,0.0,0.0
2025-05-09 00:00:00+00:00,5.700000110664405e-05,5.700000110664405e-05,4.400000034365803e-05,4.600000102072954e-05,281297,0.0,0.0
2025-05-10 00:00:00+00:00,4.600000102072954e-05,4.8000001697801054e-05,4.5000000682193786e-05,4.600000102072954e-05,282563,0.0,0.0
2025-05-11 00:00:00+00:00,4.600000102072954e-05,4.70000013592653e-05,4.199999966658652e-05,4.3000000005122274e-05,294313,0.0,0.0
2025-05-12 00:00:00+00:00,4.3000000005122274e-05,4.600000102072954e-05,3.899999865097925e-05,3.899999865097925e-05,324691,0.0,0.0
2025-05-13 00:00:00+00:00,3.899999865097925e-05,4.099999932805076e-05,3.7999998312443495e-05,4.099999932805076e-05,323352,0.0,0.0
2025-05-14 00:00:00+00:00,4.099999932805076e-05,4.400000034365803e-05,4.099999932805076e-05,4.199999966658652e-05,299462,0.0,0.0
2025-05-15 00:00:00+00:00,4.199999966658652e-05,4.3000000005122274e-05,3.899999865097925e-05,3.9999998989515007e-05,261094,0.0,0.0
2025-05-16 00:00:00+00:00,3.9999998989515007e-05,3.9999998989515007e-05,3.7999998312443495e-05,3.899999865097925e-05,245987,0.0,0.0
2025-05-17 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.5000000934815034e-05,3.600000127335079e-05,266613,0.0,0.0
2025-05-18 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,2.9999999242136255e-05,3.5000000934815034e-05,266211,0.0,0.0
2025-05-19 00:00:00+00:00,3.5000000934815034e-05,3.600000127335079e-05,3.300000025774352e-05,3.300000025774352e-05,252435,0.0,0.0
2025-05-20 00:00:00+00:00,3.300000025774352e-05,3.400000059627928e-05,2.9999999242136255e-05,3.199999991920777e-05,279691,0.0,0.0
2025-05-21 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,2.9999999242136255e-05,2.9999999242136255e-05,242125,0.0,0.0
2025-05-22 00:00:00+00:00,2.9999999242136255e-05,3.199999991920777e-05,2.9999999242136255e-05,3.099999958067201e-05,284036,0.0,0.0
2025-05-23 00:00:00+00:00,3.099999958067201e-05,0.006523999851197004,3.099999958067201e-05,0.0014600000577047467,11755922,0.0,0.0
2025-05-24 00:00:00+00:00,0.0014600000577047467,0.005504000000655651,5.2999999752501026e-05,0.0003969999961555004,6351534,0.0,0.0
2025-05-25 00:00:00+00:00,0.0003969999961555004,0.001062000053934753,0.0003319999959785491,0.000750000006519258,4281241,0.0,0.0
2025-05-26 00:00:00+00:00,0.000750000006519258,0.0010430000256747007,4.5000000682193786e-05,4.5000000682193786e-05,530482,0.0,0.0
2025-05-27 00:00:00+00:00,4.5000000682193786e-05,4.70000013592653e-05,4.099999932805076e-05,4.199999966658652e-05,449871,0.0,0.0
2025-05-28 00:00:00+00:00,4.199999966658652e-05,6.500000017695129e-05,4.199999966658652e-05,5.900000178371556e-05,924580,0.0,0.0
2025-05-29 00:00:00+00:00,5.900000178371556e-05,5.900000178371556e-05,4.70000013592653e-05,4.8000001697801054e-05,483442,0.0,0.0
2025-05-30 00:00:00+00:00,4.8000001697801054e-05,5.900000178371556e-05,4.8000001697801054e-05,4.8999998398358e-05,509243,0.0,0.0
2025-05-31 00:00:00+00:00,4.8999998398358e-05,4.999999873689376e-05,4.5000000682193786e-05,4.8999998398358e-05,405832,0.0,0.0
2025-06-01 00:00:00+00:00,4.8793132009450346e-05,4.888658440904692e-05,4.519594585872255e-05,4.56788475275971e-05,401593,0.0,0.0
