TIMESTAMP,BABYDRAGON29076_OPEN_PRICE_USD,BABYDRAGON29076_HIGH_PRICE_USD,BABYDRAGON29076_LOW_PRICE_USD,BABYDRAGON29076_CLOSE_PRICE_USD,BABYDRAGON29076_VOLUME_USD,BABYDRAGON29076_DIVIDENDS_USD,BABYDRAGON29076_STOCK_SPLITS_USD
2024-01-18 00:00:00+00:00,,,,0.0,475454,0.0,0.0
2024-01-19 00:00:00+00:00,,,,0.0,56919,0.0,0.0
2024-01-20 00:00:00+00:00,,,,0.0,39654,0.0,0.0
2024-01-21 00:00:00+00:00,,,,0.0,21050,0.0,0.0
2024-01-22 00:00:00+00:00,,,,0.0,19194,0.0,0.0
2024-01-23 00:00:00+00:00,,,,0.0,3280,0.0,0.0
2024-01-24 00:00:00+00:00,,,,0.0,5443,0.0,0.0
2024-01-25 00:00:00+00:00,,,,0.0,3344,0.0,0.0
2024-01-26 00:00:00+00:00,,,,0.0,6157,0.0,0.0
2024-01-27 00:00:00+00:00,,,,0.0,4361,0.0,0.0
2024-01-28 00:00:00+00:00,,,,0.0,1388,0.0,0.0
2024-01-29 00:00:00+00:00,,,,0.0,1202,0.0,0.0
2024-01-30 00:00:00+00:00,,,,0.0,2157,0.0,0.0
2024-01-31 00:00:00+00:00,,,,0.0,1548,0.0,0.0
2024-02-01 00:00:00+00:00,,,,0.0,7927,0.0,0.0
2024-02-02 00:00:00+00:00,,,,0.0,1884,0.0,0.0
2024-02-03 00:00:00+00:00,,,,0.0,146,0.0,0.0
2024-02-04 00:00:00+00:00,,,,0.0,209,0.0,0.0
2024-02-05 00:00:00+00:00,,,,0.0,50512,0.0,0.0
2024-02-06 00:00:00+00:00,,,,0.0,108899,0.0,0.0
2024-02-07 00:00:00+00:00,,,,0.0,34772,0.0,0.0
2024-02-08 00:00:00+00:00,,,,0.0,10725,0.0,0.0
2024-02-09 00:00:00+00:00,,,,0.0,9555,0.0,0.0
2024-02-10 00:00:00+00:00,,,,0.0,2167,0.0,0.0
2024-02-11 00:00:00+00:00,,,,0.0,142028,0.0,0.0
2024-02-12 00:00:00+00:00,,,,0.0,48668,0.0,0.0
2024-02-13 00:00:00+00:00,,,,0.0,7095,0.0,0.0
2024-02-14 00:00:00+00:00,,,,0.0,6361,0.0,0.0
2024-02-15 00:00:00+00:00,,,,0.0,4336,0.0,0.0
2024-02-16 00:00:00+00:00,,,,0.0,6842,0.0,0.0
2024-02-17 00:00:00+00:00,,,,0.0,1436,0.0,0.0
2024-02-18 00:00:00+00:00,,,,0.0,1355,0.0,0.0
2024-02-19 00:00:00+00:00,,,,0.0,3280,0.0,0.0
2024-02-20 00:00:00+00:00,,,,0.0,2456,0.0,0.0
2024-02-21 00:00:00+00:00,,,,0.0,1325,0.0,0.0
2024-02-22 00:00:00+00:00,,,,0.0,484,0.0,0.0
2024-02-23 00:00:00+00:00,,,,0.0,301,0.0,0.0
2024-02-24 00:00:00+00:00,,,,0.0,1435,0.0,0.0
2024-02-25 00:00:00+00:00,,,,0.0,1121,0.0,0.0
2024-02-26 00:00:00+00:00,,,,0.0,4920,0.0,0.0
2024-02-27 00:00:00+00:00,,,,0.0,1788,0.0,0.0
2024-02-28 00:00:00+00:00,,,,0.0,853,0.0,0.0
2024-02-29 00:00:00+00:00,,,,0.0,232,0.0,0.0
2024-03-01 00:00:00+00:00,,,,0.0,67369,0.0,0.0
2024-03-02 00:00:00+00:00,,,,0.0,6763,0.0,0.0
2024-03-03 00:00:00+00:00,,,,0.0,5810,0.0,0.0
2024-03-04 00:00:00+00:00,,,,0.0,27592,0.0,0.0
2024-03-05 00:00:00+00:00,,,,0.0,6600,0.0,0.0
2024-03-06 00:00:00+00:00,,,,0.0,2070,0.0,0.0
2024-03-07 00:00:00+00:00,,,,0.0,634,0.0,0.0
2024-03-08 00:00:00+00:00,,,,0.0,5918,0.0,0.0
2024-03-09 00:00:00+00:00,,,,0.0,12335,0.0,0.0
2024-03-10 00:00:00+00:00,,,,0.0,13400,0.0,0.0
2024-03-11 00:00:00+00:00,,,,0.0,1100,0.0,0.0
2024-03-12 00:00:00+00:00,,,,0.0,187,0.0,0.0
2024-03-13 00:00:00+00:00,,,,0.0,6536,0.0,0.0
2024-03-14 00:00:00+00:00,,,,0.0,1343,0.0,0.0
2024-03-15 00:00:00+00:00,,,,0.0,583,0.0,0.0
2024-03-16 00:00:00+00:00,,,,0.0,435,0.0,0.0
2024-03-17 00:00:00+00:00,,,,0.0,5870,0.0,0.0
2024-03-18 00:00:00+00:00,,,,0.0,217,0.0,0.0
2024-03-19 00:00:00+00:00,,,,0.0,6525,0.0,0.0
2024-03-20 00:00:00+00:00,,,,0.0,127,0.0,0.0
2024-03-21 00:00:00+00:00,,,,0.0,672,0.0,0.0
2024-03-22 00:00:00+00:00,,,,0.0,618,0.0,0.0
2024-03-23 00:00:00+00:00,,,,0.0,196,0.0,0.0
2024-03-24 00:00:00+00:00,,,,0.0,27,0.0,0.0
2024-03-25 00:00:00+00:00,,,,0.0,607,0.0,0.0
2024-03-26 00:00:00+00:00,,,,0.0,3446,0.0,0.0
2024-03-27 00:00:00+00:00,,,,0.0,59,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,185,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,178,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,166,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,318,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,287,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,337,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,147,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,227,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,229,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,958,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,52,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,84,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,361,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,304,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,145,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,21,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,2224,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,433,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,281,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,2712,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,321,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,244,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,121,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,639,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,319,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,583,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,321375,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,221036,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,66394,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,8169,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,11484,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,5046,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,28862,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,4467,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,347,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,3456,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,143,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,1126,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,11593,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,6158,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,620,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,270,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,10559,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,835,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,767,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,274,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,339,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,271,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,917,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,643,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,66305,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,9321,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,748,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,311,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,365,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,61,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,1840,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,1718,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,1682,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,556,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,56,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,829,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,5463,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,1297,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,3802,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,601,0.0,0.0
