TIMESTAMP,VSX_OPEN_PRICE_USD,VSX_HIGH_PRICE_USD,VSX_LOW_PRICE_USD,VSX_CLOSE_PRICE_USD,VSX_VOLUME_USD,VSX_DIVIDENDS_USD,VSX_STOCK_SPLITS_USD
2024-04-05 00:00:00+00:00,0.2443860024213791,0.2532860040664673,0.23656900227069855,0.24312500655651093,110263,0.0,0.0
2024-04-06 00:00:00+00:00,0.2420019954442978,0.2498299926519394,0.23032599687576294,0.24438099563121796,169587,0.0,0.0
2024-04-07 00:00:00+00:00,0.24431699514389038,0.25069698691368103,0.2442529946565628,0.24665400385856628,136330,0.0,0.0
2024-04-08 00:00:00+00:00,0.2465990036725998,0.24886199831962585,0.23361699283123016,0.23895500600337982,228056,0.0,0.0
2024-04-09 00:00:00+00:00,0.2394160032272339,0.25051701068878174,0.237868994474411,0.23951299488544464,326916,0.0,0.0
2024-04-10 00:00:00+00:00,0.23932300508022308,0.24189600348472595,0.23008500039577484,0.23135000467300415,201219,0.0,0.0
2024-04-11 00:00:00+00:00,0.2313999980688095,0.2330150008201599,0.21931500732898712,0.22026799619197845,123190,0.0,0.0
2024-04-12 00:00:00+00:00,0.22026799619197845,0.2225079983472824,0.2098820060491562,0.21077600121498108,146579,0.0,0.0
2024-04-13 00:00:00+00:00,0.21077899634838104,0.21186299622058868,0.19686099886894226,0.20291300117969513,184449,0.0,0.0
2024-04-14 00:00:00+00:00,0.20292499661445618,0.21916499733924866,0.2029229998588562,0.2119929939508438,93197,0.0,0.0
2024-04-15 00:00:00+00:00,0.21222800016403198,0.21258200705051422,0.1941699981689453,0.19445699453353882,166690,0.0,0.0
2024-04-16 00:00:00+00:00,0.19489499926567078,0.19902199506759644,0.19057700037956238,0.1908559948205948,129561,0.0,0.0
2024-04-17 00:00:00+00:00,0.19094300270080566,0.2082660049200058,0.18649399280548096,0.1950940042734146,442637,0.0,0.0
2024-04-18 00:00:00+00:00,0.1950940042734146,0.2251809984445572,0.19487999379634857,0.21081699430942535,535546,0.0,0.0
2024-04-19 00:00:00+00:00,0.21078699827194214,0.2192080020904541,0.19356699287891388,0.19441699981689453,300647,0.0,0.0
2024-04-20 00:00:00+00:00,0.1944199949502945,0.19480200111865997,0.1865909993648529,0.1876789927482605,106175,0.0,0.0
2024-04-21 00:00:00+00:00,0.18781399726867676,0.1881989985704422,0.17136700451374054,0.17347300052642822,107707,0.0,0.0
2024-04-22 00:00:00+00:00,0.17343999445438385,0.17460699379444122,0.15999099612236023,0.16000500321388245,116297,0.0,0.0
2024-04-23 00:00:00+00:00,0.16000500321388245,0.1886959969997406,0.15928000211715698,0.18299399316310883,330876,0.0,0.0
2024-04-24 00:00:00+00:00,0.1812569946050644,0.19840599596500397,0.1790110021829605,0.18179099261760712,579916,0.0,0.0
2024-04-25 00:00:00+00:00,0.1813260018825531,0.18909600377082825,0.17913399636745453,0.18195900321006775,386258,0.0,0.0
2024-04-26 00:00:00+00:00,0.18195900321006775,0.18402199447155,0.1702519953250885,0.17119500041007996,486431,0.0,0.0
2024-04-27 00:00:00+00:00,0.17121200263500214,0.19629499316215515,0.16425199806690216,0.16540999710559845,591224,0.0,0.0
2024-04-28 00:00:00+00:00,0.16540999710559845,0.1791680008172989,0.16436399519443512,0.16550800204277039,537012,0.0,0.0
