TIMESTAMP,BRT20263_OPEN_PRICE_USD,BRT20263_HIGH_PRICE_USD,BRT20263_LOW_PRICE_USD,BRT20263_CLOSE_PRICE_USD,BRT20263_VOLUME_USD,BRT20263_DIVIDENDS_USD,BRT20263_STOCK_SPLITS_USD
2022-05-25 00:00:00+00:00,0.41662201285362244,0.44054698944091797,0.2874949872493744,0.2874949872493744,3475944,0.0,0.0
2022-05-26 00:00:00+00:00,0.2858169972896576,0.2858169972896576,0.1586569994688034,0.16097299754619598,4143328,0.0,0.0
2022-05-27 00:00:00+00:00,0.1605979949235916,0.19651800394058228,0.13153399527072906,0.1692499965429306,3897163,0.0,0.0
2022-05-28 00:00:00+00:00,0.2505429983139038,0.2918489873409271,0.16972799599170685,0.21541699767112732,5116774,0.0,0.0
2022-05-29 00:00:00+00:00,0.21541200578212738,0.3196530044078827,0.18621699512004852,0.2812170088291168,5535233,0.0,0.0
2022-05-30 00:00:00+00:00,0.2821100056171417,0.33874601125717163,0.24644100666046143,0.2668899893760681,8019334,0.0,0.0
2022-05-31 00:00:00+00:00,0.2667829990386963,0.3324980139732361,0.2501769959926605,0.25734400749206543,7115326,0.0,0.0
2022-06-01 00:00:00+00:00,0.2574790120124817,0.2580510079860687,0.19252699613571167,0.19886299967765808,4515768,0.0,0.0
2022-06-02 00:00:00+00:00,0.1988459974527359,0.25068598985671997,0.193012997508049,0.23369500041007996,5206600,0.0,0.0
2022-06-03 00:00:00+00:00,0.23377099633216858,0.24914699792861938,0.22215299308300018,0.23745499551296234,4765548,0.0,0.0
2022-06-04 00:00:00+00:00,0.2377600073814392,0.24546900391578674,0.22148500382900238,0.22908100485801697,4514210,0.0,0.0
2022-06-05 00:00:00+00:00,0.22874200344085693,0.22874200344085693,0.1991019994020462,0.2057889997959137,4656576,0.0,0.0
2022-06-06 00:00:00+00:00,0.20576299726963043,0.25588199496269226,0.19756999611854553,0.2330559939146042,5445547,0.0,0.0
2022-06-07 00:00:00+00:00,0.23296600580215454,0.2778170108795166,0.21083199977874756,0.249099999666214,6982030,0.0,0.0
2022-06-08 00:00:00+00:00,0.2492009997367859,0.28750500082969666,0.24143299460411072,0.24398000538349152,7329698,0.0,0.0
2022-06-09 00:00:00+00:00,0.24418799579143524,0.2528040111064911,0.2147350013256073,0.2205599993467331,7038987,0.0,0.0
2022-06-10 00:00:00+00:00,0.2209939956665039,0.2209939956665039,0.2000100016593933,0.20590800046920776,6778577,0.0,0.0
2022-06-11 00:00:00+00:00,0.2063950002193451,0.22059300541877747,0.15738500654697418,0.17076300084590912,5628521,0.0,0.0
2022-06-12 00:00:00+00:00,0.17068299651145935,0.17999300360679626,0.1506360024213791,0.17058099806308746,4118672,0.0,0.0
2022-06-13 00:00:00+00:00,0.1704919934272766,0.17054100334644318,0.12070800364017487,0.1442040055990219,6547598,0.0,0.0
2022-06-14 00:00:00+00:00,0.14417999982833862,0.16402000188827515,0.13220100104808807,0.1563269942998886,5199505,0.0,0.0
2022-06-15 00:00:00+00:00,0.15635399520397186,0.16395799815654755,0.14103899896144867,0.16130700707435608,6098306,0.0,0.0
2022-06-16 00:00:00+00:00,0.16130700707435608,0.16364799439907074,0.14121299982070923,0.14136500656604767,5096078,0.0,0.0
