TIMESTAMP,SMUDGE_OPEN_PRICE_USD,SMUDGE_HIGH_PRICE_USD,SMUDGE_LOW_PRICE_USD,SMUDGE_CLOSE_PRICE_USD,SMUDGE_VOLUME_USD,SMUDGE_DIVIDENDS_USD,SMUDGE_STOCK_SPLITS_USD
2023-05-12 00:00:00+00:00,,,,0.0,583403,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,247006,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,163251,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,448587,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,3490219,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,4430155,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,2707615,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,793029,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,1071378,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,375922,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,513780,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,228761,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,213726,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,348305,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,200592,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,82783,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,46058,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,127018,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,15514,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,19944,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,70739,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,14520,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,32974,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,49330,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,7364,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,13734,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,16832,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,9411,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,6870,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,118056,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,18039,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,8117,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,2442,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,8425,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,13300,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,2864,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,36368,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,29626,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,33217,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,9458,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,13215,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,5370,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,53582,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,18767,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,8694,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,2994,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,4607,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,4452,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,9703,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,10533,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,3375,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,3211,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,763,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,89,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,7106,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,222,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,6346,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,549,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,131,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,2196,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,454,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,640,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,200,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,789,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,15271,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,5536,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,101,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,478,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,275,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,3266,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,10183,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,8045,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,6778,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,1434,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,1834,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,1387,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,6240,0.0,0.0
