TIMESTAMP,MOONION_OPEN_PRICE_USD,MOONION_HIGH_PRICE_USD,MOONION_LOW_PRICE_USD,MOONION_CLOSE_PRICE_USD,MOONION_VOLUME_USD,MOONION_DIVIDENDS_USD,MOONION_STOCK_SPLITS_USD
2023-01-05 00:00:00+00:00,,,,0.0,249,0.0,0.0
2023-01-06 00:00:00+00:00,,,,0.0,1884,0.0,0.0
2023-01-07 00:00:00+00:00,,,,0.0,604,0.0,0.0
2023-01-09 00:00:00+00:00,,,,0.0,41,0.0,0.0
2023-01-10 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-01-11 00:00:00+00:00,,,,0.0,51,0.0,0.0
2023-01-13 00:00:00+00:00,,,,0.0,718,0.0,0.0
2023-01-14 00:00:00+00:00,,,,0.0,111,0.0,0.0
2023-01-15 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-01-17 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-01-18 00:00:00+00:00,,,,0.0,1999,0.0,0.0
2023-01-19 00:00:00+00:00,,,,0.0,16,0.0,0.0
2023-01-20 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-01-21 00:00:00+00:00,,,,0.0,152,0.0,0.0
2023-01-22 00:00:00+00:00,,,,0.0,2846,0.0,0.0
2023-01-23 00:00:00+00:00,,,,0.0,158,0.0,0.0
2023-01-24 00:00:00+00:00,,,,0.0,580,0.0,0.0
2023-01-25 00:00:00+00:00,,,,0.0,3735,0.0,0.0
2023-01-26 00:00:00+00:00,,,,0.0,3060,0.0,0.0
2023-01-27 00:00:00+00:00,,,,0.0,1750,0.0,0.0
2023-01-28 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-01-29 00:00:00+00:00,,,,0.0,123,0.0,0.0
2023-01-31 00:00:00+00:00,,,,0.0,972,0.0,0.0
2023-02-01 00:00:00+00:00,,,,0.0,78,0.0,0.0
2023-02-02 00:00:00+00:00,,,,0.0,128,0.0,0.0
2023-02-03 00:00:00+00:00,,,,0.0,1689,0.0,0.0
2023-02-04 00:00:00+00:00,,,,0.0,343,0.0,0.0
2023-02-05 00:00:00+00:00,,,,0.0,13,0.0,0.0
2023-02-06 00:00:00+00:00,,,,0.0,968,0.0,0.0
2023-02-07 00:00:00+00:00,,,,0.0,200,0.0,0.0
2023-02-09 00:00:00+00:00,,,,0.0,255,0.0,0.0
2023-02-11 00:00:00+00:00,,,,0.0,93,0.0,0.0
2023-02-13 00:00:00+00:00,,,,0.0,371,0.0,0.0
2023-02-14 00:00:00+00:00,,,,0.0,8,0.0,0.0
2023-02-15 00:00:00+00:00,,,,0.0,8,0.0,0.0
2023-02-16 00:00:00+00:00,,,,0.0,12,0.0,0.0
2023-02-17 00:00:00+00:00,,,,0.0,25,0.0,0.0
2023-02-18 00:00:00+00:00,,,,0.0,17,0.0,0.0
2023-02-19 00:00:00+00:00,,,,0.0,22,0.0,0.0
2023-02-21 00:00:00+00:00,,,,0.0,25,0.0,0.0
2023-02-22 00:00:00+00:00,,,,0.0,6,0.0,0.0
2023-02-24 00:00:00+00:00,,,,0.0,615,0.0,0.0
2023-02-25 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-02-26 00:00:00+00:00,,,,0.0,3,0.0,0.0
2023-02-27 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-03-01 00:00:00+00:00,,,,0.0,79,0.0,0.0
2023-03-02 00:00:00+00:00,,,,0.0,293,0.0,0.0
2023-03-03 00:00:00+00:00,,,,0.0,191,0.0,0.0
2023-03-05 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-03-06 00:00:00+00:00,,,,0.0,22,0.0,0.0
2023-03-07 00:00:00+00:00,,,,0.0,108,0.0,0.0
2023-03-08 00:00:00+00:00,,,,0.0,37,0.0,0.0
2023-03-10 00:00:00+00:00,,,,0.0,38,0.0,0.0
2023-03-14 00:00:00+00:00,,,,0.0,3209,0.0,0.0
2023-03-15 00:00:00+00:00,,,,0.0,56,0.0,0.0
2023-03-16 00:00:00+00:00,,,,0.0,58,0.0,0.0
2023-03-19 00:00:00+00:00,,,,0.0,69,0.0,0.0
2023-03-21 00:00:00+00:00,,,,0.0,3,0.0,0.0
2023-03-25 00:00:00+00:00,,,,0.0,480,0.0,0.0
2023-03-26 00:00:00+00:00,,,,0.0,208,0.0,0.0
2023-03-27 00:00:00+00:00,,,,0.0,4,0.0,0.0
2023-03-28 00:00:00+00:00,,,,0.0,212,0.0,0.0
2023-03-29 00:00:00+00:00,,,,0.0,410,0.0,0.0
2023-03-30 00:00:00+00:00,,,,0.0,332,0.0,0.0
2023-04-01 00:00:00+00:00,,,,0.0,124,0.0,0.0
2023-04-02 00:00:00+00:00,,,,0.0,14,0.0,0.0
2023-04-03 00:00:00+00:00,,,,0.0,34,0.0,0.0
2023-04-04 00:00:00+00:00,,,,0.0,457,0.0,0.0
2023-04-05 00:00:00+00:00,,,,0.0,9,0.0,0.0
2023-04-07 00:00:00+00:00,,,,0.0,161,0.0,0.0
2023-04-08 00:00:00+00:00,,,,0.0,9,0.0,0.0
2023-04-09 00:00:00+00:00,,,,0.0,4,0.0,0.0
2023-04-10 00:00:00+00:00,,,,0.0,160,0.0,0.0
2023-04-11 00:00:00+00:00,,,,0.0,620,0.0,0.0
2023-04-12 00:00:00+00:00,,,,0.0,48,0.0,0.0
2023-04-13 00:00:00+00:00,,,,0.0,145,0.0,0.0
2023-04-14 00:00:00+00:00,,,,0.0,35,0.0,0.0
2023-04-15 00:00:00+00:00,,,,0.0,94,0.0,0.0
2023-04-16 00:00:00+00:00,,,,0.0,4,0.0,0.0
2023-04-18 00:00:00+00:00,,,,0.0,112,0.0,0.0
2023-04-19 00:00:00+00:00,,,,0.0,170,0.0,0.0
2023-04-20 00:00:00+00:00,,,,0.0,69,0.0,0.0
2023-04-21 00:00:00+00:00,,,,0.0,1451,0.0,0.0
2023-04-22 00:00:00+00:00,,,,0.0,49,0.0,0.0
2023-04-23 00:00:00+00:00,,,,0.0,10,0.0,0.0
2023-04-24 00:00:00+00:00,,,,0.0,209,0.0,0.0
2023-04-25 00:00:00+00:00,,,,0.0,312,0.0,0.0
2023-04-26 00:00:00+00:00,,,,0.0,144,0.0,0.0
2023-04-27 00:00:00+00:00,,,,0.0,279,0.0,0.0
2023-04-28 00:00:00+00:00,,,,0.0,767,0.0,0.0
2023-04-29 00:00:00+00:00,,,,0.0,31,0.0,0.0
2023-04-30 00:00:00+00:00,,,,0.0,390,0.0,0.0
2023-05-01 00:00:00+00:00,,,,0.0,65,0.0,0.0
2023-05-02 00:00:00+00:00,,,,0.0,1277,0.0,0.0
2023-05-03 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-05-04 00:00:00+00:00,,,,0.0,76,0.0,0.0
2023-05-05 00:00:00+00:00,,,,0.0,3,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,1542,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,28,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,115,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,8,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,312,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,1467,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,328,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,412,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,3,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,12,0.0,0.0
2025-06-01 00:00:00+00:00,2.000823151604436e-08,3.0015304020025724e-08,2.000335186380653e-08,3.000994652779809e-08,11,0.0,0.0
