TIMESTAMP,WRSETH_OPEN_PRICE_USD,WRSETH_HIGH_PRICE_USD,WRSETH_LOW_PRICE_USD,WRSETH_CLOSE_PRICE_USD,WRSETH_VOLUME_USD,WRSETH_DIVIDENDS_USD,WRSETH_STOCK_SPLITS_USD
2024-08-15 00:00:00+00:00,2648.4990234375,2700.927734375,2584.180908203125,2603.58837890625,91252,0.0,0.0
2024-08-16 00:00:00+00:00,2613.2529296875,2666.26708984375,2611.94921875,2647.13427734375,63465,0.0,0.0
2024-08-17 00:00:00+00:00,2642.951416015625,2661.22119140625,2638.09228515625,2658.1591796875,27603,0.0,0.0
2024-08-18 00:00:00+00:00,2651.096923828125,2715.932861328125,2633.644775390625,2701.662353515625,36987,0.0,0.0
2024-08-19 00:00:00+00:00,2701.662353515625,2701.662353515625,2624.421630859375,2669.64892578125,144899,0.0,0.0
2024-08-20 00:00:00+00:00,2672.154052734375,2730.0732421875,2628.20751953125,2634.958984375,38711,0.0,0.0
2024-08-21 00:00:00+00:00,2638.22314453125,2683.121826171875,2630.65771484375,2679.19921875,114197,0.0,0.0
2024-08-22 00:00:00+00:00,2678.459716796875,2690.591064453125,2661.347412109375,2669.930908203125,98124,0.0,0.0
2024-08-23 00:00:00+00:00,2671.041748046875,2815.777099609375,2669.49365234375,2815.777099609375,87679,0.0,0.0
2024-08-24 00:00:00+00:00,2828.69873046875,2854.896484375,2806.68359375,2806.68359375,31591,0.0,0.0
2024-08-25 00:00:00+00:00,2818.076416015625,2828.484619140625,2796.872314453125,2819.128662109375,70217,0.0,0.0
2024-08-26 00:00:00+00:00,2819.128662109375,2823.072998046875,2745.664794921875,2747.017578125,167250,0.0,0.0
2024-08-27 00:00:00+00:00,2747.63525390625,2750.16455078125,2578.2041015625,2578.22216796875,21608,0.0,0.0
2024-08-28 00:00:00+00:00,2578.22216796875,2582.7705078125,2491.83837890625,2580.92431640625,38856,0.0,0.0
2024-08-29 00:00:00+00:00,2580.92431640625,2629.145263671875,2580.92431640625,2589.240966796875,58094,0.0,0.0
2024-08-30 00:00:00+00:00,2589.240966796875,2589.240966796875,2501.207763671875,2568.287353515625,183535,0.0,0.0
2024-08-31 00:00:00+00:00,2568.29541015625,2574.573974609375,2558.595458984375,2571.67822265625,18726,0.0,0.0
2024-09-01 00:00:00+00:00,2571.67822265625,2572.021728515625,2510.67822265625,2534.9775390625,31898,0.0,0.0
2024-09-02 00:00:00+00:00,2534.9775390625,2594.987548828125,2477.091552734375,2594.987548828125,97097,0.0,0.0
2024-09-03 00:00:00+00:00,2589.79345703125,2596.764404296875,2475.271484375,2508.06982421875,56749,0.0,0.0
2024-09-04 00:00:00+00:00,2508.06982421875,2516.5673828125,2420.546875,2513.018310546875,97092,0.0,0.0
2024-09-05 00:00:00+00:00,2512.58984375,2513.011962890625,2415.34765625,2428.1630859375,53854,0.0,0.0
2024-09-06 00:00:00+00:00,2428.128173828125,2445.367431640625,2238.7509765625,2258.37646484375,174279,0.0,0.0
2024-09-07 00:00:00+00:00,2258.37646484375,2342.850830078125,2258.048095703125,2325.840576171875,12431,0.0,0.0
2024-09-08 00:00:00+00:00,2321.594970703125,2351.57763671875,2291.80908203125,2319.63916015625,44453,0.0,0.0
2024-09-09 00:00:00+00:00,2321.8955078125,2402.750244140625,2321.8955078125,2402.52734375,45172,0.0,0.0
2024-09-10 00:00:00+00:00,2402.52734375,2421.136474609375,2381.8359375,2418.65380859375,9604,0.0,0.0
2024-09-11 00:00:00+00:00,2420.00146484375,2433.16259765625,2362.53857421875,2395.220458984375,218674,0.0,0.0
2024-09-12 00:00:00+00:00,2395.220458984375,2422.071044921875,2390.63427734375,2392.046630859375,22861,0.0,0.0
2024-09-13 00:00:00+00:00,2404.4130859375,2469.06591796875,2388.6025390625,2469.063232421875,953793,0.0,0.0
2024-09-14 00:00:00+00:00,2500.006103515625,2500.009033203125,2461.206298828125,2463.845947265625,54525,0.0,0.0
2024-09-15 00:00:00+00:00,2463.845947265625,2467.77783203125,2386.260986328125,2404.8447265625,34355,0.0,0.0
2024-09-16 00:00:00+00:00,2396.9755859375,2396.9755859375,2324.099853515625,2327.940185546875,44816,0.0,0.0
2024-09-17 00:00:00+00:00,2329.7412109375,2424.223388671875,2326.112060546875,2396.50439453125,79051,0.0,0.0
2024-09-18 00:00:00+00:00,2396.50439453125,2396.5419921875,2353.2216796875,2381.240966796875,29243,0.0,0.0
