TIMESTAMP,BIGMIKE_OPEN_PRICE_USD,BIGMIKE_HIGH_PRICE_USD,BIGMIKE_LOW_PRICE_USD,BIGMIKE_CLOSE_PRICE_USD,BIGMIKE_VOLUME_USD,BIGMIKE_DIVIDENDS_USD,BIGMIKE_STOCK_SPLITS_USD
2024-05-23 00:00:00+00:00,0.01703999936580658,0.02024799957871437,0.01703999936580658,0.019179999828338623,18791,0.0,0.0
2024-05-24 00:00:00+00:00,0.018797999247908592,0.018797999247908592,0.01624000072479248,0.016529999673366547,7332,0.0,0.0
2024-05-25 00:00:00+00:00,0.016529999673366547,0.016755999997258186,0.014406000263988972,0.014406000263988972,6946,0.0,0.0
2024-05-26 00:00:00+00:00,0.014387000352144241,0.018139999359846115,0.014188000001013279,0.017681000754237175,13709,0.0,0.0
2024-05-27 00:00:00+00:00,0.0180440004914999,0.01941799931228161,0.017256999388337135,0.0173179991543293,10635,0.0,0.0
2024-05-28 00:00:00+00:00,0.017402000725269318,0.020344000309705734,0.012800999917089939,0.014650999568402767,37055,0.0,0.0
2024-05-29 00:00:00+00:00,0.014650999568402767,0.01809599995613098,0.014464999549090862,0.01809599995613098,18649,0.0,0.0
2024-05-30 00:00:00+00:00,0.01809599995613098,0.020989999175071716,0.016896000131964684,0.016896000131964684,22497,0.0,0.0
2024-05-31 00:00:00+00:00,0.01685200072824955,0.017217999324202538,0.015336999669671059,0.016731999814510345,17878,0.0,0.0
2024-06-01 00:00:00+00:00,0.016731999814510345,0.016731999814510345,0.01547900028526783,0.01553099974989891,9095,0.0,0.0
2024-06-02 00:00:00+00:00,0.01553099974989891,0.020059000700712204,0.015376999974250793,0.015585999935865402,24928,0.0,0.0
2024-06-03 00:00:00+00:00,0.015506000258028507,0.016791999340057373,0.015007000416517258,0.016381999477744102,12332,0.0,0.0
2024-06-04 00:00:00+00:00,0.016381999477744102,0.023002000525593758,0.014595000073313713,0.019454000517725945,42962,0.0,0.0
2024-06-05 00:00:00+00:00,0.019442999735474586,0.019687000662088394,0.018091000616550446,0.018132999539375305,6992,0.0,0.0
2024-06-06 00:00:00+00:00,0.018185000866651535,0.018185000866651535,0.017374999821186066,0.017374999821186066,4784,0.0,0.0
2024-06-07 00:00:00+00:00,0.017374999821186066,0.01776999980211258,0.014887000434100628,0.014887000434100628,14778,0.0,0.0
