TIMESTAMP,LEARN_OPEN_PRICE_USD,LEARN_HIGH_PRICE_USD,LEARN_LOW_PRICE_USD,LEARN_CLOSE_PRICE_USD,LEARN_VOLUME_USD,LEARN_DIVIDENDS_USD,LEARN_STOCK_SPLITS_USD
2025-05-09 00:00:00+00:00,0.014917000196874142,0.01799900084733963,0.01490699965506792,0.016209999099373817,108070,0.0,0.0
2025-05-10 00:00:00+00:00,0.016209999099373817,0.017601000145077705,0.016169000416994095,0.016471000388264656,97213,0.0,0.0
2025-05-11 00:00:00+00:00,0.016471000388264656,0.017465999349951744,0.01623700000345707,0.01737000048160553,100059,0.0,0.0
2025-05-12 00:00:00+00:00,0.01737000048160553,0.01961500011384487,0.01727999933063984,0.018650999292731285,92432,0.0,0.0
2025-05-13 00:00:00+00:00,0.018650999292731285,0.020589999854564667,0.01838099956512451,0.02027300000190735,98201,0.0,0.0
2025-05-14 00:00:00+00:00,0.02027300000190735,0.020423000678420067,0.02001200057566166,0.02012999914586544,89512,0.0,0.0
2025-05-15 00:00:00+00:00,0.02012999914586544,0.02362300083041191,0.019785000011324883,0.02347400039434433,96088,0.0,0.0
2025-05-16 00:00:00+00:00,0.02347400039434433,0.025746000930666924,0.023372000083327293,0.025175999850034714,123464,0.0,0.0
2025-05-17 00:00:00+00:00,0.025175999850034714,0.027117999270558357,0.024974999949336052,0.025282999500632286,104794,0.0,0.0
2025-05-18 00:00:00+00:00,0.025282999500632286,0.027034999802708626,0.025282999500632286,0.02623400092124939,113769,0.0,0.0
2025-05-19 00:00:00+00:00,0.02623400092124939,0.031008999794721603,0.025219999253749847,0.027594000101089478,69379,0.0,0.0
2025-05-20 00:00:00+00:00,0.027594000101089478,0.028526000678539276,0.02716900035738945,0.027967000380158424,71266,0.0,0.0
2025-05-21 00:00:00+00:00,0.027967000380158424,0.03194599971175194,0.02770400047302246,0.031113000586628914,193272,0.0,0.0
2025-05-22 00:00:00+00:00,0.031113000586628914,0.03596799820661545,0.03080799989402294,0.03578199818730354,186475,0.0,0.0
2025-05-23 00:00:00+00:00,0.03578199818730354,0.03588100150227547,0.033893998712301254,0.03432000055909157,132490,0.0,0.0
2025-05-24 00:00:00+00:00,0.03432000055909157,0.03843599930405617,0.033806998282670975,0.03382499888539314,102496,0.0,0.0
2025-05-25 00:00:00+00:00,0.03382499888539314,0.03413400053977966,0.03346399962902069,0.03407299891114235,143543,0.0,0.0
2025-05-26 00:00:00+00:00,0.03407299891114235,0.03630699962377548,0.03406500071287155,0.036107998341321945,177830,0.0,0.0
2025-05-27 00:00:00+00:00,0.036107998341321945,0.038624998182058334,0.03560899943113327,0.03830200061202049,176606,0.0,0.0
2025-05-28 00:00:00+00:00,0.03830200061202049,0.04141100123524666,0.03830200061202049,0.041262999176979065,177133,0.0,0.0
2025-05-29 00:00:00+00:00,0.041262999176979065,0.044176001101732254,0.04123400151729584,0.044149000197649,176307,0.0,0.0
2025-05-30 00:00:00+00:00,0.044149000197649,0.04515799880027771,0.043540000915527344,0.044429000467061996,213772,0.0,0.0
2025-05-31 00:00:00+00:00,0.044429000467061996,0.04482400044798851,0.04408000037074089,0.04469199851155281,152414,0.0,0.0
2025-06-01 00:00:00+00:00,0.04469235613942146,0.04497084766626358,0.044349268078804016,0.04492843151092529,133043,0.0,0.0
