TIMESTAMP,TULIP_OPEN_PRICE_USD,TULIP_HIGH_PRICE_USD,TULIP_LOW_PRICE_USD,TULIP_CLOSE_PRICE_USD,TULIP_VOLUME_USD,TULIP_DIVIDENDS_USD,TULIP_STOCK_SPLITS_USD
2021-06-09 00:00:00+00:00,10.159356117248535,10.258726119995117,10.12960433959961,10.169454574584961,56443,0.0,0.0
2021-06-10 00:00:00+00:00,10.1694917678833,10.262826919555664,9.173484802246094,9.173484802246094,14302,0.0,0.0
2021-06-11 00:00:00+00:00,9.172903060913086,9.183749198913574,8.313037872314453,8.313483238220215,13947,0.0,0.0
2021-06-12 00:00:00+00:00,8.313612937927246,8.970614433288574,8.269844055175781,8.969944953918457,15410,0.0,0.0
2021-06-13 00:00:00+00:00,8.97017765045166,9.052353858947754,8.885064125061035,8.946590423583984,13899,0.0,0.0
2021-06-14 00:00:00+00:00,8.946688652038574,10.160189628601074,8.81754207611084,9.312538146972656,21942,0.0,0.0
2021-06-15 00:00:00+00:00,9.620722770690918,9.72207260131836,9.120803833007812,9.648138046264648,14570,0.0,0.0
2021-06-16 00:00:00+00:00,9.223437309265137,9.293610572814941,8.17901611328125,8.181126594543457,11861,0.0,0.0
2021-06-17 00:00:00+00:00,8.181370735168457,8.203690528869629,7.823305130004883,7.8255791664123535,7086,0.0,0.0
2021-06-18 00:00:00+00:00,7.825605869293213,7.911721229553223,6.979891777038574,6.980114936828613,10283,0.0,0.0
2021-06-19 00:00:00+00:00,6.979642868041992,7.021200180053711,6.836589813232422,6.859220027923584,6139,0.0,0.0
2021-06-20 00:00:00+00:00,6.859496116638184,6.85960578918457,6.405442237854004,6.406411170959473,4408,0.0,0.0
2021-06-21 00:00:00+00:00,6.406155109405518,6.4200029373168945,5.850934982299805,5.891157150268555,9713,0.0,0.0
2021-06-22 00:00:00+00:00,5.891530990600586,5.9632368087768555,4.93332576751709,4.933910846710205,11565,0.0,0.0
2021-06-23 00:00:00+00:00,4.933969020843506,5.0333709716796875,4.771511077880859,4.812398910522461,9875,0.0,0.0
2021-06-24 00:00:00+00:00,4.7721967697143555,4.902044773101807,4.71035623550415,4.760756969451904,4968,0.0,0.0
2021-06-25 00:00:00+00:00,4.760601043701172,4.812416076660156,4.460010051727295,4.460174083709717,4130,0.0,0.0
2021-06-26 00:00:00+00:00,4.4600749015808105,4.470179080963135,4.332405090332031,4.335730075836182,6020,0.0,0.0
2021-06-27 00:00:00+00:00,4.336216926574707,4.368241786956787,4.081664085388184,4.082026958465576,3102,0.0,0.0
2021-06-28 00:00:00+00:00,4.082411766052246,4.082428932189941,3.649631977081299,3.709419012069702,6287,0.0,0.0
2021-06-29 00:00:00+00:00,3.7097229957580566,3.7105960845947266,3.5003509521484375,3.5099689960479736,7836,0.0,0.0
2021-06-30 00:00:00+00:00,3.5102319717407227,3.5207180976867676,3.180190086364746,3.250264883041382,17271,0.0,0.0
2021-07-01 00:00:00+00:00,3.2502880096435547,3.2600181102752686,2.8204190731048584,2.910612106323242,24259,0.0,0.0
2021-07-02 00:00:00+00:00,2.910557985305786,2.9307219982147217,2.7707788944244385,2.7900869846343994,5371,0.0,0.0
2021-07-03 00:00:00+00:00,2.7900969982147217,2.8218369483947754,2.7302849292755127,2.739845037460327,2483,0.0,0.0
2021-07-04 00:00:00+00:00,2.7399559020996094,2.7399559020996094,2.6970319747924805,2.6988539695739746,5932,0.0,0.0
2021-07-05 00:00:00+00:00,2.698651075363159,2.8019659519195557,2.690774917602539,2.7015340328216553,3853,0.0,0.0
2021-07-06 00:00:00+00:00,2.701425075531006,2.7311019897460938,2.6706619262695312,2.690324068069458,3354,0.0,0.0
2021-07-07 00:00:00+00:00,2.690156936645508,2.73006010055542,2.678800106048584,2.691209077835083,827,0.0,0.0
2021-07-08 00:00:00+00:00,2.6909940242767334,2.699944019317627,2.6690421104431152,2.669940948486328,1139,0.0,0.0
2021-07-09 00:00:00+00:00,2.6698520183563232,2.6700239181518555,2.519340991973877,2.5396549701690674,3952,0.0,0.0
