TIMESTAMP,RIBBIT_OPEN_PRICE_USD,RIBBIT_HIGH_PRICE_USD,RIBBIT_LOW_PRICE_USD,RIBBIT_CLOSE_PRICE_USD,RIBBIT_VOLUME_USD,RIBBIT_DIVIDENDS_USD,RIBBIT_STOCK_SPLITS_USD
2023-05-07 00:00:00+00:00,,,,0.0,29947044,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,14360151,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,6795988,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,5453523,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,6313169,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,3628059,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,4045030,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,2219585,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,3005124,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,1828052,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,1495734,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,1957907,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,1134451,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,1429276,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,1337225,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,1147884,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,1584687,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,851312,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,592708,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,619109,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,537033,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,515302,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,498249,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,481320,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,1127909,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,680899,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,444381,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,356870,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,336169,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,318013,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,500178,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,737070,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,603872,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,1740579,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,1469726,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,529822,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,798033,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,624389,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,1073511,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,706267,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,564291,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,651688,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,379414,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,409448,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,370179,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,460509,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,362987,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,554299,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,590819,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,391101,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,413654,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,266351,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,389199,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,224568,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,180249,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,188607,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,227196,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,243027,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,268679,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,252980,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,182970,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,198919,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,224714,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,450075,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,207568,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,524722,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,217536,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,1451454,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,282384,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,187440,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,204924,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,354157,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,140646,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,162067,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,134872,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,191938,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,202909,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,220287,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,146842,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,158217,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,227705,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,200720,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,163001,0.0,0.0
