TIMESTAMP,SFX35679_OPEN_PRICE_USD,SFX35679_HIGH_PRICE_USD,SFX35679_LOW_PRICE_USD,SFX35679_CLOSE_PRICE_USD,SFX35679_VOLUME_USD,SFX35679_DIVIDENDS_USD,SFX35679_STOCK_SPLITS_USD
2025-03-27 00:00:00+00:00,,,,0.0,322,0.0,0.0
2025-03-28 00:00:00+00:00,,,,0.0,18,0.0,0.0
2025-03-29 00:00:00+00:00,,,,0.0,10,0.0,0.0
2025-03-30 00:00:00+00:00,,,,0.0,27,0.0,0.0
2025-03-31 00:00:00+00:00,,,,0.0,17,0.0,0.0
2025-04-01 00:00:00+00:00,,,,0.0,148,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,31,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,9,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,602,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,782,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,93,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,94,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,113,0.0,0.0
2025-04-10 00:00:00+00:00,,,,0.0,54,0.0,0.0
2025-04-11 00:00:00+00:00,,,,0.0,95,0.0,0.0
2025-04-12 00:00:00+00:00,,,,0.0,25,0.0,0.0
2025-04-13 00:00:00+00:00,,,,0.0,198,0.0,0.0
2025-04-14 00:00:00+00:00,,,,0.0,42,0.0,0.0
2025-04-15 00:00:00+00:00,,,,0.0,408,0.0,0.0
2025-04-16 00:00:00+00:00,,,,0.0,15,0.0,0.0
2025-04-17 00:00:00+00:00,,,,0.0,278,0.0,0.0
2025-04-18 00:00:00+00:00,,,,0.0,387,0.0,0.0
2025-04-19 00:00:00+00:00,,,,0.0,30,0.0,0.0
2025-04-20 00:00:00+00:00,,,,0.0,30,0.0,0.0
2025-04-21 00:00:00+00:00,,,,0.0,15,0.0,0.0
2025-04-22 00:00:00+00:00,,,,0.0,155,0.0,0.0
2025-04-23 00:00:00+00:00,,,,0.0,110,0.0,0.0
2025-04-26 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-04-27 00:00:00+00:00,,,,0.0,230,0.0,0.0
2025-04-28 00:00:00+00:00,,,,0.0,10,0.0,0.0
2025-04-29 00:00:00+00:00,,,,0.0,32,0.0,0.0
2025-04-30 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-05-03 00:00:00+00:00,,,,0.0,13,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,154,0.0,0.0
2025-05-06 00:00:00+00:00,,,,0.0,22,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,894,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,202,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,227,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,138,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,583,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,24,0.0,0.0
2025-05-28 00:00:00+00:00,,,,0.0,15,0.0,0.0
2025-06-01 00:00:00+00:00,1.9311831067625462e-07,1.9311831067625462e-07,1.8782421307150798e-07,1.8782421307150798e-07,93,0.0,0.0
