TIMESTAMP,MIMIKO_OPEN_PRICE_USD,MIMIKO_HIGH_PRICE_USD,MIMIKO_LOW_PRICE_USD,MIMIKO_CLOSE_PRICE_USD,MIMIKO_VOLUME_USD,MIMIKO_DIVIDENDS_USD,MIMIKO_STOCK_SPLITS_USD
2025-05-22 00:00:00+00:00,10361.36328125,10401.5205078125,10307.12109375,10389.052734375,8210,0.0,0.0
2025-05-23 00:00:00+00:00,10389.052734375,10399.7958984375,10304.8701171875,10359.986328125,8286,0.0,0.0
2025-05-24 00:00:00+00:00,10359.986328125,10398.82421875,10307.302734375,10397.583984375,8316,0.0,0.0
2025-05-25 00:00:00+00:00,10397.583984375,10402.40625,10306.9716796875,10310.7880859375,8094,0.0,0.0
2025-05-26 00:00:00+00:00,10310.7880859375,10402.611328125,10308.2646484375,10400.962890625,8301,0.0,0.0
2025-05-27 00:00:00+00:00,10400.962890625,10402.2861328125,10305.8037109375,10351.2314453125,8216,0.0,0.0
2025-05-28 00:00:00+00:00,10351.2314453125,10400.37109375,10310.0859375,10379.7529296875,8197,0.0,0.0
2025-05-29 00:00:00+00:00,10379.7529296875,10399.751953125,10351.421875,10380.6044921875,8213,0.0,0.0
2025-05-30 00:00:00+00:00,10380.6044921875,10401.876953125,10351.375,10358.6357421875,8183,0.0,0.0
2025-05-31 00:00:00+00:00,10358.6357421875,10402.2060546875,10308.4853515625,10384.134765625,8311,0.0,0.0
2025-06-01 00:00:00+00:00,10384.134765625,10401.41015625,10310.3271484375,10378.244140625,8175,0.0,0.0
