TIMESTAMP,MIMIKO_OPEN_PRICE_USD,MIMIKO_HIGH_PRICE_USD,MIMIKO_LOW_PRICE_USD,MIMIKO_CLOSE_PRICE_USD,MIMIKO_VOLUME_USD,MIMIKO_DIVIDENDS_USD,MIMIKO_STOCK_SPLITS_USD
2025-04-09 00:00:00+00:00,10012.9892578125,10094.0751953125,10008.935546875,10012.205078125,8040,0.0,0.0
2025-04-10 00:00:00+00:00,10012.205078125,10094.154296875,10001.2412109375,10053.1259765625,7924,0.0,0.0
2025-04-11 00:00:00+00:00,10053.1259765625,10093.19921875,10001.3798828125,10049.9140625,7981,0.0,0.0
2025-04-12 00:00:00+00:00,10049.9140625,10096.9853515625,10003.220703125,10043.5439453125,7902,0.0,0.0
2025-04-13 00:00:00+00:00,10043.5439453125,10095.2802734375,10005.0869140625,10027.4384765625,8113,0.0,0.0
2025-04-14 00:00:00+00:00,10027.4384765625,10097.166015625,10005.78125,10081.8701171875,7753,0.0,0.0
2025-04-15 00:00:00+00:00,10081.8701171875,10098.080078125,10006.107421875,10049.3642578125,7908,0.0,0.0
2025-04-16 00:00:00+00:00,10049.3642578125,10097.7861328125,10006.21484375,10012.1240234375,7870,0.0,0.0
2025-04-17 00:00:00+00:00,10012.1240234375,10099.0302734375,10004.95703125,10081.23046875,8109,0.0,0.0
2025-04-18 00:00:00+00:00,10081.23046875,10096.9736328125,10007.5234375,10077.8310546875,8023,0.0,0.0
2025-04-19 00:00:00+00:00,10077.8310546875,10097.2548828125,10007.0947265625,10093.0712890625,8069,0.0,0.0
2025-04-20 00:00:00+00:00,10093.0712890625,10098.1171875,10008.083984375,10082.314453125,8130,0.0,0.0
2025-04-21 00:00:00+00:00,10082.314453125,10098.0107421875,10007.28125,10079.2998046875,7953,0.0,0.0
2025-04-22 00:00:00+00:00,10079.2998046875,10103.36328125,10007.4140625,10033.0068359375,7992,0.0,0.0
2025-04-23 00:00:00+00:00,10033.0068359375,10100.80859375,10008.486328125,10086.9365234375,8178,0.0,0.0
2025-04-24 00:00:00+00:00,10086.9365234375,10100.4169921875,10010.0146484375,10019.9462890625,7954,0.0,0.0
2025-04-25 00:00:00+00:00,10019.9462890625,10103.94921875,10013.0302734375,10016.765625,8009,0.0,0.0
2025-04-26 00:00:00+00:00,10016.765625,10103.1708984375,10013.1201171875,10018.2939453125,8046,0.0,0.0
2025-04-27 00:00:00+00:00,10018.2939453125,10101.962890625,10011.2685546875,10100.884765625,8053,0.0,0.0
2025-04-28 00:00:00+00:00,10100.884765625,10101.5078125,10011.814453125,10085.75,8020,0.0,0.0
2025-04-29 00:00:00+00:00,10085.75,10104.158203125,10011.1796875,10018.306640625,8137,0.0,0.0
2025-04-30 00:00:00+00:00,10018.306640625,10101.4892578125,10010.814453125,10080.1328125,8007,0.0,0.0
2025-05-01 00:00:00+00:00,10080.1328125,10102.19921875,10010.46875,10099.0078125,8091,0.0,0.0
2025-05-02 00:00:00+00:00,10099.0078125,10099.9306640625,10017.4072265625,10065.0419921875,7888,0.0,0.0
2025-05-03 00:00:00+00:00,10065.0419921875,10101.287109375,10016.9990234375,10055.4716796875,8143,0.0,0.0
2025-05-04 00:00:00+00:00,10055.4716796875,10099.5556640625,10016.6787109375,10018.306640625,7964,0.0,0.0
2025-05-05 00:00:00+00:00,10018.306640625,10098.736328125,10008.052734375,10051.0341796875,8014,0.0,0.0
2025-05-06 00:00:00+00:00,10051.0341796875,10098.25,10007.0546875,10059.14453125,8137,0.0,0.0
2025-05-07 00:00:00+00:00,10059.14453125,10101.82421875,10010.18359375,10026.9775390625,8011,0.0,0.0
2025-05-08 00:00:00+00:00,10026.9775390625,10101.9150390625,10009.8359375,10035.6240234375,7996,0.0,0.0
2025-05-09 00:00:00+00:00,10035.6240234375,10441.73828125,10007.1376953125,10439.4384765625,2677,0.0,0.0
2025-05-10 00:00:00+00:00,10439.4384765625,10443.19921875,10435.7509765625,10437.9658203125,0,0.0,0.0
2025-05-11 00:00:00+00:00,10437.9658203125,10437.9658203125,10437.9658203125,10437.9658203125,0,0.0,0.0
2025-05-12 00:00:00+00:00,10437.9658203125,10437.9658203125,10437.9658203125,10437.9658203125,0,0.0,0.0
2025-05-13 00:00:00+00:00,10437.9658203125,10437.9658203125,10437.9658203125,10437.9658203125,0,0.0,0.0
2025-05-14 00:00:00+00:00,10437.9658203125,10437.9658203125,9997.6982421875,10001.546875,56,0.0,0.0
2025-05-15 00:00:00+00:00,10001.546875,10004.447265625,9997.9169921875,10001.9462890625,0,0.0,0.0
2025-05-16 00:00:00+00:00,10001.9462890625,10001.9462890625,10001.9462890625,10001.9462890625,0,0.0,0.0
2025-05-17 00:00:00+00:00,10001.9462890625,10001.9462890625,10001.9462890625,10001.9462890625,0,0.0,0.0
2025-05-18 00:00:00+00:00,10001.9462890625,10001.9462890625,10001.9462890625,10001.9462890625,0,0.0,0.0
2025-05-19 00:00:00+00:00,10001.9462890625,10001.9462890625,10001.9462890625,10001.9462890625,0,0.0,0.0
2025-05-20 00:00:00+00:00,10001.9462890625,10401.408203125,10001.9462890625,10379.029296875,3466,0.0,0.0
2025-05-21 00:00:00+00:00,10379.029296875,10403.5810546875,10309.2763671875,10361.36328125,8194,0.0,0.0
