TIMESTAMP,1EX_OPEN_PRICE_USD,1EX_HIGH_PRICE_USD,1EX_LOW_PRICE_USD,1EX_CLOSE_PRICE_USD,1EX_VOLUME_USD,1EX_DIVIDENDS_USD,1EX_STOCK_SPLITS_USD
2024-03-29 00:00:00+00:00,0.26014000177383423,0.27808699011802673,0.22104999423027039,0.2489510029554367,502697,0.0,0.0
2024-03-30 00:00:00+00:00,0.2489510029554367,0.2701680064201355,0.2208629995584488,0.2256460040807724,477499,0.0,0.0
2024-03-31 00:00:00+00:00,0.2256460040807724,0.232574000954628,0.2015479952096939,0.22997699677944183,455355,0.0,0.0
2024-04-01 00:00:00+00:00,0.22997699677944183,0.2676210105419159,0.20480400323867798,0.21864399313926697,588124,0.0,0.0
2024-04-02 00:00:00+00:00,0.21864399313926697,0.2524380087852478,0.2084439992904663,0.24450600147247314,930208,0.0,0.0
2024-04-03 00:00:00+00:00,0.24450600147247314,0.25349199771881104,0.21958500146865845,0.21958500146865845,289190,0.0,0.0
2024-04-04 00:00:00+00:00,0.21958500146865845,0.26856398582458496,0.1860000044107437,0.258215993642807,1058274,0.0,0.0
2024-04-05 00:00:00+00:00,0.258215993642807,0.2750590145587921,0.22201800346374512,0.2535809874534607,891908,0.0,0.0
2024-04-06 00:00:00+00:00,0.2535809874534607,0.2625710070133209,0.22556999325752258,0.23370100557804108,502944,0.0,0.0
2024-04-07 00:00:00+00:00,0.23370100557804108,0.25244900584220886,0.22207599878311157,0.23703500628471375,430146,0.0,0.0
2024-04-08 00:00:00+00:00,0.23703500628471375,0.31887099146842957,0.2250020056962967,0.27646100521087646,749415,0.0,0.0
2024-04-09 00:00:00+00:00,0.27646100521087646,0.33196398615837097,0.26002201437950134,0.28522300720214844,960466,0.0,0.0
2024-04-10 00:00:00+00:00,0.28522300720214844,0.33539798855781555,0.2737570106983185,0.3261429965496063,1374149,0.0,0.0
2024-04-11 00:00:00+00:00,0.3261429965496063,0.3398289978504181,0.26301899552345276,0.28141799569129944,1891388,0.0,0.0
2024-04-12 00:00:00+00:00,0.28141799569129944,0.2875030040740967,0.20910300314426422,0.22365200519561768,2132553,0.0,0.0
2024-04-13 00:00:00+00:00,0.22365200519561768,0.25485900044441223,0.19124799966812134,0.1958799958229065,1284024,0.0,0.0
2024-04-14 00:00:00+00:00,0.1958799958229065,0.23197099566459656,0.17543399333953857,0.20855499804019928,1132990,0.0,0.0
2024-04-15 00:00:00+00:00,0.2099439948797226,0.21408499777317047,0.184005007147789,0.19494199752807617,1003930,0.0,0.0
2024-04-16 00:00:00+00:00,0.19494199752807617,0.214368999004364,0.19121800363063812,0.19871799647808075,863762,0.0,0.0
2024-04-17 00:00:00+00:00,0.20180200040340424,0.21467499434947968,0.1795790046453476,0.18275900185108185,1055756,0.0,0.0
2024-04-18 00:00:00+00:00,0.18275900185108185,0.1901179999113083,0.17294800281524658,0.17583000659942627,765648,0.0,0.0
2024-04-19 00:00:00+00:00,0.17583000659942627,0.17675599455833435,0.15286099910736084,0.17358900606632233,551478,0.0,0.0
