TIMESTAMP,FRBK_OPEN_PRICE_USD,FRBK_HIGH_PRICE_USD,FRBK_LOW_PRICE_USD,FRBK_CLOSE_PRICE_USD,FRBK_VOLUME_USD,FRBK_DIVIDENDS_USD,FRBK_STOCK_SPLITS_USD
2024-04-19 00:00:00+00:00,0.017016999423503876,0.021369999274611473,0.01566999964416027,0.02129399962723255,144372,0.0,0.0
2024-04-20 00:00:00+00:00,0.02129399962723255,0.05374399945139885,0.02126700058579445,0.04114000126719475,551354,0.0,0.0
2024-04-21 00:00:00+00:00,0.03972899913787842,0.05399100109934807,0.03486400097608566,0.04506399855017662,481776,0.0,0.0
2024-04-22 00:00:00+00:00,0.04419400170445442,0.04428400099277496,0.02817399986088276,0.0310210008174181,326937,0.0,0.0
2024-04-23 00:00:00+00:00,0.0310210008174181,0.0310210008174181,0.021913999691605568,0.023308999836444855,245445,0.0,0.0
2024-04-24 00:00:00+00:00,0.022902000695466995,0.02726300060749054,0.019502999261021614,0.026498999446630478,196639,0.0,0.0
2024-04-25 00:00:00+00:00,0.025086000561714172,0.029141999781131744,0.023063000291585922,0.02476000040769577,200723,0.0,0.0
2024-04-26 00:00:00+00:00,0.024754999205470085,0.024755999445915222,0.021625999361276627,0.021942000836133957,137368,0.0,0.0
2024-04-27 00:00:00+00:00,0.02202500030398369,0.0221560001373291,0.019656000658869743,0.021431999281048775,139821,0.0,0.0
2024-04-28 00:00:00+00:00,0.021382000297307968,0.02223600074648857,0.02085700072348118,0.02215000055730343,112195,0.0,0.0
2024-04-29 00:00:00+00:00,0.02215000055730343,0.022603999823331833,0.019008999690413475,0.0197720006108284,141928,0.0,0.0
2024-04-30 00:00:00+00:00,0.019773999229073524,0.023621000349521637,0.01911100000143051,0.020635999739170074,190205,0.0,0.0
2024-05-01 00:00:00+00:00,0.020656999200582504,0.021886000409722328,0.019737999886274338,0.02022000029683113,165023,0.0,0.0
2024-05-02 00:00:00+00:00,0.0202029999345541,0.02112800069153309,0.019186999648809433,0.019318999722599983,132791,0.0,0.0
2024-05-03 00:00:00+00:00,0.019308999180793762,0.02034500055015087,0.016939999535679817,0.018050000071525574,164635,0.0,0.0
2024-05-04 00:00:00+00:00,0.018193000927567482,0.019524000585079193,0.01763400062918663,0.01874700002372265,151677,0.0,0.0
2024-05-05 00:00:00+00:00,0.018628999590873718,0.02374899946153164,0.017443999648094177,0.023699000477790833,198759,0.0,0.0
2024-05-06 00:00:00+00:00,0.024584000930190086,0.03891799971461296,0.022724000737071037,0.023037999868392944,600343,0.0,0.0
2024-05-07 00:00:00+00:00,0.023037999868392944,0.08250600099563599,0.02152400091290474,0.0707240030169487,3365294,0.0,0.0
2024-05-08 00:00:00+00:00,0.2045309990644455,0.27025100588798523,0.11710000038146973,0.1629669964313507,13503578,0.0,0.0
2024-05-09 00:00:00+00:00,0.16174300014972687,0.1772720068693161,0.10971199721097946,0.14038899540901184,3389156,0.0,0.0
2024-05-10 00:00:00+00:00,0.14038899540901184,0.17211799323558807,0.11438000202178955,0.11910899728536606,3352360,0.0,0.0
2024-05-11 00:00:00+00:00,0.1198360025882721,0.14730800688266754,0.102292999625206,0.11790800094604492,2147467,0.0,0.0
