TIMESTAMP,LINU_OPEN_PRICE_USD,LINU_HIGH_PRICE_USD,LINU_LOW_PRICE_USD,LINU_CLOSE_PRICE_USD,LINU_VOLUME_USD,LINU_DIVIDENDS_USD,LINU_STOCK_SPLITS_USD
2022-06-11 00:00:00+00:00,,,,0.0,197998,0.0,0.0
2022-06-12 00:00:00+00:00,,,,0.0,207917,0.0,0.0
2022-06-13 00:00:00+00:00,,,,0.0,89258,0.0,0.0
2022-06-14 00:00:00+00:00,,,,0.0,109347,0.0,0.0
2022-06-15 00:00:00+00:00,,,,0.0,35811,0.0,0.0
2022-06-16 00:00:00+00:00,,,,0.0,31038,0.0,0.0
2022-06-17 00:00:00+00:00,,,,0.0,76223,0.0,0.0
2022-06-18 00:00:00+00:00,,,,0.0,63318,0.0,0.0
2022-06-19 00:00:00+00:00,,,,0.0,50229,0.0,0.0
2022-06-20 00:00:00+00:00,,,,0.0,38694,0.0,0.0
2022-06-21 00:00:00+00:00,,,,0.0,45118,0.0,0.0
2022-06-22 00:00:00+00:00,,,,0.0,27372,0.0,0.0
2022-06-23 00:00:00+00:00,,,,0.0,33769,0.0,0.0
2022-06-24 00:00:00+00:00,,,,0.0,335253,0.0,0.0
2022-06-25 00:00:00+00:00,,,,0.0,104254,0.0,0.0
2022-06-26 00:00:00+00:00,,,,0.0,224200,0.0,0.0
2022-06-27 00:00:00+00:00,,,,0.0,441517,0.0,0.0
2022-06-28 00:00:00+00:00,,,,0.0,1531194,0.0,0.0
2022-06-29 00:00:00+00:00,,,,0.0,1623321,0.0,0.0
2022-06-30 00:00:00+00:00,,,,0.0,724453,0.0,0.0
2022-07-01 00:00:00+00:00,,,,0.0,793362,0.0,0.0
2022-07-02 00:00:00+00:00,,,,0.0,218118,0.0,0.0
2022-07-03 00:00:00+00:00,,,,0.0,278458,0.0,0.0
2022-07-04 00:00:00+00:00,,,,0.0,185052,0.0,0.0
2022-07-05 00:00:00+00:00,,,,0.0,287586,0.0,0.0
2022-07-06 00:00:00+00:00,,,,0.0,552283,0.0,0.0
2022-07-07 00:00:00+00:00,,,,0.0,599640,0.0,0.0
2022-07-08 00:00:00+00:00,,,,0.0,323172,0.0,0.0
2022-07-09 00:00:00+00:00,,,,0.0,179300,0.0,0.0
2022-07-10 00:00:00+00:00,,,,0.0,347459,0.0,0.0
2022-07-11 00:00:00+00:00,,,,0.0,698963,0.0,0.0
2022-07-12 00:00:00+00:00,,,,0.0,353724,0.0,0.0
2022-07-13 00:00:00+00:00,,,,0.0,369367,0.0,0.0
2022-07-14 00:00:00+00:00,,,,0.0,367048,0.0,0.0
2022-07-15 00:00:00+00:00,,,,0.0,411264,0.0,0.0
2022-07-16 00:00:00+00:00,,,,0.0,337996,0.0,0.0
2022-07-17 00:00:00+00:00,,,,0.0,253065,0.0,0.0
2022-07-18 00:00:00+00:00,,,,0.0,451046,0.0,0.0
2022-07-19 00:00:00+00:00,,,,0.0,377010,0.0,0.0
2022-07-20 00:00:00+00:00,,,,0.0,271588,0.0,0.0
2022-07-21 00:00:00+00:00,,,,0.0,423034,0.0,0.0
2022-07-22 00:00:00+00:00,,,,0.0,297408,0.0,0.0
2022-07-23 00:00:00+00:00,,,,0.0,268140,0.0,0.0
2022-07-24 00:00:00+00:00,,,,0.0,295981,0.0,0.0
2022-07-25 00:00:00+00:00,,,,0.0,453042,0.0,0.0
2022-07-26 00:00:00+00:00,,,,0.0,267850,0.0,0.0
2022-07-27 00:00:00+00:00,,,,0.0,437179,0.0,0.0
2022-07-28 00:00:00+00:00,,,,0.0,466477,0.0,0.0
2022-07-29 00:00:00+00:00,,,,0.0,298125,0.0,0.0
2022-07-30 00:00:00+00:00,,,,0.0,262894,0.0,0.0
2022-07-31 00:00:00+00:00,,,,0.0,197710,0.0,0.0
2022-08-01 00:00:00+00:00,,,,0.0,200098,0.0,0.0
2022-08-02 00:00:00+00:00,,,,0.0,227294,0.0,0.0
2022-08-03 00:00:00+00:00,,,,0.0,126309,0.0,0.0
2022-08-04 00:00:00+00:00,,,,0.0,187340,0.0,0.0
2022-08-05 00:00:00+00:00,,,,0.0,149212,0.0,0.0
2022-08-06 00:00:00+00:00,,,,0.0,252717,0.0,0.0
2022-08-07 00:00:00+00:00,,,,0.0,213535,0.0,0.0
2022-08-08 00:00:00+00:00,,,,0.0,355007,0.0,0.0
2022-08-09 00:00:00+00:00,,,,0.0,220993,0.0,0.0
