TIMESTAMP,KARRAT_OPEN_PRICE_USD,KARRAT_HIGH_PRICE_USD,KARRAT_LOW_PRICE_USD,KARRAT_CLOSE_PRICE_USD,KARRAT_VOLUME_USD,KARRAT_DIVIDENDS_USD,KARRAT_STOCK_SPLITS_USD
2024-04-22 00:00:00+00:00,0.8934450149536133,1.0844730138778687,0.7765899896621704,0.8902009725570679,29420428,0.0,0.0
2024-04-23 00:00:00+00:00,0.8928850293159485,1.000756025314331,0.7476329803466797,0.7922430038452148,22237229,0.0,0.0
2024-04-24 00:00:00+00:00,0.7987229824066162,0.8279820084571838,0.6447939872741699,0.7352809906005859,15193239,0.0,0.0
2024-04-25 00:00:00+00:00,0.730338990688324,0.7381889820098877,0.6314359903335571,0.688398003578186,5840480,0.0,0.0
2024-04-26 00:00:00+00:00,0.6871079802513123,0.7782220244407654,0.6859229803085327,0.6956729888916016,8822091,0.0,0.0
2024-04-27 00:00:00+00:00,0.685135006904602,0.7774689793586731,0.6513270139694214,0.7383639812469482,6270802,0.0,0.0
2024-04-28 00:00:00+00:00,0.7383660078048706,0.7917649745941162,0.6703810095787048,0.6832219958305359,7038081,0.0,0.0
2024-04-29 00:00:00+00:00,0.6826040148735046,0.6898429989814758,0.621097981929779,0.6344969868659973,5831089,0.0,0.0
2024-04-30 00:00:00+00:00,0.6343250274658203,0.6574469804763794,0.5486900210380554,0.5733709931373596,6007222,0.0,0.0
2024-05-01 00:00:00+00:00,0.5730479955673218,0.5901619791984558,0.520753026008606,0.5443310141563416,3879526,0.0,0.0
2024-05-02 00:00:00+00:00,0.544634997844696,0.6409900188446045,0.5154119729995728,0.5946940183639526,6771243,0.0,0.0
2024-05-03 00:00:00+00:00,0.590224027633667,0.6563990116119385,0.5876650214195251,0.6497060060501099,4833552,0.0,0.0
2024-05-04 00:00:00+00:00,0.6350910067558289,0.6543650031089783,0.598986029624939,0.5993480086326599,2645067,0.0,0.0
2024-05-05 00:00:00+00:00,0.5993729829788208,0.6209369897842407,0.5876209735870361,0.6025149822235107,1520058,0.0,0.0
2024-05-06 00:00:00+00:00,0.5951480269432068,0.6253460049629211,0.5841299891471863,0.5890899896621704,1946324,0.0,0.0
