TIMESTAMP,PEN_OPEN_PRICE_USD,PEN_HIGH_PRICE_USD,PEN_LOW_PRICE_USD,PEN_CLOSE_PRICE_USD,PEN_VOLUME_USD,PEN_DIVIDENDS_USD,PEN_STOCK_SPLITS_USD
2022-04-21 00:00:00+00:00,0.10252799838781357,0.1510400027036667,0.10241500288248062,0.10466600209474564,116457,0.0,0.0
2022-04-22 00:00:00+00:00,0.10466500371694565,0.115618996322155,0.05209200084209442,0.057314999401569366,187047,0.0,0.0
2022-04-23 00:00:00+00:00,0.057305000722408295,0.0896029993891716,0.057305000722408295,0.0895719975233078,193356,0.0,0.0
2022-04-24 00:00:00+00:00,0.08957099914550781,0.10611800104379654,0.08656399697065353,0.08796600252389908,173981,0.0,0.0
2022-04-25 00:00:00+00:00,0.08796700090169907,0.09394100308418274,0.08551699668169022,0.09334100037813187,171433,0.0,0.0
2022-04-26 00:00:00+00:00,0.09333900362253189,0.12151599675416946,0.09001299738883972,0.11119899898767471,165564,0.0,0.0
2022-04-27 00:00:00+00:00,0.11119700223207474,0.11249899864196777,0.10090500116348267,0.1057099997997284,217902,0.0,0.0
2022-04-28 00:00:00+00:00,0.1057099997997284,0.1309559941291809,0.10171200335025787,0.13046500086784363,272679,0.0,0.0
2022-04-29 00:00:00+00:00,0.13046599924564362,0.1819559931755066,0.1252010017633438,0.15079699456691742,130313,0.0,0.0
2022-04-30 00:00:00+00:00,0.1507979929447174,0.15696099400520325,0.14628000557422638,0.15071499347686768,252735,0.0,0.0
2022-05-01 00:00:00+00:00,0.15071499347686768,0.15324300527572632,0.1477939933538437,0.15020400285720825,342481,0.0,0.0
2022-05-02 00:00:00+00:00,0.15020200610160828,0.15218399465084076,0.14784400165081024,0.14888399839401245,317390,0.0,0.0
2022-05-03 00:00:00+00:00,0.14888300001621246,0.15551699697971344,0.14888300001621246,0.15156300365924835,325518,0.0,0.0
2022-05-04 00:00:00+00:00,0.1515599936246872,0.15492700040340424,0.14939400553703308,0.15371400117874146,323446,0.0,0.0
2022-05-05 00:00:00+00:00,0.15371400117874146,0.1546420007944107,0.14994099736213684,0.15092900395393372,303358,0.0,0.0
2022-05-06 00:00:00+00:00,0.15092900395393372,0.1563899964094162,0.14943000674247742,0.15141500532627106,310504,0.0,0.0
2022-05-07 00:00:00+00:00,0.15141400694847107,0.15546299517154694,0.1480100005865097,0.1480100005865097,305710,0.0,0.0
2022-05-08 00:00:00+00:00,0.1480100005865097,0.15484200417995453,0.1466040015220642,0.1473979949951172,329598,0.0,0.0
2022-05-09 00:00:00+00:00,0.14740100502967834,0.14752399921417236,0.14327800273895264,0.14608900249004364,269770,0.0,0.0
2022-05-10 00:00:00+00:00,0.14609499275684357,0.14793899655342102,0.14487500488758087,0.14674299955368042,310101,0.0,0.0
2022-05-11 00:00:00+00:00,0.14674299955368042,0.1483130007982254,0.13258099555969238,0.13398300111293793,272040,0.0,0.0
2022-05-12 00:00:00+00:00,0.13398399949073792,0.13593199849128723,0.11927500367164612,0.12400300055742264,241091,0.0,0.0
2022-05-13 00:00:00+00:00,0.12399300187826157,0.12552200257778168,0.11945199966430664,0.1215210035443306,235637,0.0,0.0
2022-05-14 00:00:00+00:00,0.1215210035443306,0.1220329999923706,0.11361200362443924,0.11361200362443924,249971,0.0,0.0
2022-05-15 00:00:00+00:00,0.11361200362443924,0.11486899852752686,0.10982099920511246,0.11228399723768234,219041,0.0,0.0
2022-05-16 00:00:00+00:00,0.11228500306606293,0.11444900184869766,0.08333300054073334,0.0854249969124794,190254,0.0,0.0
2022-05-17 00:00:00+00:00,0.0854249969124794,0.08921899646520615,0.08070799708366394,0.0888340026140213,175145,0.0,0.0
