TIMESTAMP,DVNQ_OPEN_PRICE_USD,DVNQ_HIGH_PRICE_USD,DVNQ_LOW_PRICE_USD,DVNQ_CLOSE_PRICE_USD,DVNQ_VOLUME_USD,DVNQ_DIVIDENDS_USD,DVNQ_STOCK_SPLITS_USD
2022-03-24 00:00:00+00:00,111.13838195800781,111.82282257080078,108.67442321777344,111.46543884277344,37145,0.0,0.0
2022-03-25 00:00:00+00:00,111.46543884277344,117.2706298828125,110.03620147705078,115.7555160522461,186909,0.0,0.0
2022-03-26 00:00:00+00:00,115.7555160522461,116.0890884399414,113.93673706054688,114.21593475341797,14670,0.0,0.0
2022-03-27 00:00:00+00:00,114.21593475341797,115.33899688720703,111.72880554199219,112.5083236694336,21294,0.0,0.0
2022-03-28 00:00:00+00:00,112.5083236694336,113.46993255615234,105.3287353515625,111.62884521484375,45245,0.0,0.0
2022-03-29 00:00:00+00:00,111.62884521484375,113.14218139648438,106.66069793701172,109.2237548828125,29569,0.0,0.0
2022-03-30 00:00:00+00:00,109.2237548828125,119.27465057373047,107.71846008300781,115.91726684570312,265600,0.0,0.0
2022-03-31 00:00:00+00:00,115.91726684570312,123.97103118896484,106.51187133789062,114.62488555908203,138829,0.0,0.0
2022-04-01 00:00:00+00:00,114.62488555908203,116.265380859375,104.36467742919922,107.33303833007812,61347,0.0,0.0
2022-04-02 00:00:00+00:00,107.33303833007812,112.77001953125,105.24503326416016,105.76366424560547,33511,0.0,0.0
2022-04-03 00:00:00+00:00,105.76366424560547,117.4990463256836,103.61278533935547,113.31706237792969,369680,0.0,0.0
2022-04-04 00:00:00+00:00,113.31706237792969,114.9918212890625,109.31571960449219,111.85235595703125,220767,0.0,0.0
2022-04-05 00:00:00+00:00,111.85235595703125,114.89535522460938,110.94496154785156,111.36512756347656,96452,0.0,0.0
2022-04-06 00:00:00+00:00,111.36512756347656,116.21138000488281,109.4218521118164,114.12671661376953,67685,0.0,0.0
2022-04-07 00:00:00+00:00,114.12671661376953,117.58631134033203,111.70260620117188,112.78380584716797,28045,0.0,0.0
2022-04-08 00:00:00+00:00,112.78380584716797,114.61161041259766,111.34355926513672,113.91789245605469,21783,0.0,0.0
2022-04-09 00:00:00+00:00,113.91789245605469,115.37564086914062,112.73667907714844,114.1572494506836,25882,0.0,0.0
2022-04-10 00:00:00+00:00,114.1572494506836,116.15965270996094,110.73310852050781,113.76025390625,60632,0.0,0.0
