TIMESTAMP,BRYAN_OPEN_PRICE_USD,BRYAN_HIGH_PRICE_USD,BRYAN_LOW_PRICE_USD,BRYAN_CLOSE_PRICE_USD,BRYAN_VOLUME_USD,BRYAN_DIVIDENDS_USD,BRYAN_STOCK_SPLITS_USD
2025-02-26 00:00:00+00:00,,,,0.0,3495,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,2564,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,1833,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,312,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,2058,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,2172,0.0,0.0
2025-03-10 00:00:00+00:00,,,,0.0,44,0.0,0.0
2025-03-17 00:00:00+00:00,,,,0.0,19,0.0,0.0
2025-03-18 00:00:00+00:00,,,,0.0,9862,0.0,0.0
2025-03-24 00:00:00+00:00,,,,0.0,1642,0.0,0.0
2025-03-25 00:00:00+00:00,,,,0.0,2753,0.0,0.0
2025-03-27 00:00:00+00:00,,,,0.0,1537,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,860,0.0,0.0
2025-04-17 00:00:00+00:00,,,,0.0,26498,0.0,0.0
2025-04-18 00:00:00+00:00,,,,0.0,131116,0.0,0.0
2025-04-19 00:00:00+00:00,,,,0.0,19272,0.0,0.0
2025-04-20 00:00:00+00:00,,,,0.0,29384,0.0,0.0
2025-04-21 00:00:00+00:00,,,,0.0,38033,0.0,0.0
2025-04-22 00:00:00+00:00,,,,0.0,2570,0.0,0.0
2025-04-23 00:00:00+00:00,,,,0.0,5533,0.0,0.0
2025-04-24 00:00:00+00:00,,,,0.0,20249,0.0,0.0
2025-04-26 00:00:00+00:00,,,,0.0,6142,0.0,0.0
2025-04-27 00:00:00+00:00,,,,0.0,1503,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,11131,0.0,0.0
2025-05-03 00:00:00+00:00,,,,0.0,1950,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,3903,0.0,0.0
2025-05-07 00:00:00+00:00,,,,0.0,53993,0.0,0.0
2025-05-08 00:00:00+00:00,,,,0.0,54746,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,19412,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,18048,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,6426,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,13854,0.0,0.0
2025-05-14 00:00:00+00:00,,,,0.0,11452,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,10463,0.0,0.0
2025-05-16 00:00:00+00:00,,,,0.0,12932,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,13982,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,12455,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,6809,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,11129,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,102,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,715,0.0,0.0
2025-05-31 00:00:00+00:00,,,,0.0,638,0.0,0.0
2025-06-01 00:00:00+00:00,8.659272743294366e-10,8.659272743294366e-10,7.961790671195956e-10,8.1615098013188e-10,1564,0.0,0.0
