TIMESTAMP,VON_OPEN_PRICE_USD,VON_HIGH_PRICE_USD,VON_LOW_PRICE_USD,VON_CLOSE_PRICE_USD,VON_VOLUME_USD,VON_DIVIDENDS_USD,VON_STOCK_SPLITS_USD
2024-12-17 00:00:00+00:00,2.300000051036477e-05,5.0999999075429514e-05,2.300000051036477e-05,4.8999998398358e-05,5794,0.0,0.0
2024-12-18 00:00:00+00:00,4.8999998398358e-05,4.8999998398358e-05,4.099999932805076e-05,4.3000000005122274e-05,3018,0.0,0.0
2024-12-19 00:00:00+00:00,4.3000000005122274e-05,5.900000178371556e-05,4.199999966658652e-05,5.8000001445179805e-05,3179,0.0,0.0
2024-12-20 00:00:00+00:00,5.8000001445179805e-05,9.200000204145908e-05,5.6000000768108293e-05,9.200000204145908e-05,4878,0.0,0.0
2024-12-21 00:00:00+00:00,9.200000204145908e-05,0.00010199999815085903,6.600000051548705e-05,7.400000322377309e-05,6858,0.0,0.0
2024-12-22 00:00:00+00:00,7.400000322377309e-05,7.899999764049426e-05,6.399999983841553e-05,6.600000051548705e-05,3351,0.0,0.0
2024-12-23 00:00:00+00:00,6.600000051548705e-05,0.00012599999899975955,6.500000017695129e-05,0.00012599999899975955,30407,0.0,0.0
2024-12-24 00:00:00+00:00,0.00012599999899975955,0.00014200000441633165,2.2000000171829015e-05,2.9999999242136255e-05,4447774,0.0,0.0
2024-12-25 00:00:00+00:00,2.9999999242136255e-05,4.099999932805076e-05,2.2000000171829015e-05,2.9999999242136255e-05,1893428,0.0,0.0
2024-12-26 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,1.8000000636675395e-05,1.8000000636675395e-05,455661,0.0,0.0
2024-12-27 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.4999999621068127e-05,1.5999999959603883e-05,336039,0.0,0.0
2024-12-28 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.4999999621068127e-05,1.4999999621068127e-05,212260,0.0,0.0
2024-12-29 00:00:00+00:00,1.4999999621068127e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.2999999853491317e-05,218386,0.0,0.0
2024-12-30 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2000000424450263e-05,220828,0.0,0.0
2024-12-31 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,1.1000000085914508e-05,1.1000000085914508e-05,210152,0.0,0.0
2025-01-01 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.999999747378752e-06,9.999999747378752e-06,213788,0.0,0.0
2025-01-02 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,9.999999747378752e-06,9.999999747378752e-06,212834,0.0,0.0
