,MSE,MAE,RMSE,MAPE,R2
0,0.0008965315500599285,0.024506521060527822,0.02994213669830409,0.045939177204316235,0.8299352458312126
1,0.00045550481282769986,0.01701072950591231,0.021342558722601653,0.03404054369759034,0.7774152431296301
2,0.0009644299009999256,0.024995782129919715,0.031055271710289795,0.033966463527069966,0.6957707854122684
3,0.0020114393203970677,0.03530698262286327,0.04484907268157356,0.045419380595458074,0.7363720664458027
4,0.0012316413014843602,0.028353478149212123,0.03509474749138908,0.030809938740780477,0.8026319676417611
5,0.0020048340543585928,0.03524444009109365,0.044775373302280715,0.03380976873219179,0.29186809449000395
6,0.0012205086235918268,0.027490115827493437,0.03493577855997812,0.028591389810560225,0.5998933626241931
7,0.0009976920832216846,0.024563582631892737,0.031586264154244086,0.0348084477777469,0.9161329328282368
8,0.0010888097792162716,0.02516733747256421,0.032997117741043254,0.03664804548402874,0.5366738462358795
9,0.00048601385339257637,0.018373922518193794,0.02204572188413381,0.027434535031956597,0.8932617568534058
10,0.0005991484449407405,0.019072158024413373,0.024477508961100198,0.026179079205974006,0.7650130188714953
11,0.0008285243688333833,0.023852128038531355,0.02878409923609532,0.04688575602247503,0.8914830822553438
Mean,0.0010654231744436713,0.025328098172718153,0.03182380426191947,0.0353777104858457,0.7280376168849361
