TIMESTAMP,BRN19519_OPEN_PRICE_USD,BRN19519_HIGH_PRICE_USD,BRN19519_LOW_PRICE_USD,BRN19519_CLOSE_PRICE_USD,BRN19519_VOLUME_USD,BRN19519_DIVIDENDS_USD,BRN19519_STOCK_SPLITS_USD
2022-04-15 00:00:00+00:00,4.695353031158447,4.76463508605957,3.5660269260406494,4.133523941040039,1219679,0.0,0.0
2022-04-16 00:00:00+00:00,4.133523941040039,5.132638931274414,4.094595909118652,4.741253852844238,800680,0.0,0.0
2022-04-17 00:00:00+00:00,4.741253852844238,5.289228916168213,4.326272964477539,4.558088779449463,457608,0.0,0.0
2022-04-18 00:00:00+00:00,4.558088779449463,4.619042873382568,3.737560987472534,3.9680678844451904,464572,0.0,0.0
2022-04-19 00:00:00+00:00,3.9680678844451904,4.271815776824951,3.860074996948242,3.997530937194824,372946,0.0,0.0
2022-04-20 00:00:00+00:00,3.997530937194824,4.41761589050293,3.8410849571228027,4.165040969848633,321079,0.0,0.0
2022-04-21 00:00:00+00:00,4.165040969848633,4.809161186218262,4.080198764801025,4.6228718757629395,472537,0.0,0.0
2022-04-22 00:00:00+00:00,4.6228718757629395,5.352772235870361,4.407683849334717,5.055857181549072,625673,0.0,0.0
2022-04-23 00:00:00+00:00,5.055862903594971,6.0501389503479,5.055862903594971,5.832018852233887,608605,0.0,0.0
2022-04-24 00:00:00+00:00,5.83201789855957,6.126467227935791,5.528145790100098,6.038454055786133,494017,0.0,0.0
2022-04-25 00:00:00+00:00,6.038454055786133,7.3044562339782715,5.743535041809082,6.109889984130859,1060671,0.0,0.0
2022-04-26 00:00:00+00:00,6.109889984130859,6.356448173522949,5.54995584487915,5.852402210235596,1046032,0.0,0.0
2022-04-27 00:00:00+00:00,5.852402210235596,6.803338050842285,3.507733106613159,4.106884002685547,1799294,0.0,0.0
2022-04-28 00:00:00+00:00,4.106888771057129,5.909286975860596,3.191999912261963,4.095269203186035,2215714,0.0,0.0
2022-04-29 00:00:00+00:00,4.095310211181641,4.24537992477417,3.6928999423980713,3.6958351135253906,677758,0.0,0.0
2022-04-30 00:00:00+00:00,3.6958351135253906,3.7655389308929443,3.162764072418213,3.169343948364258,269032,0.0,0.0
2022-05-01 00:00:00+00:00,3.1693360805511475,3.6444458961486816,2.6804239749908447,2.832824945449829,467452,0.0,0.0
2022-05-02 00:00:00+00:00,2.8328120708465576,3.1903610229492188,2.755002021789551,2.8266069889068604,370004,0.0,0.0
2022-05-03 00:00:00+00:00,2.8266029357910156,4.010309219360352,2.4684898853302,2.9297358989715576,969542,0.0,0.0
2022-05-04 00:00:00+00:00,2.929694890975952,3.334444999694824,2.7401070594787598,2.868277072906494,772245,0.0,0.0
2022-05-05 00:00:00+00:00,2.8682808876037598,2.997865915298462,2.0769009590148926,2.4362330436706543,419321,0.0,0.0
2022-05-06 00:00:00+00:00,2.436234951019287,2.4623219966888428,2.135972023010254,2.135978937149048,166720,0.0,0.0
2022-05-07 00:00:00+00:00,2.1359639167785645,2.2439510822296143,1.7186379432678223,1.8661279678344727,148936,0.0,0.0
2022-05-08 00:00:00+00:00,1.8661279678344727,2.1983768939971924,1.7149759531021118,1.9049190282821655,153956,0.0,0.0
2022-05-09 00:00:00+00:00,1.9049439430236816,1.9416389465332031,1.5112290382385254,1.5232599973678589,107754,0.0,0.0
2022-05-10 00:00:00+00:00,1.5232629776000977,1.8638750314712524,1.3432129621505737,1.5030020475387573,140996,0.0,0.0
2022-05-11 00:00:00+00:00,1.5029850006103516,1.5029850006103516,0.696789026260376,0.7628340125083923,85388,0.0,0.0
2022-05-12 00:00:00+00:00,0.7628369927406311,0.8441619873046875,0.7211030125617981,0.8117430210113525,29951,0.0,0.0
