,K,Alpha,Tau,MSE
219,15,2500,0.05,0.24615356823229967
220,9,1000,0.3,0.24627240939169853
221,15,1500,0.05,0.256479032302821
222,10,750,0.3,0.2585491754900064
223,11,1750,0.3,0.26167306080003955
224,15,3500,0.3,0.26609566231496223
225,7,500,0.3,0.28184592540114883
226,14,2000,0.25,0.284731744632287
227,15,2500,0.3,0.28581594359507007
228,13,1750,0.15,0.2870434971932758
229,11,1500,0.2,0.29022044552814913
230,14,1750,0.05,0.29101008784536725
231,14,1500,0.15,0.310250563370863
232,15,1750,0.1,0.32060956522231016
233,15,500,0.0,0.3208276339884072
234,11,750,0.05,0.32455419937043234
235,9,500,0.15,0.3335739088276073
236,13,1500,0.15,0.3364335583661085
237,14,2000,0.05,0.3431758080258411
238,13,1750,0.2,0.3453432963084023
239,14,2750,0.1,0.3498057581723723
240,12,1250,0.05,0.350753926459299
241,15,3000,0.05,0.3532385184704845
242,15,2500,0.25,0.3546761532782383
243,14,500,0.0,0.3587645114877273
244,8,500,0.15,0.36308319251268173
245,10,1000,0.1,0.36843877833689986
246,14,3250,0.2,0.36952486653360106
247,12,1500,0.3,0.3800014741050093
248,12,1750,0.25,0.38681773628779026
249,14,1500,0.05,0.38875947604467936
250,11,1750,0.25,0.39335513072745504
251,10,250,0.0,0.39469147480506306
252,14,2000,0.3,0.3951384484574816
253,14,1500,0.1,0.40451501892442465
254,11,1500,0.25,0.4288882121518733
255,15,3500,0.25,0.43295140143999844
256,10,750,0.1,0.44891862566371443
257,11,750,0.1,0.4517899597655971
258,9,750,0.2,0.4567040413367533
259,15,2250,0.15,0.4641552359301967
260,14,2500,0.05,0.47080817635040045
261,15,2500,0.2,0.47428715019872925
262,12,1500,0.2,0.47976131419688733
263,10,1250,0.15,0.48465742223349334
264,15,2750,0.05,0.4885825136360264
265,14,2250,0.2,0.4925341355407091
266,7,500,0.25,0.4933193030347496
267,13,1250,0.05,0.4948379461427747
268,11,1000,0.25,0.5004893881225058
269,15,3750,0.3,0.5103920481177142
270,14,2250,0.25,0.5104580033276268
271,15,3750,0.1,0.5122286479901472
272,15,3500,0.15,0.5124219898721986
273,13,500,0.0,0.5180487838914071
274,15,2250,0.1,0.5208373219411221
275,15,2750,0.3,0.5224862575455845
276,14,1750,0.15,0.5449288008942791
277,15,4000,0.3,0.5460479082315443
278,7,500,0.15,0.5476078557837134
279,10,1000,0.25,0.5479050695875453
280,9,500,0.1,0.5555615036763542
281,13,2500,0.3,0.5724671035999896
282,15,4250,0.15,0.5788410303891306
283,10,1000,0.15,0.5828208478834126
284,13,2000,0.15,0.5890610863133923
285,11,1500,0.1,0.5935785168371492
286,14,2000,0.2,0.6188980481710048
287,14,2250,0.3,0.6254286570279375
288,15,3750,0.2,0.6278697886744878
289,15,3500,0.05,0.653317265114178
290,13,3250,0.25,0.6564182300228021
291,7,750,0.25,0.6706179736654118
292,15,2000,0.05,0.6729743473294616
293,9,250,0.0,0.7037934810747637
294,15,3250,0.2,0.7201398496784043
295,15,4000,0.2,0.7231626634849971
296,15,750,0.0,0.7259301929251434
297,12,2000,0.3,0.74115359279773
298,15,2250,0.05,0.7649217439808877
299,11,2000,0.2,0.7670857000423432
300,12,1500,0.25,0.7714030340127173
301,15,3250,0.3,0.7744979359035603
302,9,500,0.05,0.7755243472760622
303,7,500,0.1,0.7766115162418255
304,14,2250,0.05,0.7828476897743123
305,10,1000,0.2,0.7857585403220291
306,15,3000,0.2,0.7903202803086904
307,15,2500,0.15,0.7943505025900787
308,15,3500,0.2,0.7976261391925644
309,14,750,0.0,0.8098927935313783
310,15,4500,0.2,0.8110613864011209
311,15,5000,0.2,0.8261373917825376
312,12,1750,0.2,0.8275207319152266
313,15,2750,0.15,0.8334174481266009
314,14,2000,0.1,0.8341341221699756
315,10,750,0.05,0.8396835194613739
316,15,4750,0.25,0.8396885129889377
317,11,2000,0.3,0.8412856571334515
318,13,1750,0.1,0.8430020638647949
319,12,500,0.0,0.85025347921673
320,15,3000,0.15,0.8586077979856073
321,15,2750,0.2,0.8607541118086602
322,14,3500,0.25,0.8691024931833261
323,15,3250,0.15,0.8733373277836239
324,15,3000,0.3,0.8733403763113158
325,12,1750,0.3,0.8779317365714638
326,11,1000,0.05,0.8848104368769748
327,11,1250,0.25,0.8890873649756398
328,15,2500,0.1,0.8956800735673868
329,11,1500,0.15,0.8994663378085097
330,15,4750,0.2,0.900936793095191
331,12,2000,0.25,0.9052392335638234
332,13,2000,0.3,0.9195675557415938
333,15,4500,0.1,0.9199919571673701
334,11,1250,0.1,0.9257548050964893
335,15,4250,0.25,0.9279674251561406
336,12,2500,0.15,0.9426445646638998
337,14,3250,0.25,0.9440493524941157
338,11,1750,0.1,0.9607806316894912
339,12,1500,0.15,0.9608809192319882
340,8,750,0.2,0.9662160594985512
341,11,500,0.0,0.9728742585234942
342,13,2000,0.05,1.0233973406173484
343,10,1000,0.3,1.032731337610182
344,12,1750,0.1,1.0330260672943739
345,11,1250,0.2,1.0349202080456217
346,9,750,0.05,1.0376432530678
347,9,750,0.25,1.0502423082541932
348,8,250,0.0,1.0723232166608099
349,13,2250,0.3,1.0749956708554895
350,13,2000,0.2,1.078149109081596
351,14,3750,0.25,1.0939696580622018
352,14,3000,0.25,1.096337730815836
353,7,500,0.2,1.104485125299954
354,11,1000,0.15,1.1073222821190496
355,15,2750,0.1,1.1131702446874483
356,8,750,0.15,1.1153278429712485
357,14,2250,0.1,1.1187099710532207
358,12,1750,0.15,1.1367391061518344
359,15,4750,0.3,1.1398747867307302
360,15,5500,0.3,1.1475033694414383
361,9,750,0.1,1.1530725526683518
362,15,3750,0.05,1.154367408311836
363,13,750,0.0,1.1611396450402662
364,14,2000,0.15,1.16737256572109
365,14,3500,0.3,1.1731932268654885
366,5,250,0.25,1.176117873456061
367,15,3250,0.25,1.1808889339658994
368,5,250,0.05,1.1909844227245612
369,10,1500,0.15,1.197650370521608
370,8,500,0.05,1.2076473942960146
371,14,2500,0.25,1.2123046658429235
372,14,4000,0.25,1.2211618385732759
373,15,1000,0.0,1.2248594612403443
374,11,1000,0.2,1.229583801487683
375,12,2250,0.2,1.2323992382615137
376,13,2000,0.25,1.234556382729119
377,15,5000,0.3,1.239763027205438
378,11,1500,0.3,1.2692550501865318
379,15,3500,0.1,1.2723109989772683
380,12,1000,0.05,1.2737251661501916
381,10,1750,0.2,1.3076203078493567
382,13,1750,0.05,1.3160960009203384
383,12,1250,0.2,1.325664895242761
384,15,5750,0.3,1.3320696353150951
385,15,3000,0.1,1.340955422402858
386,15,4000,0.25,1.3425518025898318
387,14,2500,0.1,1.3473558498573024
388,15,4500,0.3,1.3542689146809117
389,14,1000,0.0,1.3573529829817075
390,8,500,0.1,1.365975678793635
391,4,250,0.25,1.38073946564583
392,12,2000,0.2,1.3998366417810801
393,6,500,0.3,1.4008840899466948
394,13,1500,0.1,1.4105415357735114
395,6,500,0.2,1.413664818529396
396,11,1000,0.1,1.4271606152958713
397,14,2750,0.25,1.4274853535543133
398,7,1000,0.3,1.4374073205527618
399,15,4250,0.3,1.4391692223169097
400,10,500,0.0,1.4480858186527945
401,10,1250,0.1,1.4489460648067334
402,14,3250,0.3,1.4566579295426654
403,15,6000,0.2,1.4608784052879236
404,15,3750,0.25,1.4952081268431605
405,15,4000,0.05,1.4953901804716339
406,15,4000,0.15,1.507139436469645
407,14,2750,0.05,1.5122893367961063
408,13,2000,0.1,1.5223637793318425
409,11,1500,0.05,1.53220078828295
410,13,3000,0.05,1.5388888729071677
411,10,1250,0.3,1.5585562093434948
412,14,3000,0.2,1.5708566559182322
413,9,1250,0.25,1.5768976515087276
414,15,3250,0.05,1.5809339408084915
415,8,750,0.25,1.5866166380147846
416,15,4500,0.15,1.5868255451349584
417,11,2250,0.25,1.596733551818631
418,14,2750,0.3,1.5988502074743984
419,14,3750,0.3,1.6011935372495911
420,11,1750,0.15,1.6031552232799635
421,5,250,0.1,1.623391379474783
422,12,2250,0.05,1.6350742874311832
423,12,2000,0.05,1.6352468069915347
424,15,3250,0.1,1.6404993071535088
425,14,2250,0.15,1.6473824444146652
426,13,2750,0.3,1.6521211953807107
427,15,3750,0.15,1.6634792436506198
428,15,5250,0.3,1.6662656078097489
429,15,4750,0.1,1.66855848394183
430,15,4250,0.2,1.6718697931748026
431,10,1750,0.3,1.6749224899691806
432,13,2250,0.1,1.6785462225156984
433,12,2000,0.1,1.682712132729842
434,14,3000,0.05,1.6852409406099553
435,14,2500,0.2,1.69348484891359
436,10,1250,0.2,1.7020996384273923
437,13,2500,0.25,1.7034898540224541
438,7,750,0.15,1.7130573828677786
439,14,3000,0.1,1.7381177868495215
440,13,1500,0.05,1.7476533819184736
441,12,750,0.0,1.762782041370613
442,11,1750,0.05,1.7656055548875078
443,8,750,0.05,1.765676786808455
444,13,3000,0.3,1.779678554004113
445,9,1250,0.3,1.782500683371755
446,13,3500,0.25,1.7939276027360296
447,9,1000,0.2,1.8056475841411554
448,15,1250,0.0,1.8184406543715927
449,14,4500,0.3,1.8185766387482594
450,14,3250,0.05,1.8222434496036015
451,7,250,0.0,1.8253490299397839
452,13,2250,0.25,1.8278470933633655
453,14,2500,0.15,1.8300304304782256
454,13,2250,0.15,1.8520471266683651
455,10,1000,0.05,1.8537931597527622
456,9,1000,0.25,1.855625497515552
457,4,250,0.1,1.8678695062074175
458,14,4000,0.3,1.8696357294956303
459,14,3500,0.2,1.8733460200039138
460,15,6000,0.25,1.8772955397831177
461,11,1250,0.15,1.880521317255744
462,13,1000,0.0,1.900040960990716
463,15,4250,0.1,1.9022083053169514
464,10,1500,0.3,1.9413654119276107
465,14,5250,0.3,1.9567465617745656
466,13,3000,0.2,1.963926821871469
467,13,3250,0.15,1.9667572260871382
468,12,2250,0.3,1.9873312143421207
469,15,4750,0.15,1.9933642132181413
470,11,750,0.0,1.99502320601929
471,14,1250,0.0,2.001536797757308
472,14,3000,0.3,2.0074945074776704
473,11,1250,0.05,2.022837533183761
474,15,5250,0.2,2.0258420149892107
475,4,250,0.2,2.037290660050962
476,13,4000,0.25,2.0461348718627743
477,13,4750,0.2,2.047404517811999
478,14,4250,0.3,2.0652390375279226
479,14,3750,0.2,2.074598691959449
480,14,3750,0.1,2.0926930196668443
481,13,4000,0.3,2.104386073750721
482,12,1750,0.05,2.1064278054063026
483,15,6000,0.1,2.1159752053967336
484,7,750,0.2,2.142585479359292
485,10,1250,0.25,2.143388162917333
486,15,5250,0.1,2.153578639562507
487,7,1000,0.25,2.1656877187999015
488,13,4500,0.1,2.170652620996504
489,14,3500,0.1,2.1711316703072394
490,9,1250,0.2,2.1825591496464742
491,14,4500,0.25,2.2145433569561597
492,9,500,0.0,2.224995589190628
493,15,5500,0.2,2.2543821793264978
494,14,2750,0.2,2.255455462148746
495,12,2500,0.3,2.2615569375725797
496,15,5000,0.1,2.272161633312198
497,13,2500,0.2,2.2854085920668195
498,15,4500,0.25,2.2906700861094964
499,13,3750,0.3,2.292319665839109
500,14,3500,0.15,2.293527968599454
501,14,5250,0.25,2.298787641416101
502,13,3000,0.1,2.3236669988292733
503,15,5500,0.25,2.3373620118355674
504,13,2750,0.2,2.347301528193801
505,12,1500,0.1,2.363677188285686
506,12,2250,0.25,2.3689949709487763
507,14,4000,0.2,2.378048288485533
508,11,2250,0.1,2.3881508884940743
509,15,5000,0.05,2.396261082304809
510,8,750,0.3,2.4066918439091283
511,12,2750,0.25,2.4083005282619787
512,14,2750,0.15,2.4166764221577477
513,14,4250,0.25,2.422385033073107
514,6,500,0.25,2.436858245758366
515,14,3500,0.05,2.4389569534007105
516,14,4250,0.1,2.4471837940844092
517,13,3500,0.3,2.4541790709983715
518,13,3500,0.15,2.4542259760208984
519,15,1500,0.0,2.491081185382221
520,11,2000,0.05,2.5070348092313646
521,9,1000,0.15,2.5253006751993468
522,15,5250,0.15,2.535781917992972
523,15,5500,0.15,2.5588101318751018
524,12,2500,0.25,2.5649009910362524
525,15,6000,0.3,2.5846287723028785
526,13,5500,0.2,2.5882389035235076
527,13,2500,0.05,2.599116828457159
528,15,7500,0.25,2.6030588147299714
529,15,5750,0.25,2.626313222199489
530,15,7250,0.25,2.6458222589573523
531,6,250,0.0,2.653973019275815
532,15,6250,0.1,2.6724917109884454
533,13,2250,0.05,2.723869430605692
534,14,1500,0.0,2.7264114200750624
535,14,4500,0.05,2.732221668427826
536,8,1250,0.2,2.736209150444264
537,7,500,0.05,2.7374063335224097
538,13,1250,0.0,2.7390897497125386
539,12,2500,0.05,2.740809739211161
540,14,3250,0.15,2.744989322964961
541,15,4250,0.05,2.75480229222032
542,9,1000,0.1,2.7644322201098004
543,10,2500,0.3,2.770255522505698
544,11,2750,0.3,2.7785943248875324
545,12,3250,0.25,2.789082538018048
546,14,4750,0.3,2.793097135417976
547,10,750,0.0,2.7964842307151274
548,13,2500,0.1,2.8417665162639643
549,8,1000,0.3,2.841973575406314
550,13,4750,0.3,2.8440599917777134
551,10,1500,0.1,2.8566375407810867
552,13,2750,0.15,2.885019134008416
553,15,6750,0.2,2.8956416080956195
554,15,5750,0.15,2.898448279682086
555,12,1000,0.0,2.907311255436468
556,9,1500,0.2,2.9331502408840207
557,14,4750,0.15,2.935055450608348
558,8,750,0.1,2.9565179087250173
559,13,2500,0.15,2.965356912975564
560,14,4000,0.1,2.9794505677765377
561,13,3000,0.15,2.9797392399946663
562,13,3750,0.2,2.9824949171660133
563,15,4750,0.05,2.986793161118062
564,13,2750,0.05,2.997886515133581
565,10,1500,0.25,3.000894121131241
566,7,750,0.05,3.011776424405297
567,12,2250,0.1,3.0157313294021533
568,13,3250,0.2,3.0269223739438433
569,8,1000,0.05,3.0273208568376906
570,15,4500,0.05,3.039726250879258
571,10,2250,0.2,3.0567406403442097
572,6,500,0.15,3.0588542250004624
573,9,1250,0.15,3.0637097017316095
574,6,750,0.25,3.0741682246037065
575,9,1500,0.15,3.0995249735943684
576,10,2000,0.25,3.10662582054705
577,12,1500,0.05,3.108870442366855
578,12,1250,0.0,3.134209356689479
579,11,2500,0.05,3.1576599362985847
580,15,6250,0.2,3.167680634907639
581,11,1750,0.2,3.1789815659563194
582,15,5000,0.25,3.1803372886962196
583,14,3000,0.15,3.1830733209811166
584,15,6500,0.3,3.2190692170611683
585,11,2500,0.3,3.224916721492116
586,12,2000,0.15,3.2268014805598715
587,10,2250,0.15,3.228694183207328
588,14,4500,0.1,3.230859794673635
589,11,1000,0.0,3.2384932496574077
590,15,1750,0.0,3.2424706755451655
591,14,5500,0.3,3.24352293659687
592,14,6500,0.2,3.2436684294567595
593,7,750,0.3,3.2494488959785586
594,14,4750,0.2,3.264283343627519
595,15,6250,0.3,3.2712404948148563
596,11,2000,0.15,3.280575593871548
597,14,3750,0.15,3.281333281391664
598,15,5250,0.05,3.310840265098413
599,9,1250,0.1,3.3232270807029147
600,12,2750,0.1,3.3262215076350965
601,14,5000,0.1,3.3278021740616865
602,15,7750,0.15,3.328873293784803
603,15,6250,0.15,3.3777446530041058
604,15,7500,0.3,3.429365381931318
605,10,2750,0.1,3.455543165371129
606,14,5250,0.2,3.4596531009666505
607,10,1500,0.05,3.465167078691964
608,15,5000,0.15,3.468036802390731
609,14,4500,0.15,3.477134183956255
610,14,5000,0.2,3.4908810030318373
611,11,2750,0.25,3.5056456953053594
612,13,4500,0.3,3.5196594812603275
613,14,4750,0.05,3.5291986369610684
614,9,1250,0.05,3.6035867367990333
615,15,5250,0.25,3.618775303204587
616,13,1500,0.0,3.6506476037817683
617,15,4000,0.1,3.6509768633218953
618,5,250,0.2,3.658611550454703
619,12,2500,0.2,3.6796061931697843
620,13,2250,0.2,3.6823627424464944
621,14,5500,0.2,3.6893898557363882
622,11,3250,0.1,3.697949555587109
623,10,2000,0.15,3.7183471494331855
624,15,5750,0.1,3.7189130598213396
625,11,3000,0.15,3.744063201766145
626,12,2250,0.15,3.7451760831928653
627,14,5750,0.2,3.7465869708534365
628,14,6500,0.3,3.7493589261009994
629,12,4000,0.2,3.770363601109752
630,14,3750,0.05,3.793766789653259
631,11,2250,0.15,3.810019853514267
632,13,2750,0.1,3.819405136335967
633,12,2500,0.1,3.8285206939196965
634,8,1000,0.2,3.8297455582916915
635,14,5250,0.1,3.8381526468283313
636,14,3250,0.1,3.8441022922696497
637,15,6750,0.25,3.8474590228547725
638,9,1750,0.05,3.8524914764027214
639,13,3500,0.2,3.8729617949122144
640,9,2250,0.25,3.910511411844463
641,12,3000,0.25,3.9146794962089366
642,8,500,0.0,3.921194434021825
643,15,2000,0.0,3.925645167861639
644,15,6000,0.05,3.9795393294811876
645,12,3250,0.2,3.981540989226249
646,14,4250,0.15,3.9856174618187623
647,11,2250,0.05,3.9922035596105334
648,11,2250,0.3,4.020472287094718
649,14,1750,0.0,4.065345080589308
650,13,4750,0.1,4.069917169657283
651,11,3500,0.1,4.0786973503628845
652,14,4250,0.2,4.084513117103693
653,11,2000,0.25,4.096353778901313
654,13,4750,0.05,4.100735702438405
655,15,5500,0.1,4.124378361534382
656,10,1750,0.05,4.151570154260501
657,14,5000,0.05,4.1595583128847
658,13,3750,0.05,4.183789092305976
659,12,1500,0.0,4.188812082595643
660,13,4250,0.2,4.199821100668333
661,9,750,0.0,4.208127555545621
662,14,7000,0.2,4.213888282267433
663,12,2750,0.3,4.22015662284324
664,13,5000,0.2,4.241152773082825
665,13,4500,0.15,4.2472412782787385
666,12,6000,0.3,4.2586704564846665
667,14,7250,0.3,4.263693577532074
668,11,2500,0.2,4.287920474428326
669,14,5500,0.15,4.297454309883086
670,13,5250,0.3,4.298052233771642
671,14,4250,0.05,4.298557212333466
672,9,1500,0.25,4.306039541330029
673,10,1000,0.0,4.315528634332878
674,13,3250,0.1,4.325038831054745
675,15,7000,0.2,4.335086472225238
676,11,2500,0.15,4.343187972791795
677,14,6000,0.2,4.356644984895785
678,12,3000,0.3,4.357002168968042
679,15,5750,0.2,4.389653632961096
680,15,5750,0.05,4.400076413336355
681,15,6500,0.25,4.400699595894963
682,13,3750,0.25,4.411083037556313
683,14,5750,0.25,4.442272733713129
684,11,3000,0.25,4.452995194048439
685,8,1250,0.1,4.4905865981283695
686,13,3500,0.05,4.508307403417478
687,15,7000,0.05,4.516362175608381
688,15,6750,0.15,4.521398834672078
689,4,250,0.15,4.533488481969828
690,4,250,0.3,4.5373938225216754
691,11,3750,0.1,4.547923265169067
692,12,2750,0.15,4.55753341970453
693,12,3500,0.3,4.570762413336775
694,14,7500,0.2,4.572916841435362
695,9,1500,0.3,4.586180213828998
696,10,2000,0.2,4.594448063483988
697,12,3500,0.15,4.604738169808336
698,12,4000,0.3,4.612939004697537
699,13,4000,0.05,4.618675696384601
700,14,5250,0.15,4.658518074609877
701,13,3500,0.1,4.6641557959106335
702,14,5000,0.15,4.70759806462424
703,13,1750,0.0,4.7099225685702
704,15,2250,0.0,4.73517297398281
705,13,5750,0.1,4.74234926546879
706,13,3000,0.25,4.7602293809228255
707,13,5000,0.15,4.799398532622495
708,10,2500,0.15,4.855280098100134
709,13,4000,0.15,4.874621200746806
710,9,1750,0.15,4.90106999453528
711,13,6250,0.3,4.910806588584578
712,13,4500,0.05,4.934080758804062
713,13,3750,0.15,4.939960394122569
714,6,750,0.15,4.9454106089309064
715,7,1500,0.05,4.983657630611821
716,14,2000,0.0,4.99615125359811
