TIMESTAMP,ITO_OPEN_PRICE_USD,ITO_HIGH_PRICE_USD,ITO_LOW_PRICE_USD,ITO_CLOSE_PRICE_USD,ITO_VOLUME_USD,ITO_DIVIDENDS_USD,ITO_STOCK_SPLITS_USD
2024-09-02 00:00:00+00:00,,,,0.0,17516,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,23430,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,12690,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,3329,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,75876,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,31917,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,9238,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,37486,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,21221,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,7103,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,3289,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,469,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,7085,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,3590,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,197184,0.0,0.0
2024-09-17 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,640704,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,236153,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,46170,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,26057,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,22104,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,15062,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,28308,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,7422,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,17832,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,7228,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,8418,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,24594,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,55995,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,16229,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,4888,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,19150,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,6418,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,6913,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,34918,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,7819,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,23029,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,13125,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,5799,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,8271,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,10107,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,17375,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,5593,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,2815,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,2223,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,5150,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,1068,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,8313,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,19119,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,2306,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,1678,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,8610,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,15064,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,1618,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,1291,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,290,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,579,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,765,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,393,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,727,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,1387,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,1531,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,245,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,1509,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,384,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,405,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,3237,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,1163,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,900,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,1452,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,1972,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,1948,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,227,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,7173,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,1569,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,430,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,524,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,423,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,2695,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,266,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,377,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,51,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,22,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,330,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,90,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,345,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,433,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,1642,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,74,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,338,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,276,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,218,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,95,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,678,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,27,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,222,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,166,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,115,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,81,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,136,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,21,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,151,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,400,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,154,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,695,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,60,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,122,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,281,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,216,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,66,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,296,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,73,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,260,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,86,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,32,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,165,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,77,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,9,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,49,0.0,0.0
2025-06-01 00:00:00+00:00,5.107970935114281e-08,5.107970935114281e-08,5.107970935114281e-08,5.107970935114281e-08,40,0.0,0.0
